Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
26,26,10,2022-12-10,30-028,DAL,@,CHI,L (-29),0,11:25,1.0,4.0,.250,1.0,4.0,.250,2,2.0,1.000,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,3.9,-15,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,2.0,67.0,3.526315789473684,3.1000000000000005,84.19999999999999,4.43157894736842
27,27,,2022-12-12,30-030,DAL,,OKC,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,,60.0,3.1578947368421053,0.0,78.69999999999999,4.1421052631578945
28,28,11,2022-12-14,30-032,DAL,,CLE,L (-15),0,7:04,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,-8,1.0,1.0,1.0,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,-1.0,38.0,2.0,0.3000000000000002,55.0,2.8947368421052633
29,29,,2022-12-16,30-034,DAL,,POR,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,,84.0,4.421052631578948,0.0,101.69999999999996,5.352631578947366
30,30,,2022-12-17,30-035,DAL,@,CLE,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,,54.0,2.8421052631578947,0.0,61.70000000000001,3.247368421052632
31,31,12,2022-12-19,30-037,DAL,@,MIN,L (-10),0,16:24,6.0,9.0,.667,6.0,9.0,.667,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,14.4,+9,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,10.0,38.0,2.0,14.399999999999997,45.0,2.3684210526315788
32,32,13,2022-12-21,30-039,DAL,@,MIN,W (+5),0,12:15,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,-0.2,+2,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,0.0,50.0,2.631578947368421,-0.1999999999999999,65.49999999999999,3.447368421052631
33,33,14,2022-12-23,30-041,DAL,@,HOU,W (+6),0,17:17,3.0,7.0,.429,2.0,6.0,.333,3,3.0,1.000,2.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,11.0,10.6,+23,1.0,1.0,1.0,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,6.0,67.0,3.526315789473684,9.400000000000002,78.49999999999999,4.13157894736842
34,34,15,2022-12-25,30-043,DAL,,LAL,W (+9),0,11:16,2.0,5.0,.400,2.0,5.0,.400,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,3.2,-6,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,2.0,91.0,4.789473684210527,3.2,111.99999999999996,5.894736842105261
35,35,16,2022-12-27,30-045,DAL,,NYK,W (+5),0,14:18,1.0,3.0,.333,1.0,3.0,.333,2,3.0,.667,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.5,-1,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,1.0,73.0,3.842105263157895,2.7,86.9,4.5736842105263165
36,36,17,2022-12-29,30-047,DAL,,HOU,W (+15),0,16:19,2.0,6.0,.333,0.0,4.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.8,+2,2.0,2.0,1.0,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,0.0,99.0,5.2105263157894735,0.8000000000000002,115.8,6.094736842105263
37,37,18,2022-12-31,30-049,DAL,@,SAS,W (+1),0,10:14,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-2.5,-2,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,-2.0,91.0,4.789473684210527,-2.5,117.6,6.189473684210526
38,38,19,2023-01-02,30-051,DAL,@,HOU,W (+5),0,4:46,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8,-11,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,0.0,67.0,3.526315789473684,-0.8,88.5,4.657894736842105
39,39,20,2023-01-05,30-054,DAL,,BOS,L (-29),0,7:51,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.2,-3,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,-2.0,38.0,2.0,-2.2,53.3,2.805263157894737
40,40,21,2023-01-07,30-056,DAL,,NOP,W (+10),0,12:50,2.0,2.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,5.0,4.4,0,1.0,1.0,1.0,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,4.0,78.0,4.105263157894737,4.399999999999999,100.20000000000002,5.273684210526317
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,,0.0,0.0,0.0,0.0,0.0
42,41,22,2023-01-08,30-057,DAL,@,OKC,L (-11),0,11:53,3.0,5.0,.600,3.0,5.0,.600,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,7.7,-4,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,6.0,42.0,2.210526315789474,7.699999999999999,61.0,3.210526315789474
43,42,23,2023-01-10,30-059,DAL,@,LAC,L (-12),0,17:17,0.0,5.0,.000,0.0,5.0,.000,0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,-1.9,-7,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,-2.0,38.0,2.0,-1.9,62.8,3.305263157894737
44,43,24,2023-01-12,30-061,DAL,@,LAL,W (+4),0,6:48,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.7,-8,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,-2.0,76.0,4.0,-1.7,74.2,3.905263157894737
45,44,25,2023-01-14,30-063,DAL,@,POR,L (-17),0,17:47,2.0,3.0,.667,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,6.0,-14,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,6.0,67.0,3.526315789473684,6.0,86.1,4.531578947368421
46,45,26,2023-01-15,30-064,DAL,@,POR,L (-17),0,28:08,4.0,7.0,.571,3.0,6.0,.500,0,0.0,,0.0,4.0,4.0,0.0,1.0,0.0,0.0,4.0,11.0,8.3,-8,1.0,1.0,1.0,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,9.0,80.0,4.2105263157894735,8.299999999999999,98.1,5.163157894736842
47,46,27,2023-01-18,30-067,DAL,,ATL,L (-8),0,6:14,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-3,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,1.0,65.0,3.421052631578948,2.0,90.8,4.778947368421052
48,47,28,2023-01-20,30-069,DAL,,MIA,W (+25),0,9:36,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.2,-5,1.0,1.0,1.0,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,2.0,64.0,3.3684210526315788,1.2000000000000002,83.7,4.405263157894737
49,48,29,2023-01-22,30-071,DAL,,LAC,L (-14),0,6:41,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,4.3,+10,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,6.0,42.0,2.210526315789474,4.3,67.8,3.568421052631579
50,49,30,2023-01-24,30-073,DAL,,WAS,L (-1),0,12:32,3.0,3.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,7.0,6.6,+5,2.0,2.0,1.0,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,6.0,61.0,3.210526315789474,6.6000000000000005,83.89999999999999,4.41578947368421
51,50,31,2023-01-26,30-075,DAL,@,PHO,W (+4),0,10:08,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,+6,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,-1.0,38.0,2.0,-0.7,47.29999999999999,2.489473684210526
52,51,32,2023-01-28,30-077,DAL,@,UTA,L (-8),0,13:48,1.0,5.0,.200,1.0,5.0,.200,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,-0.5,-3,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,-1.0,38.0,2.0,-0.5000000000000006,44.6,2.3473684210526318
53,52,33,2023-01-30,30-079,DAL,,DET,W (+6),0,7:41,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.5,+5,0.0,0.0,,33,20,43,33,30,21,26,34,12,21,41,34,27,38,2,1.0,67.0,66.0,76.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4925373134328358,0.303030303030303,0.5657894736842105,0.0,0.7021276595744681,0.625,0.5,0.4333333333333333,0.0,0.5151515151515151,0.3243243243243243,0.7777777777777778,0.5256410256410257,0.430379746835443,0.675,0.5352112676056338,0.6666666666666666,7,5,2,8,15.0,,46.0,60.0,35.0,0.1521739130434782,0.0833333333333333,0.0571428571428571,0.5333333333333333,,19,-3.0,54.0,2.8421052631578947,-2.5,72.09999999999998,3.7947368421052623
