Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Christian Wood,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Kyrie Irving,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Chris Silva,Christian Wood,Derrick Favors,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Justin Holiday,Kemba Walker,Kyrie Irving,Luka Dončić,Markieff Morris,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Derrick Favors,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Justin Holiday,co_inf with Kemba Walker,co_inf with Kyrie Irving,co_inf with Luka Dončić,co_inf with Markieff Morris,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,11,2023-02-04,22-204,DAL,@,GSW,L (-6),0,11:09,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,4.2,+4,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,5.0,49.0,1.96,4.2,57.50000000000001,2.3000000000000003
31,31,12,2023-02-06,22-206,DAL,@,UTA,W (+13),0,12:17,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,-1.6,+1,1.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,-2.0,50.0,2.0,-1.6,61.0,2.44
32,32,,2023-02-08,22-208,DAL,@,LAC,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,50.0,2.0,0.0,65.3,2.612
33,33,,2023-02-10,22-210,DAL,@,SAC,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,73.0,2.92,0.0,87.89999999999999,3.5159999999999996
34,34,,2023-02-11,22-211,DAL,@,SAC,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,93.0,3.72,0.0,115.2,4.6080000000000005
35,35,,2023-02-13,22-213,DAL,,MIN,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,74.0,2.96,0.0,89.60000000000001,3.5840000000000005
36,36,13,2023-02-15,22-215,DAL,@,DEN,L (-9),0,12:26,4.0,6.0,.667,2.0,3.0,.667,0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,10.0,9.0,-9,3.0,2.0,0.6666666666666666,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,7.0,92.0,3.68,9.0,107.6,4.303999999999999
37,37,,2023-02-23,22-223,DAL,,SAS,W (+26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,89.0,3.56,0.0,115.09999999999998,4.603999999999999
38,38,,2023-02-26,22-226,DAL,,LAL,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,67.0,2.68,0.0,87.69999999999999,3.5079999999999996
39,39,,2023-02-28,22-228,DAL,,IND,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,36.0,1.44,0.0,51.10000000000001,2.0440000000000005
40,40,,2023-03-02,22-230,DAL,,PHI,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,82.0,3.28,0.0,104.6,4.184
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-03-05,22-233,DAL,,PHO,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,48.0,1.92,0.0,68.7,2.748
43,42,,2023-03-07,22-235,DAL,,UTA,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,36.0,1.44,0.0,60.89999999999999,2.4359999999999995
44,43,,2023-03-08,22-236,DAL,@,NOP,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,74.0,2.96,0.0,72.50000000000001,2.9000000000000004
45,44,,2023-03-11,22-239,DAL,@,MEM,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,73.0,2.92,0.0,92.1,3.6839999999999997
46,45,,2023-03-13,22-241,DAL,,MEM,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,89.0,3.56,0.0,106.40000000000002,4.256000000000001
47,46,,2023-03-15,22-243,DAL,@,SAS,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,66.0,2.64,0.0,92.8,3.7119999999999997
48,47,,2023-03-17,22-245,DAL,@,LAL,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,66.0,2.64,0.0,84.90000000000002,3.396000000000001
49,48,,2023-03-20,22-248,DAL,@,MEM,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,1,1,1,1,1,1,1,1,1,1,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0126582278481012,0.0192307692307692,0.04,0.0140845070422535,0.0126582278481012,0.0153846153846153,0.0232558139534883,0.0,0.0344827586206896,0.0144927536231884,0.0,0.0,0.0,0.0142857142857142,0.0185185185185185,0.0,14,12,8,8,5,9,10,1,12,6,2,13,8,13,1.0,67.0,,76.0,45.0,8.0,47.0,48.0,42.0,60.0,46.0,9.0,60.0,66.0,35.0,37.0,27.0,78.0,40.0,71.0,3.0,0.0,0.208955223880597,,0.1578947368421052,0.1777777777777777,0.0,0.1702127659574468,0.1041666666666666,0.2142857142857142,0.1666666666666666,0.0,0.0,0.0166666666666666,0.1818181818181818,0.0,0.1621621621621621,0.074074074074074,0.1666666666666666,0.2,0.1830985915492957,0.0,25,,48.0,1.92,0.0,72.10000000000001,2.8840000000000003
