Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
26,26,25,2022-12-10,31-269,DAL,@,CHI,L (-29),0,23:21,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,5.2,+3,0.0,0.0,,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,7.0,62.0,3.263157894736842,5.2,82.1,4.321052631578947
27,27,26,2022-12-12,31-271,DAL,,OKC,W (+7),0,31:45,3.0,4.0,.750,3.0,4.0,.750,3,4.0,.750,0.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,12.0,8.7,+5,0.0,0.0,,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,7.0,53.0,2.789473684210526,7.499999999999998,71.19999999999999,3.747368421052631
28,28,27,2022-12-14,31-273,DAL,,CLE,L (-15),0,35:56,4.0,6.0,.667,3.0,5.0,.600,1,1.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,-3,1.0,1.0,1.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,7.0,30.0,1.5789473684210529,9.6,45.7,2.405263157894737
29,29,28,2022-12-16,31-275,DAL,,POR,W (+20),0,29:03,1.0,4.0,.250,1.0,3.0,.333,1,1.0,1.000,1.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,4.6,+16,1.0,0.0,0.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,5.0,79.0,4.157894736842105,4.199999999999999,97.5,5.131578947368421
30,30,29,2022-12-17,31-276,DAL,@,CLE,L (-1),1,45:42,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,0.0,8.0,8.0,1.0,0.0,1.0,1.0,4.0,8.0,6.2,+5,2.0,1.0,0.5,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,11.0,43.0,2.263157894736842,6.199999999999999,55.500000000000014,2.9210526315789482
31,31,30,2022-12-19,31-278,DAL,@,MIN,L (-10),1,32:50,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,6.0,6.0,2.0,1.0,1.0,0.0,4.0,0.0,1.2,-16,0.0,0.0,,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,7.0,41.0,2.1578947368421053,1.1999999999999995,58.2,3.0631578947368423
32,32,31,2022-12-21,31-280,DAL,@,MIN,W (+5),1,34:33,3.0,8.0,.375,2.0,7.0,.286,0,0.0,,1.0,5.0,6.0,1.0,0.0,0.0,1.0,1.0,8.0,5.1,+5,1.0,1.0,1.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,6.0,44.0,2.3157894736842106,5.099999999999998,60.2,3.168421052631579
33,33,32,2022-12-23,31-282,DAL,@,HOU,W (+6),1,26:54,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,2.9,-7,0.0,0.0,,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,3.0,70.0,3.684210526315789,2.9000000000000004,84.99999999999999,4.473684210526315
34,34,33,2022-12-25,31-284,DAL,,LAL,W (+9),1,34:35,5.0,8.0,.625,4.0,7.0,.571,0,0.0,,1.0,2.0,3.0,4.0,0.0,1.0,2.0,2.0,14.0,12.4,-8,1.0,1.0,1.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,12.0,81.0,4.2631578947368425,12.4,102.79999999999998,5.410526315789473
35,35,34,2022-12-27,31-286,DAL,,NYK,W (+5),0,26:06,1.0,7.0,.143,1.0,7.0,.143,0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,1.0,4.0,3.0,-2.2,-12,0.0,0.0,,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,-1.0,75.0,3.947368421052632,-2.2,91.8,4.8315789473684205
36,36,,2022-12-29,31-288,DAL,,HOU,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,,99.0,5.2105263157894735,0.0,116.6,6.136842105263158
37,37,35,2022-12-31,31-290,DAL,@,SAS,W (+1),1,32:36,3.0,6.0,.500,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,5.3,+2,2.0,2.0,1.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,4.0,85.0,4.473684210526316,5.300000000000001,109.8,5.778947368421052
38,38,36,2023-01-02,31-292,DAL,@,HOU,W (+5),1,41:40,3.0,8.0,.375,2.0,6.0,.333,0,0.0,,0.0,8.0,8.0,1.0,2.0,1.0,0.0,2.0,8.0,8.6,+8,2.0,1.0,0.5,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,12.0,55.0,2.894736842105264,8.599999999999998,79.1,4.163157894736842
39,39,37,2023-01-05,31-295,DAL,,BOS,L (-29),1,36:36,0.0,1.0,.000,0.0,1.0,.000,0,1.0,.000,1.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,0.0,2.4,-12,0.0,0.0,,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,6.0,30.0,1.5789473684210529,2.399999999999999,48.7,2.5631578947368423
40,40,38,2023-01-07,31-297,DAL,,NOP,W (+10),0,26:21,0.0,2.0,.000,0.0,2.0,.000,1,2.0,.500,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,2.9,+19,0.0,0.0,,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,4.0,78.0,4.105263157894737,2.499999999999999,102.10000000000002,5.373684210526317
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,,0.0,0.0,0.0,0.0,0.0
42,41,39,2023-01-08,31-298,DAL,@,OKC,L (-11),1,32:58,3.0,7.0,.429,3.0,6.0,.500,0,0.0,,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,9.0,8.4,-2,1.0,0.0,0.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,7.0,41.0,2.1578947368421053,8.399999999999999,60.30000000000001,3.1736842105263166
43,42,40,2023-01-10,31-300,DAL,@,LAC,L (-12),0,23:30,2.0,8.0,.250,2.0,7.0,.286,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,6.0,-0.2,-16,1.0,0.0,0.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,-2.0,38.0,2.0,-0.1999999999999997,61.1,3.2157894736842105
44,43,41,2023-01-12,31-302,DAL,@,LAL,W (+4),1,47:12,2.0,8.0,.250,2.0,8.0,.250,1,2.0,.500,0.0,9.0,9.0,0.0,2.0,1.0,0.0,5.0,7.0,5.2,-2,0.0,0.0,,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,9.0,65.0,3.421052631578948,4.8,67.7,3.5631578947368423
45,44,42,2023-01-14,31-304,DAL,@,POR,L (-17),1,28:46,8.0,10.0,.800,8.0,10.0,.800,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,24.0,21.3,-8,0.0,0.0,,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,18.0,55.0,2.894736842105264,21.3,70.79999999999998,3.7263157894736834
46,45,43,2023-01-15,31-305,DAL,@,POR,L (-17),1,34:53,4.0,9.0,.444,2.0,6.0,.333,0,0.0,,3.0,1.0,4.0,2.0,0.0,0.0,0.0,3.0,10.0,7.9,-10,3.0,2.0,0.6666666666666666,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,7.0,82.0,4.315789473684211,7.900000000000001,98.5,5.184210526315789
47,46,44,2023-01-18,31-308,DAL,,ATL,L (-8),0,35:37,7.0,11.0,.636,4.0,7.0,.571,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,1.0,5.0,18.0,13.1,-17,4.0,3.0,0.75,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,11.0,55.0,2.894736842105264,13.1,79.7,4.1947368421052635
48,47,45,2023-01-20,31-310,DAL,,MIA,W (+25),0,28:15,5.0,7.0,.714,5.0,6.0,.833,0,0.0,,1.0,2.0,3.0,1.0,2.0,1.0,0.0,4.0,15.0,15.2,+33,1.0,0.0,0.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,15.0,51.0,2.6842105263157894,15.2,69.7,3.668421052631579
49,48,46,2023-01-22,31-312,DAL,,LAC,L (-14),0,32:07,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,0.0,4.0,4.0,1.0,1.0,0.0,0.0,3.0,0.0,-1.1,-2,1.0,0.0,0.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,2.0,46.0,2.421052631578948,-1.0999999999999996,73.2,3.8526315789473684
50,49,47,2023-01-24,31-314,DAL,,WAS,L (-1),0,24:19,1.0,5.0,.200,1.0,4.0,.250,0,0.0,,1.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,3.0,2.6,-14,1.0,0.0,0.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,3.0,64.0,3.3684210526315788,2.6,87.9,4.626315789473685
51,50,48,2023-01-26,31-316,DAL,@,PHO,W (+4),0,30:49,3.0,9.0,.333,2.0,8.0,.250,2,3.0,.667,2.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,10.0,6.0,-5,1.0,1.0,1.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,3.0,34.0,1.7894736842105263,5.2,41.39999999999999,2.1789473684210523
52,51,49,2023-01-28,31-318,DAL,@,UTA,L (-8),0,33:27,7.0,10.0,.700,5.0,8.0,.625,0,0.0,,0.0,5.0,5.0,2.0,0.0,0.0,0.0,5.0,19.0,15.7,-3,2.0,2.0,1.0,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,16.0,21.0,1.105263157894737,15.7,28.399999999999995,1.494736842105263
53,52,50,2023-01-30,31-320,DAL,,DET,W (+6),0,28:36,3.0,5.0,.600,3.0,5.0,.600,0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,9.0,9.7,+15,0.0,0.0,,64,39,73,41,43,45,40,58,63,36,25,51,36,68,3,1.0,67.0,66.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,79.0,40.0,71.0,3.0,0.0,0.9552238805970148,0.5909090909090909,0.9605263157894736,0.9111111111111112,0.0,0.9148936170212766,0.9375,0.9523809523809524,0.9666666666666668,0.0,0.9545454545454546,0.972972972972973,0.925925925925926,0.6455696202531646,0.9,0.9577464788732394,1.0,17,20,7,13,15.0,,46.0,60.0,35.0,0.3695652173913043,0.3333333333333333,0.2,0.8666666666666667,,19,10.0,41.0,2.1578947368421053,9.7,59.899999999999984,3.152631578947368
