Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Trevor Keels,Blake Griffin,DaQuan Jeffries,Derrick Rose,Duane Washington Jr.,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Isaiah Roby,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Trevor Keels,co_inf with Blake Griffin,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Duane Washington Jr.,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Isaiah Roby,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Trevor Keels,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
50,49,,2023-01-28,27-328,POR,,TOR,L (-18),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,,89.0,2.78125,0.0,76.5,2.390625
51,50,47,2023-01-30,27-330,POR,,ATL,W (+4),1,34:50,4.0,6.0,.667,0.0,2.0,.000,1,2.0,.500,2.0,10.0,12.0,5.0,0.0,1.0,0.0,4.0,9.0,13.0,-5,4.0,4.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,19.0,69.0,2.15625,12.6,84.59999999999998,2.6437499999999994
52,51,48,2023-02-01,27-332,POR,@,MEM,W (+10),1,31:50,0.0,4.0,.000,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,-2.6,+1,2.0,0.0,0.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,-1.0,69.0,2.15625,-2.6,87.39999999999998,2.7312499999999993
53,52,49,2023-02-03,27-334,POR,@,WAS,W (+8),1,39:06,9.0,13.0,.692,1.0,5.0,.200,2,2.0,1.000,3.0,6.0,9.0,2.0,1.0,0.0,1.0,3.0,21.0,19.6,+15,8.0,8.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,17.0,70.0,2.1875,18.800000000000004,86.30000000000001,2.6968750000000004
54,53,50,2023-02-04,27-335,POR,@,CHI,L (-8),1,33:30,5.0,13.0,.385,0.0,5.0,.000,3,4.0,.750,3.0,9.0,12.0,5.0,1.0,0.0,1.0,0.0,13.0,13.8,+5,8.0,5.0,0.625,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,13.0,67.0,2.09375,12.6,76.0,2.375
55,54,51,2023-02-06,27-337,POR,,MIL,L (-19),1,25:53,5.0,8.0,.625,2.0,4.0,.500,2,3.0,.667,0.0,8.0,8.0,0.0,1.0,0.0,1.0,2.0,14.0,11.6,-7,4.0,3.0,0.75,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,11.0,87.0,2.71875,10.799999999999995,94.7,2.959375
56,55,,2023-02-08,27-339,POR,,GSW,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,,67.0,2.09375,0.0,71.19999999999999,2.2249999999999996
57,56,,2023-02-10,27-341,NYK,@,PHI,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,,70.0,2.1875,0.0,73.1,2.284375
58,57,52,2023-02-11,27-342,NYK,,UTA,W (+6),0,25:39,3.0,6.0,.500,2.0,3.0,.667,3,4.0,.750,4.0,3.0,7.0,4.0,4.0,0.0,1.0,4.0,11.0,15.5,+5,3.0,1.0,0.3333333333333333,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,15.0,66.0,2.0625,14.3,76.0,2.375
59,58,53,2023-02-13,27-344,NYK,,BRK,W (+18),0,27:54,10.0,14.0,.714,4.0,6.0,.667,3,4.0,.750,0.0,4.0,4.0,2.0,1.0,0.0,0.0,4.0,27.0,22.8,+25,8.0,6.0,0.75,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,16.0,71.0,2.21875,21.6,76.59999999999998,2.3937499999999994
60,59,54,2023-02-15,27-346,NYK,@,ATL,W (+21),0,24:29,5.0,9.0,.556,3.0,5.0,.600,0,0.0,,1.0,4.0,5.0,2.0,0.0,1.0,1.0,2.0,13.0,10.9,+11,4.0,2.0,0.5,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,11.0,60.0,1.875,10.899999999999997,67.5,2.109375
61,60,55,2023-02-24,27-355,NYK,@,WAS,W (+6),0,27:25,2.0,6.0,.333,0.0,1.0,.000,1,2.0,.500,2.0,4.0,6.0,4.0,0.0,0.0,2.0,2.0,5.0,3.8,0,5.0,2.0,0.4,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,5.0,61.0,1.90625,3.4000000000000004,72.2,2.25625
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,,0.0,0.0,0.0,0.0,0.0
63,61,56,2023-02-25,27-356,NYK,,NOP,W (+22),0,25:31,5.0,6.0,.833,1.0,1.0,1.000,4,5.0,.800,1.0,4.0,5.0,2.0,0.0,2.0,2.0,1.0,15.0,14.7,+10,5.0,4.0,0.8,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,11.0,65.0,2.03125,13.099999999999996,82.8,2.5875
64,62,57,2023-02-27,27-358,NYK,,BOS,W (+15),0,26:45,5.0,8.0,.625,2.0,3.0,.667,0,0.0,,1.0,4.0,5.0,5.0,2.0,0.0,1.0,0.0,12.0,14.8,+15,5.0,3.0,0.6,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,15.0,72.0,2.25,14.8,77.6,2.425
65,63,58,2023-03-01,27-360,NYK,,BRK,W (+24),0,25:56,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,4.0,4.0,5.0,2.0,1.0,1.0,4.0,4.0,7.5,+30,2.0,2.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,12.0,44.0,1.375,7.5,63.50000000000001,1.9843750000000002
66,64,59,2023-03-03,27-362,NYK,@,MIA,W (+2),0,32:39,2.0,3.0,.667,0.0,0.0,,1,3.0,.333,1.0,6.0,7.0,3.0,2.0,1.0,3.0,5.0,5.0,5.2,+16,3.0,2.0,0.6666666666666666,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,9.0,86.0,2.6875,4.800000000000001,104.29999999999998,3.2593749999999995
67,65,60,2023-03-05,27-364,NYK,@,BOS,W (+2),0,39:46,3.0,5.0,.600,1.0,2.0,.500,3,5.0,.600,0.0,8.0,8.0,2.0,0.0,0.0,2.0,5.0,10.0,6.7,-2,3.0,2.0,0.6666666666666666,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,8.0,73.0,2.28125,5.5,91.8,2.86875
68,66,61,2023-03-07,28-001,NYK,,CHO,L (-7),0,32:51,3.0,5.0,.600,1.0,1.0,1.000,3,4.0,.750,2.0,6.0,8.0,2.0,0.0,0.0,1.0,3.0,10.0,9.7,-1,4.0,2.0,0.5,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,10.0,65.0,2.03125,8.5,78.2,2.44375
69,67,62,2023-03-09,28-003,NYK,@,SAC,L (-5),0,32:06,3.0,4.0,.750,1.0,1.0,1.000,2,2.0,1.000,8.0,7.0,15.0,7.0,3.0,0.0,3.0,1.0,9.0,19.6,+2,3.0,2.0,0.6666666666666666,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,50,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581,33,1,4,25,25,16,9,21,19,20,25,25,23,2,41.0,,27.0,31.0,27.0,,81.0,82.0,42.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.037037037037037,0.0,0.1481481481481481,,0.3086419753086419,0.3048780487804878,0.0,0.2352941176470588,0.173076923076923,0.2727272727272727,0.296875,0.3389830508474576,0.373134328358209,0.352112676056338,0.3150684931506849,0.6666666666666666,32,25.0,48.0,1.5,18.8,58.7,1.834375
