Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,30,2022-12-18,28-019,NYK,@,IND,W (+3),1,38:43,7.0,17.0,.412,2.0,8.0,.250,9,12.0,.750,3.0,11.0,14.0,3.0,0.0,0.0,3.0,4.0,25.0,17.6,+5,9.0,5.0,0.5555555555555556,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,10.0,65.0,3.823529411764706,13.999999999999996,74.2,4.364705882352942
31,31,31,2022-12-20,28-021,NYK,,GSW,W (+38),1,29:57,5.0,12.0,.417,1.0,6.0,.167,4,7.0,.571,2.0,10.0,12.0,5.0,0.0,0.0,3.0,2.0,15.0,11.5,+17,6.0,4.0,0.6666666666666666,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,10.0,86.0,5.0588235294117645,9.9,104.1,6.123529411764705
32,32,32,2022-12-21,28-022,NYK,,TOR,L (-7),1,40:06,13.0,17.0,.765,0.0,3.0,.000,4,9.0,.444,2.0,11.0,13.0,4.0,0.0,0.0,2.0,5.0,30.0,24.8,+7,14.0,13.0,0.9285714285714286,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,19.0,59.0,3.4705882352941178,23.2,58.8,3.4588235294117644
33,33,33,2022-12-23,28-024,NYK,,CHI,L (-1),1,38:21,11.0,22.0,.500,5.0,10.0,.500,2,5.0,.400,2.0,10.0,12.0,3.0,1.0,2.0,1.0,2.0,29.0,23.9,-9,12.0,6.0,0.5,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,19.0,74.0,4.352941176470588,23.1,78.99999999999999,4.647058823529411
34,34,34,2022-12-25,28-026,NYK,,PHI,L (-7),1,40:07,12.0,24.0,.500,4.0,9.0,.444,7,7.0,1.000,1.0,7.0,8.0,4.0,2.0,1.0,1.0,1.0,35.0,29.9,+5,15.0,8.0,0.5333333333333333,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,18.0,83.0,4.882352941176471,27.100000000000005,75.1,4.417647058823529
35,35,35,2022-12-27,28-028,NYK,@,DAL,L (-5),1,44:49,11.0,23.0,.478,5.0,11.0,.455,2,4.0,.500,2.0,16.0,18.0,4.0,0.0,0.0,2.0,5.0,29.0,21.5,+2,12.0,6.0,0.5,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,22.0,79.0,4.647058823529412,20.699999999999992,78.39999999999999,4.6117647058823525
36,36,36,2022-12-29,28-030,NYK,@,SAS,L (-7),1,42:50,14.0,27.0,.519,6.0,13.0,.462,7,11.0,.636,3.0,8.0,11.0,7.0,1.0,0.0,4.0,3.0,41.0,31.3,-2,14.0,8.0,0.5714285714285714,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,18.0,42.0,2.4705882352941178,28.5,51.3,3.0176470588235293
37,37,37,2022-12-31,28-032,NYK,@,HOU,W (+20),1,38:35,9.0,20.0,.450,5.0,13.0,.385,12,16.0,.750,4.0,8.0,12.0,6.0,0.0,1.0,1.0,3.0,35.0,30.9,+25,7.0,4.0,0.5714285714285714,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,17.0,42.0,2.4705882352941178,26.100000000000005,51.0,3.0
38,38,38,2023-01-02,28-034,NYK,,PHO,W (+19),1,39:54,7.0,18.0,.389,4.0,12.0,.333,10,12.0,.833,0.0,16.0,16.0,6.0,1.0,0.0,1.0,3.0,28.0,25.2,+12,6.0,3.0,0.5,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,20.0,82.0,4.823529411764706,21.2,75.29999999999998,4.429411764705882
39,39,39,2023-01-04,28-036,NYK,,SAS,W (+3),1,41:03,9.0,26.0,.346,1.0,8.0,.125,6,11.0,.545,2.0,11.0,13.0,3.0,3.0,4.0,5.0,4.0,25.0,14.4,+9,18.0,8.0,0.4444444444444444,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,6.0,64.0,3.764705882352941,11.999999999999991,80.99999999999999,4.76470588235294
40,40,40,2023-01-06,28-038,NYK,@,TOR,W (+4),1,39:44,10.0,22.0,.455,6.0,11.0,.545,6,9.0,.667,1.0,10.0,11.0,3.0,0.0,0.0,3.0,3.0,32.0,21.0,+2,11.0,4.0,0.3636363636363636,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,12.0,78.0,4.588235294117647,18.600000000000005,73.0,4.294117647058823
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,,0.0,0.0,0.0,0.0,0.0
42,41,41,2023-01-09,28-041,NYK,,MIL,L (-4),1,39:46,9.0,29.0,.310,1.0,12.0,.083,6,7.0,.857,7.0,9.0,16.0,5.0,2.0,0.0,3.0,3.0,25.0,16.8,+2,17.0,8.0,0.4705882352941176,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,9.0,51.0,3.0,14.400000000000006,60.2,3.5411764705882356
43,42,42,2023-01-11,28-043,NYK,,IND,W (+6),1,38:33,5.0,12.0,.417,2.0,7.0,.286,2,4.0,.500,3.0,13.0,16.0,4.0,0.0,1.0,6.0,2.0,14.0,9.5,+9,5.0,3.0,0.6,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,13.0,75.0,4.411764705882353,8.700000000000001,92.8,5.458823529411765
44,43,43,2023-01-13,28-045,NYK,@,WAS,W (+4),1,35:48,8.0,19.0,.421,2.0,6.0,.333,5,8.0,.625,3.0,13.0,16.0,1.0,0.0,1.0,3.0,2.0,23.0,15.3,+12,13.0,6.0,0.4615384615384615,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,11.0,56.0,3.294117647058824,13.300000000000004,67.0,3.9411764705882355
45,44,44,2023-01-15,28-047,NYK,@,DET,W (+13),1,40:08,15.0,24.0,.625,4.0,7.0,.571,8,8.0,1.000,3.0,12.0,15.0,4.0,0.0,1.0,1.0,4.0,42.0,37.8,+14,17.0,11.0,0.6470588235294118,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,29.0,48.0,2.823529411764706,34.6,59.60000000000001,3.505882352941177
46,45,45,2023-01-16,28-048,NYK,,TOR,L (-2),1,42:00,7.0,20.0,.350,1.0,6.0,.167,6,9.0,.667,3.0,12.0,15.0,8.0,1.0,0.0,3.0,3.0,21.0,16.7,+1,14.0,6.0,0.4285714285714285,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,13.0,46.0,2.7058823529411766,14.3,64.89999999999998,3.8176470588235283
47,46,46,2023-01-18,28-050,NYK,,WAS,L (-11),1,34:04,6.0,17.0,.353,0.0,5.0,.000,2,5.0,.400,7.0,8.0,15.0,4.0,1.0,0.0,2.0,5.0,14.0,10.4,-11,12.0,6.0,0.5,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,10.0,56.0,3.294117647058824,9.599999999999998,76.0,4.470588235294118
48,47,47,2023-01-20,28-052,NYK,@,ATL,L (-15),1,33:18,11.0,22.0,.500,3.0,10.0,.300,7,9.0,.778,1.0,8.0,9.0,6.0,0.0,0.0,3.0,1.0,32.0,24.1,-12,12.0,8.0,0.6666666666666666,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,13.0,84.0,4.941176470588236,21.300000000000004,90.0,5.294117647058823
49,48,48,2023-01-22,28-054,NYK,@,TOR,L (-9),1,37:29,8.0,14.0,.571,2.0,6.0,.333,5,8.0,.625,5.0,14.0,19.0,8.0,0.0,0.0,4.0,5.0,23.0,22.5,-4,8.0,6.0,0.75,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,24.0,60.0,3.5294117647058822,20.500000000000004,66.2,3.894117647058824
50,49,49,2023-01-24,28-056,NYK,,CLE,W (+2),1,37:38,11.0,21.0,.524,8.0,12.0,.667,6,7.0,.857,4.0,9.0,13.0,4.0,0.0,0.0,5.0,3.0,36.0,27.4,-10,9.0,3.0,0.3333333333333333,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,20.0,69.0,4.0588235294117645,25.0,51.49999999999999,3.029411764705882
51,50,50,2023-01-26,28-058,NYK,@,BOS,W (+3),1,36:54,13.0,25.0,.520,5.0,13.0,.385,6,7.0,.857,1.0,8.0,9.0,2.0,0.0,0.0,2.0,5.0,37.0,24.8,-16,12.0,8.0,0.6666666666666666,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,14.0,74.0,4.352941176470588,22.4,74.8,4.3999999999999995
52,51,51,2023-01-28,28-060,NYK,@,BRK,L (-7),1,38:14,7.0,16.0,.438,1.0,6.0,.167,4,6.0,.667,2.0,8.0,10.0,8.0,1.0,0.0,3.0,2.0,19.0,16.4,+6,10.0,6.0,0.6,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,13.0,55.0,3.235294117647059,14.799999999999994,69.99999999999999,4.117647058823529
53,52,52,2023-01-31,28-063,NYK,,LAL,L (-6),1,43:01,6.0,19.0,.316,2.0,9.0,.222,9,11.0,.818,2.0,10.0,12.0,5.0,0.0,0.0,4.0,4.0,23.0,13.6,-9,10.0,4.0,0.4,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,6.0,81.0,4.764705882352941,10.0,95.10000000000002,5.594117647058825
54,53,53,2023-02-02,28-065,NYK,,MIA,W (+2),1,34:20,8.0,19.0,.421,3.0,9.0,.333,4,5.0,.800,1.0,9.0,10.0,6.0,3.0,0.0,7.0,4.0,23.0,14.5,+14,10.0,5.0,0.5,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,11.0,69.0,4.0588235294117645,12.9,75.69999999999999,4.4529411764705875
55,54,54,2023-02-04,28-067,NYK,,LAC,L (-6),1,40:44,10.0,18.0,.556,2.0,6.0,.333,6,8.0,.750,0.0,11.0,11.0,7.0,1.0,0.0,5.0,5.0,28.0,20.8,-11,12.0,8.0,0.6666666666666666,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,16.0,82.0,4.823529411764706,18.399999999999995,87.1,5.123529411764705
56,55,55,2023-02-05,28-068,NYK,,PHI,W (+11),1,34:08,8.0,19.0,.421,1.0,8.0,.125,7,8.0,.875,4.0,5.0,9.0,7.0,0.0,0.0,3.0,2.0,24.0,18.9,-6,11.0,7.0,0.6363636363636364,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,10.0,57.0,3.3529411764705883,16.1,55.1,3.2411764705882353
57,56,56,2023-02-07,28-070,NYK,@,ORL,W (+4),1,34:06,7.0,15.0,.467,4.0,10.0,.400,4,6.0,.667,1.0,13.0,14.0,6.0,0.0,0.0,4.0,2.0,22.0,17.5,+9,5.0,3.0,0.6,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,17.0,53.0,3.117647058823529,15.899999999999997,57.2,3.364705882352941
58,57,57,2023-02-10,28-073,NYK,@,PHI,L (-11),1,36:33,11.0,20.0,.550,5.0,11.0,.455,3,3.0,1.000,0.0,10.0,10.0,3.0,0.0,0.0,3.0,1.0,30.0,22.1,-6,9.0,6.0,0.6666666666666666,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,17.0,64.0,3.764705882352941,20.9,69.4,4.082352941176471
59,58,58,2023-02-11,28-074,NYK,,UTA,W (+6),1,38:58,12.0,26.0,.462,3.0,11.0,.273,4,5.0,.800,1.0,5.0,6.0,2.0,0.0,0.0,1.0,2.0,31.0,19.0,+4,15.0,9.0,0.6,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,7.0,80.0,4.705882352941177,17.4,80.79999999999998,4.752941176470587
60,59,59,2023-02-13,28-076,NYK,,BRK,W (+18),1,32:20,7.0,17.0,.412,1.0,6.0,.167,3,3.0,1.000,0.0,10.0,10.0,4.0,1.0,1.0,1.0,1.0,18.0,15.0,+14,11.0,6.0,0.5454545454545454,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,13.0,58.0,3.411764705882353,13.800000000000002,64.59999999999998,3.799999999999999
61,60,60,2023-02-15,28-078,NYK,@,ATL,W (+21),1,34:50,9.0,19.0,.474,3.0,8.0,.375,4,5.0,.800,3.0,8.0,11.0,2.0,0.0,0.0,3.0,4.0,25.0,16.2,+20,11.0,6.0,0.5454545454545454,20,27,23,76,77,66,50,59,55,62,66,70,11,13,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,0.8518518518518519,,0.9382716049382716,0.9390243902439024,0.9705882352941176,0.9615384615384616,0.921875,0.9322033898305084,0.9253731343283582,0.9295774647887324,0.958904109589041,0.55,0.40625,1.0,15,21,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2763157894736842,17,11.0,55.0,3.235294117647059,14.6,60.99999999999999,3.5882352941176467
