Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,22,2022-12-16,34-073,NYK,@,CHI,W (+23),0,3:31,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-0.1,-6,0.0,0.0,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,-1.0,74.0,4.352941176470588,-0.0999999999999997,89.90000000000002,5.288235294117648
30,30,,2022-12-18,34-075,NYK,@,IND,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,75.0,4.411764705882353,0.0,88.2,5.188235294117647
31,31,,2022-12-20,34-077,NYK,,GSW,W (+38),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,96.0,5.647058823529412,0.0,114.0,6.705882352941177
32,32,23,2022-12-21,34-078,NYK,,TOR,L (-7),0,7:53,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,-1.0,-1,2.0,1.0,0.5,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,-2.0,80.0,4.705882352941177,-1.0,83.0,4.882352941176471
33,33,,2022-12-23,34-080,NYK,,CHI,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,93.0,5.470588235294118,0.0,102.09999999999998,6.005882352941176
34,34,,2022-12-25,34-082,NYK,,PHI,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,101.0,5.941176470588236,0.0,102.2,6.011764705882353
35,35,24,2022-12-27,34-084,NYK,@,DAL,L (-5),0,12:25,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,2.9,-6,2.0,1.0,0.5,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,3.0,98.0,5.764705882352941,2.9,96.2,5.658823529411765
36,36,25,2022-12-29,34-086,NYK,@,SAS,L (-7),0,16:09,1.0,5.0,.200,0.0,2.0,.000,1,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,-1.6,-10,3.0,1.0,0.3333333333333333,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,-4.0,64.0,3.764705882352941,-2.0000000000000004,81.80000000000001,4.811764705882354
37,37,26,2022-12-31,34-088,NYK,@,HOU,W (+20),0,10:54,2.0,5.0,.400,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.3,-4,2.0,2.0,1.0,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,1.0,58.0,3.411764705882353,2.3,74.80000000000001,4.4
38,38,,2023-01-02,34-090,NYK,,PHO,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,102.0,6.0,0.0,96.5,5.676470588235294
39,39,,2023-01-04,34-092,NYK,,SAS,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,70.0,4.117647058823529,0.0,92.99999999999996,5.470588235294115
40,40,,2023-01-06,34-094,NYK,@,TOR,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,90.0,5.294117647058823,0.0,91.6,5.388235294117647
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-09,34-097,NYK,,MIL,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,60.0,3.5294117647058822,0.0,74.60000000000001,4.3882352941176475
43,42,,2023-01-11,34-099,NYK,,IND,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,88.0,5.176470588235294,0.0,101.5,5.970588235294118
44,43,,2023-01-13,34-101,NYK,@,WAS,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,67.0,3.941176470588236,0.0,80.30000000000001,4.723529411764707
45,44,,2023-01-15,34-103,NYK,@,DET,W (+13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,77.0,4.529411764705882,0.0,94.2,5.541176470588235
46,45,,2023-01-16,34-104,NYK,,TOR,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,59.0,3.4705882352941178,0.0,79.19999999999999,4.658823529411764
47,46,,2023-01-18,34-106,NYK,,WAS,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,66.0,3.882352941176471,0.0,85.60000000000001,5.03529411764706
48,47,,2023-01-20,34-108,NYK,@,ATL,L (-15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,97.0,5.705882352941177,0.0,111.3,6.547058823529412
49,48,,2023-01-22,34-110,NYK,@,TOR,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,84.0,4.941176470588236,0.0,86.7,5.1000000000000005
50,49,,2023-01-24,34-112,NYK,,CLE,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,89.0,5.235294117647059,0.0,76.5,4.5
51,50,,2023-01-26,34-114,NYK,@,BOS,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,88.0,5.176470588235294,0.0,97.19999999999996,5.717647058823527
52,51,,2023-01-28,34-116,NYK,@,BRK,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,68.0,4.0,0.0,84.79999999999998,4.988235294117646
53,52,,2023-01-31,34-119,NYK,,LAL,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,87.0,5.117647058823529,0.0,105.10000000000002,6.182352941176472
54,53,,2023-02-02,34-121,NYK,,MIA,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,80.0,4.705882352941177,0.0,88.6,5.211764705882352
55,54,,2023-02-04,34-123,NYK,,LAC,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,98.0,5.764705882352941,0.0,105.5,6.205882352941177
56,55,,2023-02-05,34-124,NYK,,PHI,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,67.0,3.941176470588236,0.0,71.19999999999999,4.188235294117646
57,56,,2023-02-07,34-126,NYK,@,ORL,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,70.0,4.117647058823529,0.0,73.1,4.3
58,57,,2023-02-10,34-129,NYK,@,PHI,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,81.0,4.764705882352941,0.0,90.3,5.311764705882353
59,58,,2023-02-11,34-130,NYK,,UTA,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,20,15,27,27,24,20,27,15,19,22,16,25,8,8,1,40.0,,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.5555555555555556,,0.3333333333333333,0.3292682926829268,0.3529411764705882,0.3846153846153846,0.3506493506493506,0.234375,0.3220338983050847,0.3283582089552239,0.2253521126760563,0.3424657534246575,0.4,0.25,0.3333333333333333,7,1,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.0131578947368421,17,,87.0,5.117647058823529,0.0,98.2,5.776470588235294
