Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,0.0,0.0,0.0,0.0,0.0
63,61,46,2023-02-24,24-357,NYK,@,WAS,W (+6),0,11:49,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,-0.2,-2,3.0,1.0,0.3333333333333333,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,0.0,76.0,4.470588235294118,-0.1999999999999998,96.1,5.652941176470588
64,62,47,2023-02-25,24-358,NYK,,NOP,W (+22),0,15:24,1.0,5.0,.200,1.0,5.0,.200,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,-1.6,-4,0.0,0.0,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,-1.0,88.0,5.176470588235294,-1.6,94.0,5.529411764705882
65,63,48,2023-02-27,24-360,NYK,,BOS,W (+15),0,12:07,3.0,4.0,.750,1.0,2.0,.500,2,2.0,1.000,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,9.0,8.0,+7,2.0,2.0,1.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,6.0,50.0,2.9411764705882355,7.1999999999999975,63.8,3.7529411764705882
66,64,49,2023-03-01,24-362,NYK,,BRK,W (+24),0,12:56,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,-0.8,-3,2.0,1.0,0.5,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,-1.0,96.0,5.647058823529412,-0.8000000000000003,109.89999999999998,6.4647058823529395
67,65,50,2023-03-03,24-364,NYK,@,MIA,W (+2),0,12:13,1.0,5.0,.200,0.0,3.0,.000,0,0.0,,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.3,+1,2.0,1.0,0.5,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,1.0,80.0,4.705882352941177,1.3000000000000005,96.0,5.647058823529412
68,66,51,2023-03-05,25-001,NYK,@,BOS,W (+2),0,11:29,2.0,3.0,.667,0.0,1.0,.000,2,2.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,4.3,+10,2.0,2.0,1.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,2.0,73.0,4.294117647058823,3.5,83.2,4.894117647058824
69,67,52,2023-03-07,25-003,NYK,,CHO,L (-7),0,12:49,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,+13,0.0,0.0,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,-1.0,74.0,4.352941176470588,0.6000000000000001,76.89999999999999,4.523529411764706
70,68,53,2023-03-09,25-005,NYK,@,SAC,L (-5),0,11:43,2.0,7.0,.286,1.0,5.0,.200,0,0.0,,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,5.0,1.9,-1,2.0,1.0,0.5,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,0.0,60.0,3.5294117647058822,1.9,69.8,4.105882352941176
71,69,54,2023-03-11,25-007,NYK,@,LAC,L (-11),0,13:20,4.0,9.0,.444,0.0,4.0,.000,2,2.0,1.000,0.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,10.0,6.5,-3,5.0,4.0,0.8,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,54.0,3.176470588235294,5.699999999999999,56.9,3.347058823529412
72,70,55,2023-03-12,25-008,NYK,@,LAL,W (+4),0,12:14,4.0,6.0,.667,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,6.3,+5,3.0,3.0,1.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,77.0,4.529411764705882,6.300000000000001,86.8,5.105882352941176
73,71,56,2023-03-14,25-010,NYK,@,POR,W (+16),0,14:10,4.0,6.0,.667,3.0,5.0,.600,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,9.4,+8,1.0,1.0,1.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,7.0,89.0,5.235294117647059,9.4,91.6,5.388235294117647
74,72,57,2023-03-18,25-014,NYK,,DEN,W (+6),0,11:41,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,0.2,+1,1.0,1.0,1.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,-1.0,70.0,4.117647058823529,0.2000000000000001,86.09999999999998,5.06470588235294
75,73,58,2023-03-20,25-016,NYK,,MIN,L (-6),0,11:07,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.7,0,2.0,2.0,1.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,3.0,70.0,4.117647058823529,3.7,93.9,5.523529411764706
76,74,59,2023-03-22,25-018,NYK,@,MIA,L (-7),0,12:01,1.0,5.0,.200,1.0,4.0,.250,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,1.8,-1,1.0,0.0,0.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,3.0,72.0,4.235294117647059,1.7999999999999998,80.50000000000001,4.73529411764706
77,75,60,2023-03-23,25-019,NYK,@,ORL,L (-5),0,12:22,2.0,7.0,.286,1.0,5.0,.200,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,1.1,-25,2.0,1.0,0.5,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,0.0,76.0,4.470588235294118,1.1,86.60000000000001,5.094117647058824
78,76,61,2023-03-27,25-023,NYK,,HOU,W (+22),0,19:44,6.0,12.0,.500,3.0,8.0,.375,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,15.0,9.9,+11,4.0,3.0,0.75,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,6.0,102.0,6.0,9.9,115.3,6.7823529411764705
79,77,62,2023-03-29,25-025,NYK,,MIA,W (+9),0,17:04,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,6.0,7.7,+2,0.0,0.0,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,9.0,55.0,3.235294117647059,7.7,65.69999999999999,3.8647058823529403
80,78,63,2023-03-31,25-027,NYK,@,CLE,W (+14),1,18:35,5.0,7.0,.714,2.0,2.0,1.000,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,12.0,10.1,-4,5.0,3.0,0.6,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,7.0,90.0,5.294117647058823,10.1,92.3,5.429411764705883
81,79,64,2023-04-02,25-029,NYK,,WAS,W (+9),1,33:00,9.0,15.0,.600,3.0,8.0,.375,0,0.0,,0.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,21.0,18.1,+19,7.0,6.0,0.8571428571428571,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,13.0,94.0,5.529411764705882,18.1,93.4,5.4941176470588236
82,80,65,2023-04-05,25-032,NYK,@,IND,W (+9),1,42:47,11.0,18.0,.611,5.0,12.0,.417,5,5.0,1.000,0.0,3.0,3.0,6.0,1.0,0.0,4.0,3.0,32.0,24.7,+18,6.0,6.0,1.0,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,15.0,79.0,4.647058823529412,22.7,86.80000000000001,5.105882352941177
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,,0.0,0.0,0.0,0.0,0.0
84,81,66,2023-04-07,25-034,NYK,@,NOP,L (-8),1,26:34,4.0,9.0,.444,1.0,4.0,.250,1,2.0,.500,1.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,10.0,7.4,-6,5.0,3.0,0.6,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,5.0,73.0,4.294117647058823,6.999999999999998,72.30000000000001,4.252941176470589
85,82,67,2023-04-09,25-036,NYK,,IND,L (-5),1,36:33,13.0,23.0,.565,5.0,10.0,.500,3,3.0,1.000,1.0,6.0,7.0,5.0,2.0,0.0,1.0,2.0,34.0,29.3,+7,13.0,8.0,0.6153846153846154,20,22,22,66,67,56,37,62,49,44,57,63,7,9,3,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8148148148148148,0.8148148148148148,,0.8148148148148148,0.8170731707317073,0.8235294117647058,0.7115384615384616,0.8051948051948052,0.765625,0.7457627118644068,0.8028169014084507,0.863013698630137,0.35,0.28125,1.0,12,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,21.0,54.0,3.176470588235294,28.100000000000005,65.19999999999999,3.835294117647058
