Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Sterling Brown,Shared Games with Thomas Bryant,Shared Games with Tristan Thompson,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel
34,34,27,2022-12-27,34-168,LAL,@,ORL,W (+19),1,29.683333333333334,5.0,11.0,.455,4.0,10.0,.400,0,0,,0,2,2,2,0,1,0,3,14,9.8,+3,1.0,1.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
35,35,28,2022-12-28,34-169,LAL,@,MIA,L (-14),1,27.583333333333332,2.0,7.0,.286,2.0,5.0,.400,0,0,,1,6,7,4,1,1,1,2,6,7.1,-13,2.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
36,36,29,2022-12-30,34-171,LAL,@,ATL,W (+9),1,25.216666666666665,4.0,5.0,.800,2.0,3.0,.667,0,0,,1,1,2,3,1,1,0,3,10,11.7,-10,2.0,2.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
37,37,30,2023-01-02,34-174,LAL,@,CHO,W (+6),1,32.38333333333333,2.0,7.0,.286,2.0,4.0,.500,0,0,,2,5,7,2,0,3,3,3,6,4.1,0,3.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
38,38,31,2023-01-04,34-176,LAL,,MIA,W (+3),1,26.116666666666667,2.0,5.0,.400,0.0,2.0,.000,0,0,,0,1,1,3,1,1,1,4,4,2.8,-7,3.0,2.0,0.6666666666666666,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
39,39,32,2023-01-06,34-178,LAL,,ATL,W (+16),1,24.116666666666667,2.0,5.0,.400,1.0,3.0,.333,0,0,,0,4,4,4,0,1,0,4,5,5.4,+5,2.0,1.0,0.5,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
40,40,33,2023-01-07,34-179,LAL,@,SAC,W (+2),1,25.616666666666667,2.0,3.0,.667,2.0,3.0,.667,0,0,,0,1,1,1,0,0,2,3,6,2.5,+1,0.0,0.0,,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
41,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
42,41,34,2023-01-09,34-181,LAL,@,DEN,L (-13),1,12.016666666666667,0.0,1.0,.000,0.0,1.0,.000,0,0,,1,0,1,0,1,0,2,0,0,-1.0,-3,0.0,0.0,,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
43,42,,2023-01-12,34-184,LAL,,DAL,L (-4),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
44,43,,2023-01-15,34-187,LAL,,PHI,L (-1),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
45,44,35,2023-01-16,34-188,LAL,,HOU,W (+8),1,21.883333333333333,3.0,6.0,.500,3.0,6.0,.500,2,2,1.000,0,2,2,1,0,0,0,2,11,8.5,+1,0.0,0.0,,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
46,45,36,2023-01-18,34-190,LAL,,SAC,L (-5),1,26.55,1.0,4.0,.250,1.0,4.0,.250,0,0,,0,1,1,2,1,0,0,1,3,2.9,-16,0.0,0.0,,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
47,46,37,2023-01-20,34-192,LAL,,MEM,W (+1),1,22.533333333333335,3.0,6.0,.500,2.0,5.0,.400,2,2,1.000,0,1,1,0,1,0,0,2,10,7.5,-2,1.0,1.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
48,47,38,2023-01-22,34-194,LAL,@,POR,W (+9),1,28.75,2.0,3.0,.667,0.0,1.0,.000,0,0,,1,1,2,2,2,1,0,3,4,6.6,+27,2.0,2.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
49,48,39,2023-01-24,34-196,LAL,,LAC,L (-18),1,35.2,1.0,8.0,.125,1.0,6.0,.167,0,0,,2,0,2,4,1,0,1,2,3,1.2,-15,2.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
50,49,40,2023-01-25,34-197,LAL,,SAS,W (+9),1,23.616666666666667,6.0,12.0,.500,3.0,7.0,.429,3,4,.750,0,2,2,1,2,1,2,0,18,13.6,-4,5.0,3.0,0.6,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
51,50,41,2023-01-28,34-200,LAL,@,BOS,L (-4),1,36.45,5.0,10.0,.500,4.0,7.0,.571,1,2,.500,1,4,5,5,2,0,0,4,15,15.4,0,3.0,1.0,0.3333333333333333,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
52,51,42,2023-01-30,34-202,LAL,@,BRK,L (-17),1,34.766666666666666,1.0,8.0,.125,1.0,5.0,.200,2,2,1.000,0,1,1,3,0,0,0,4,5,0.6,+1,3.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
53,52,,2023-01-31,34-203,LAL,@,NYK,W (+6),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
54,53,43,2023-02-02,34-205,LAL,@,IND,W (+1),1,28.516666666666666,3.0,4.0,.750,1.0,2.0,.500,0,2,.000,0,2,2,4,3,2,1,2,7,10.6,+16,2.0,2.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
55,54,44,2023-02-04,34-207,LAL,@,NOP,L (-5),1,27.1,2.0,3.0,.667,0.0,1.0,.000,3,3,1.000,0,2,2,4,0,1,0,5,7,7.8,-10,2.0,2.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
56,55,45,2023-02-07,34-210,LAL,,OKC,L (-3),1,23.683333333333334,2.0,3.0,.667,2.0,3.0,.667,1,2,.500,0,1,1,5,0,0,3,3,7,4.9,+1,0.0,0.0,,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
57,56,,2023-02-11,34-214,ORL,,MIA,L (-4),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
58,57,46,2023-02-24,34-227,CHI,,BRK,W (+44),1,22.166666666666668,2.0,4.0,.500,1.0,3.0,.333,3,5,.600,0,5,5,4,0,0,1,1,8,8.1,+24,1.0,1.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
59,58,47,2023-02-26,34-229,CHI,,WAS,W (+20),1,26.116666666666667,0.0,4.0,.000,0.0,3.0,.000,0,0,,2,3,5,1,0,1,1,4,0,-1.7,+9,1.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
60,59,48,2023-02-28,34-231,CHI,@,TOR,L (-6),1,29.15,3.0,6.0,.500,1.0,4.0,.250,1,2,.500,0,7,7,4,0,1,1,3,8,8.0,+2,2.0,2.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
61,60,49,2023-03-01,34-232,CHI,@,DET,W (+2),1,33.166666666666664,2.0,4.0,.500,0.0,2.0,.000,1,4,.250,4,6,10,10,4,1,1,3,5,15.9,+16,2.0,2.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
62,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
63,61,50,2023-03-03,34-234,CHI,,PHO,L (-21),1,29.15,1.0,2.0,.500,0.0,1.0,.000,0,0,,1,1,2,2,0,1,0,1,2,3.7,-12,1.0,1.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
64,62,51,2023-03-05,34-236,CHI,,IND,L (-3),1,32.28333333333333,2.0,3.0,.667,1.0,1.0,1.000,0,0,,1,5,6,3,0,0,2,3,5,4.8,+3,2.0,1.0,0.5,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
65,63,52,2023-03-08,34-239,CHI,@,DEN,W (+21),1,23.816666666666666,1.0,4.0,.250,1.0,3.0,.333,0,0,,1,5,6,4,0,1,0,1,3,5.9,+6,1.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
66,64,53,2023-03-11,34-242,CHI,@,HOU,W (+8),1,33.833333333333336,6.0,7.0,.857,4.0,5.0,.800,0,0,,5,5,10,5,0,1,1,4,16,20.1,+17,2.0,2.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
67,65,54,2023-03-15,34-246,CHI,,SAC,L (-3),1,29.15,1.0,7.0,.143,1.0,6.0,.167,0,0,,1,10,11,3,1,2,1,6,3,3.3,-8,1.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
68,66,55,2023-03-17,34-248,CHI,,MIN,W (+8),1,31.1,2.0,3.0,.667,0.0,1.0,.000,0,0,,0,5,5,4,2,1,2,6,4,5.3,+13,2.0,2.0,1.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
69,67,56,2023-03-18,34-249,CHI,,MIA,W (+14),1,24.233333333333334,6.0,12.0,.500,5.0,10.0,.500,0,0,,1,2,3,4,0,0,2,5,17,11.1,+12,2.0,1.0,0.5,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
70,68,57,2023-03-20,34-251,CHI,@,PHI,W (+4),1,39.8,2.0,10.0,.200,2.0,8.0,.250,0,0,,2,2,4,2,1,1,1,6,6,1.5,-3,2.0,0.0,0.0,26,30,4,19,33,24,31,36,31,10,25,42,5,0,34,0,39,35,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.4642857142857143,0.46875,0.5714285714285714,0.4634146341463415,0.5,0.4615384615384615,0.4428571428571428,0.6545454545454545,0.5535714285714286,0.2941176470588235,0.6097560975609756,0.5753424657534246,0.8333333333333334,0.0,0.576271186440678,,0.5131578947368421,0.5147058823529411
