Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
31.0,31,2022-12-18,28-169,BOS,ORL,1,30.133333333333333,1.0,7.0,0.143,0.0,3.0,0.0,6,6.0,1.0,1.0,4.0,5.0,4.0,1.0,0.0,2.0,1.0,8.0,6.8,-4,4.0,1.0,0.25,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,3.0,80.0,4.705882352941177,4.399999999999999,82.19999999999999,4.8352941176470585,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-8),L (-8)
32.0,32,2022-12-21,28-172,BOS,IND,1,26.416666666666668,0.0,7.0,0.0,0.0,3.0,0.0,2,2.0,1.0,1.0,5.0,6.0,3.0,1.0,1.0,3.0,3.0,2.0,-1.1,-4,4.0,0.0,0.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,1.0,89.0,5.235294117647059,-1.9,107.4,6.31764705882353,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-3),L (-3)
33.0,33,2022-12-23,28-174,BOS,MIN,1,32.61666666666667,8.0,13.0,0.615,0.0,3.0,0.0,2,3.0,0.667,2.0,3.0,5.0,3.0,0.0,2.0,1.0,3.0,18.0,15.3,23,10.0,8.0,0.8,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,11.0,81.0,4.764705882352941,14.499999999999991,94.5,5.5588235294117645,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-5),L (-5)
34.0,34,2022-12-25,28-176,BOS,MIL,1,30.03333333333333,4.0,6.0,0.667,2.0,3.0,0.667,2,3.0,0.667,0.0,3.0,3.0,5.0,1.0,0.0,1.0,2.0,12.0,12.6,20,3.0,2.0,0.6666666666666666,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,11.0,96.0,5.647058823529412,11.8,123.9,7.288235294117648,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+12),W (+12)
35.0,35,2022-12-27,28-178,BOS,HOU,1,29.916666666666668,2.0,6.0,0.333,0.0,4.0,0.0,2,2.0,1.0,2.0,5.0,7.0,3.0,1.0,2.0,1.0,1.0,6.0,8.6,22,2.0,2.0,1.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,10.0,89.0,5.235294117647059,7.799999999999999,101.8,5.988235294117647,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+21),W (+21)
36.0,36,2022-12-29,28-180,BOS,LAC,1,37.28333333333333,6.0,8.0,0.75,2.0,4.0,0.5,1,1.0,1.0,0.0,2.0,2.0,4.0,0.0,2.0,1.0,3.0,15.0,14.4,4,4.0,4.0,1.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,13.0,63.0,3.7058823529411766,14.000000000000004,77.99999999999999,4.588235294117646,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+24),W (+24)
37.0,37,2023-01-01,28-183,BOS,DEN,1,23.216666666666665,5.0,9.0,0.556,2.0,5.0,0.4,1,2.0,0.5,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,13.0,11.0,-14,4.0,3.0,0.75,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,7.0,60.0,3.5294117647058822,10.599999999999996,73.1,4.3,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+6),W (+6)
38.0,38,2023-01-03,28-185,BOS,OKC,1,21.716666666666665,2.0,8.0,0.25,1.0,6.0,0.167,3,3.0,1.0,1.0,3.0,4.0,6.0,0.0,2.0,2.0,3.0,8.0,7.2,-3,2.0,1.0,0.5,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,7.0,63.0,3.7058823529411766,5.999999999999999,88.0,5.176470588235294,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-12),L (-12)
39.0,39,2023-01-05,28-187,BOS,DAL,1,20.85,4.0,7.0,0.571,2.0,5.0,0.4,0,0.0,,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,10.0,5.2,14,2.0,2.0,1.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,4.0,103.0,6.0588235294117645,5.200000000000001,108.8,6.4,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-33),L (-33)
40.0,40,2023-01-07,28-189,BOS,SAS,1,31.98333333333333,3.0,7.0,0.429,1.0,2.0,0.5,1,1.0,1.0,0.0,5.0,5.0,11.0,0.0,3.0,0.0,0.0,8.0,15.6,-2,5.0,2.0,0.4,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,19.0,73.0,4.294117647058823,15.2,90.9,5.347058823529412,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+29),W (+29)
41.0,41,2023-01-09,28-191,BOS,CHI,1,30.05,3.0,9.0,0.333,0.0,3.0,0.0,2,2.0,1.0,1.0,4.0,5.0,4.0,0.0,1.0,1.0,4.0,8.0,5.7,21,6.0,3.0,0.5,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,6.0,78.0,4.588235294117647,4.899999999999997,86.79999999999997,5.105882352941174,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+5),W (+5)
42.0,42,2023-01-11,28-193,BOS,NOP,1,29.933333333333334,2.0,6.0,0.333,1.0,4.0,0.25,0,0.0,,0.0,4.0,4.0,6.0,2.0,1.0,2.0,3.0,5.0,6.5,2,2.0,1.0,0.5,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,10.0,86.0,5.0588235294117645,6.5,104.8,6.164705882352941,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,,
43.0,43,2023-01-12,28-194,BOS,BRK,1,36.583333333333336,5.0,10.0,0.5,4.0,7.0,0.571,1,2.0,0.5,2.0,5.0,7.0,1.0,1.0,1.0,2.0,1.0,15.0,12.5,12,3.0,1.0,0.3333333333333333,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,11.0,73.0,4.294117647058823,12.099999999999996,82.69999999999999,4.864705882352941,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+8),W (+8)
44.0,44,2023-01-14,28-196,BOS,CHO,1,4.083333333333333,3.0,3.0,1.0,2.0,2.0,1.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,6.1,1,1.0,1.0,1.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,4.0,106.0,6.235294117647059,6.1,114.8,6.752941176470588,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+11),W (+11)
45.0,45,2023-01-16,28-198,BOS,CHO,1,30.3,5.0,11.0,0.455,3.0,7.0,0.429,6,6.0,1.0,1.0,2.0,3.0,8.0,0.0,0.0,1.0,2.0,19.0,18.4,9,4.0,2.0,0.5,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,12.0,86.0,5.0588235294117645,15.999999999999996,94.4,5.552941176470589,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+11),W (+11)
46.0,46,2023-01-19,28-201,BOS,GSW,0,17.466666666666665,0.0,6.0,0.0,0.0,3.0,0.0,1,2.0,0.5,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,-1.7,4,3.0,0.0,0.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,-3.0,66.0,3.882352941176471,-2.1,82.09999999999998,4.829411764705881,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+16),W (+16)
47.0,47,2023-01-21,28-203,BOS,TOR,1,28.766666666666666,4.0,12.0,0.333,0.0,3.0,0.0,0,0.0,,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,8.0,4.5,5,9.0,4.0,0.4444444444444444,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,2.0,88.0,5.176470588235294,4.500000000000001,97.0,5.705882352941177,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+12),W (+12)
48.0,48,2023-01-23,28-205,BOS,ORL,1,26.53333333333333,4.0,8.0,0.5,2.0,4.0,0.5,1,1.0,1.0,0.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,11.0,9.6,-19,4.0,2.0,0.5,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,10.0,57.0,3.3529411764705883,9.199999999999996,66.4,3.905882352941177,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+3),W (+3)
49.0,49,2023-01-24,28-206,BOS,MIA,1,33.71666666666667,7.0,17.0,0.412,2.0,7.0,0.286,7,8.0,0.875,1.0,2.0,3.0,6.0,2.0,1.0,1.0,4.0,23.0,19.1,-7,10.0,5.0,0.5,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,9.0,60.0,3.5294117647058822,16.3,55.79999999999999,3.28235294117647,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+2),W (+2)
50.0,50,2023-01-26,28-208,BOS,NYK,1,27.73333333333333,4.0,10.0,0.4,4.0,7.0,0.571,3,4.0,0.75,0.0,3.0,3.0,4.0,0.0,2.0,1.0,1.0,15.0,12.9,-10,3.0,0.0,0.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,9.0,64.0,3.764705882352941,11.7,75.19999999999999,4.423529411764705,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-15),L (-15)
51.0,51,2023-01-28,28-210,BOS,LAL,1,35.9,5.0,8.0,0.625,2.0,5.0,0.4,2,2.0,1.0,1.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,14.0,14.4,-7,3.0,3.0,1.0,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,12.0,64.0,3.764705882352941,13.599999999999996,86.10000000000002,5.064705882352943,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-3),L (-3)
52.0,52,2023-02-01,28-214,BOS,BRK,1,31.516666666666666,6.0,11.0,0.545,2.0,6.0,0.333,0,0.0,,0.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,14.0,15.2,34,5.0,4.0,0.8,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,18.0,123.0,7.235294117647059,15.2,130.8,7.694117647058825,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-3),L (-3)
53.0,53,2023-02-03,28-216,BOS,PHO,1,34.983333333333334,6.0,12.0,0.5,2.0,4.0,0.5,5,6.0,0.833,1.0,4.0,5.0,1.0,0.0,0.0,2.0,2.0,19.0,12.4,-6,8.0,4.0,0.5,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,5.0,41.0,2.411764705882353,10.399999999999997,43.7,2.570588235294118,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+4),W (+4)
54.0,54,2023-02-06,28-219,BOS,DET,1,37.13333333333333,8.0,17.0,0.471,2.0,4.0,0.5,5,5.0,1.0,0.0,7.0,7.0,7.0,0.0,0.0,1.0,3.0,23.0,19.1,18,13.0,6.0,0.4615384615384615,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,14.0,85.0,5.0,17.100000000000005,91.4,5.376470588235295,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+43),W (+43)
55.0,55,2023-02-08,28-221,BOS,PHI,1,38.35,8.0,13.0,0.615,3.0,6.0,0.5,0,0.0,,0.0,6.0,6.0,3.0,0.0,2.0,1.0,3.0,19.0,16.2,2,7.0,5.0,0.7142857142857143,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,16.0,77.0,4.529411764705882,16.2,79.10000000000001,4.652941176470589,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-12),L (-12)
56.0,56,2023-02-10,28-223,BOS,CHO,1,36.583333333333336,12.0,19.0,0.632,8.0,14.0,0.571,1,1.0,1.0,0.0,3.0,3.0,10.0,1.0,3.0,1.0,2.0,33.0,33.7,21,5.0,4.0,0.8,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,29.0,64.0,3.764705882352941,33.300000000000004,66.50000000000001,3.9117647058823537,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+12),W (+12)
57.0,57,2023-02-12,28-225,BOS,MEM,1,40.11666666666667,8.0,20.0,0.4,4.0,9.0,0.444,3,4.0,0.75,1.0,2.0,3.0,10.0,0.0,0.0,3.0,0.0,23.0,17.1,8,11.0,4.0,0.3636363636363636,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,9.0,75.0,4.411764705882353,15.9,80.1,4.711764705882352,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+7),W (+7)
58.0,58,2023-02-14,28-227,BOS,MIL,1,43.06666666666667,10.0,24.0,0.417,3.0,12.0,0.25,4,4.0,1.0,0.0,2.0,2.0,12.0,3.0,0.0,3.0,4.0,27.0,21.6,-5,12.0,7.0,0.5833333333333334,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,13.0,55.0,3.235294117647059,20.0,60.39999999999999,3.552941176470588,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+11),W (+11)
59.0,59,2023-02-15,28-228,BOS,DET,1,26.53333333333333,3.0,11.0,0.273,2.0,6.0,0.333,3,4.0,0.75,1.0,3.0,4.0,6.0,2.0,1.0,0.0,1.0,11.0,12.2,12,5.0,1.0,0.2,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,9.0,95.0,5.588235294117647,11.0,106.6,6.270588235294118,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+10),W (+10)
60.0,60,2023-02-23,28-236,BOS,IND,0,25.066666666666663,6.0,12.0,0.5,3.0,6.0,0.5,2,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,17.0,11.3,8,6.0,3.0,0.5,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,6.0,96.0,5.647058823529412,10.499999999999998,113.20000000000005,6.658823529411768,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,L (-6),L (-6)
61.0,61,2023-02-25,28-238,BOS,PHI,0,25.25,7.0,9.0,0.778,2.0,3.0,0.667,2,3.0,0.667,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,18.0,16.5,25,6.0,5.0,0.8333333333333334,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,10.0,66.0,3.882352941176471,15.699999999999998,66.79999999999998,3.929411764705881,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+18),W (+18)
62.0,62,2023-02-27,28-240,BOS,NYK,1,31.633333333333333,4.0,11.0,0.364,0.0,5.0,0.0,5,5.0,1.0,1.0,5.0,6.0,4.0,0.0,1.0,2.0,2.0,13.0,9.8,0,6.0,4.0,0.6666666666666666,63,41,79,67,74,12,23,69,67,61,4,23,48,35,80,63.0,41.0,,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,20,72.0,5.0,63.0,0.0,0.4,0.3174603174603174,17,6.0,45.0,2.647058823529412,7.799999999999997,50.99999999999999,3.0,15.4,7.4,2.4,1.1,1.3,0.105159755971461,0.604,0.516,0.253,2.6,4.4,W (+4),W (+4)
