Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,22.0,2022-12-10,27-148,BOS,GSW,0,9.866666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.5,-9,0.0,0.0,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,1.0,56.0,3.294117647058824,-0.5,82.4,4.847058823529412,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+27),W (+27)
28.0,23.0,2022-12-12,27-150,BOS,LAC,0,14.966666666666669,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,4.0,5.7,+7,2.0,2.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,7.0,50.0,2.9411764705882355,5.699999999999999,66.59999999999998,3.917647058823528,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-16),L (-16)
29.0,24.0,2022-12-13,27-151,BOS,LAL,0,24.05,1.0,3.0,.333,0.0,0.0,,0,2.0,.000,6.0,1.0,7.0,1.0,0.0,1.0,0.0,2.0,2.0,4.6,+7,3.0,1.0,0.3333333333333333,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,6.0,81.0,4.764705882352941,4.6,95.5,5.617647058823529,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-20),L (-20)
30.0,25.0,2022-12-16,27-154,BOS,ORL,0,7.333333333333333,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.9,-10,1.0,1.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,3.0,61.0,3.588235294117647,1.8999999999999992,82.4,4.847058823529412,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+4),W (+4)
31.0,26.0,2022-12-18,27-156,BOS,ORL,0,7.733333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4,+2,0.0,0.0,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,2.0,81.0,4.764705882352941,1.4,85.19999999999999,5.011764705882352,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-8),L (-8)
32.0,27.0,2022-12-21,27-159,BOS,IND,0,5.016666666666667,0.0,2.0,.000,0.0,0.0,,0,0.0,,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,+2,2.0,0.0,0.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,3.0,87.0,5.117647058823529,1.2999999999999998,104.2,6.129411764705883,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-3),L (-3)
33.0,28.0,2022-12-23,27-161,BOS,MIN,0,10.483333333333333,1.0,4.0,.250,0.0,0.0,,0,0.0,,5.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,2.0,4.7,-3,4.0,1.0,0.25,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,6.0,86.0,5.0588235294117645,4.7,104.3,6.135294117647058,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-5),L (-5)
34.0,29.0,2022-12-25,27-163,BOS,MIL,0,3.6833333333333336,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,+2,1.0,1.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,2.0,105.0,6.176470588235294,2.0,133.7,7.864705882352941,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+12),W (+12)
35.0,30.0,2022-12-27,27-165,BOS,HOU,0,2.6666666666666665,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.4,+3,0.0,0.0,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,1.0,98.0,5.764705882352941,-0.4,110.0,6.470588235294118,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+21),W (+21)
36.0,,2022-12-29,27-167,BOS,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,,76.0,4.470588235294118,0.0,92.0,5.411764705882353,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+24),W (+24)
37.0,31.0,2023-01-01,27-170,BOS,DEN,0,2.083333333333333,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,+2,2.0,2.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,2.0,65.0,3.823529411764706,3.0,80.7,4.747058823529412,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+6),W (+6)
38.0,32.0,2023-01-03,27-172,BOS,OKC,0,11.116666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.4,-8,0.0,0.0,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,2.0,68.0,4.0,1.4,92.6,5.447058823529411,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-12),L (-12)
39.0,33.0,2023-01-05,27-174,BOS,DAL,0,3.75,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.7,+6,2.0,2.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,3.0,104.0,6.117647058823529,3.7,110.3,6.488235294117647,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-33),L (-33)
40.0,,2023-01-07,27-176,BOS,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,,92.0,5.411764705882353,0.0,106.1,6.241176470588235,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+29),W (+29)
41.0,34.0,2023-01-09,27-178,BOS,CHI,0,3.1333333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.0,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,1.0,83.0,4.882352941176471,0.3,91.4,5.376470588235295,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+5),W (+5)
42.0,35.0,2023-01-11,27-180,BOS,NOP,0,16.516666666666666,1.0,4.0,.250,0.0,0.0,,0,0.0,,2.0,3.0,5.0,2.0,0.0,2.0,1.0,3.0,2.0,2.5,-4,4.0,1.0,0.25,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,6.0,90.0,5.294117647058823,2.5,108.8,6.4,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,,
43.0,36.0,2023-01-12,27-181,BOS,BRK,0,16.7,5.0,5.0,1.000,1.0,1.0,1.000,0,0.0,,3.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,11.0,11.5,0,4.0,4.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,11.0,73.0,4.294117647058823,11.499999999999998,83.29999999999998,4.899999999999999,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+8),W (+8)
44.0,37.0,2023-01-14,27-183,BOS,CHO,0,11.183333333333334,1.0,1.0,1.000,0.0,0.0,,0,0.0,,2.0,2.0,4.0,0.0,0.0,2.0,1.0,1.0,2.0,3.7,+4,1.0,1.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,6.0,104.0,6.117647058823529,3.6999999999999984,117.20000000000002,6.894117647058825,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+11),W (+11)
45.0,38.0,2023-01-16,27-185,BOS,CHO,0,11.216666666666669,2.0,2.0,1.000,0.0,0.0,,2,2.0,1.000,2.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,6.0,7.0,+6,2.0,2.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,6.0,92.0,5.411764705882353,6.199999999999999,104.19999999999996,6.12941176470588,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+11),W (+11)
46.0,39.0,2023-01-19,27-188,BOS,GSW,0,7.5,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.4,+3,1.0,1.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,2.0,61.0,3.588235294117647,2.3999999999999995,77.59999999999998,4.56470588235294,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+16),W (+16)
47.0,40.0,2023-01-21,27-190,BOS,TOR,0,8.416666666666666,1.0,1.0,1.000,0.0,0.0,,0,0.0,,2.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0,1.0,1.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,6.0,84.0,4.941176470588236,4.0,97.5,5.735294117647059,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+12),W (+12)
48.0,41.0,2023-01-23,27-192,BOS,ORL,0,14.616666666666667,2.0,6.0,.333,0.0,2.0,.000,0,0.0,,4.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,4.0,1.9,-13,4.0,2.0,0.5,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,2.0,65.0,3.823529411764706,1.9000000000000004,73.7,4.335294117647059,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+3),W (+3)
49.0,42.0,2023-01-24,27-193,BOS,MIA,0,12.5,3.0,4.0,.750,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,6.3,-1,4.0,3.0,0.75,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,3.0,66.0,3.882352941176471,5.899999999999999,66.2,3.894117647058824,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+2),W (+2)
50.0,43.0,2023-01-26,27-195,BOS,NYK,0,4.166666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-4,0.0,0.0,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,0.0,73.0,4.294117647058823,-0.4,87.29999999999998,5.1352941176470575,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-15),L (-15)
51.0,44.0,2023-01-28,27-197,BOS,LAL,0,16.35,0.0,0.0,,0.0,0.0,,2,2.0,1.000,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,6.0,+8,0.0,0.0,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,7.0,69.0,4.0588235294117645,5.200000000000001,94.5,5.5588235294117645,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-3),L (-3)
52.0,45.0,2023-02-01,27-201,BOS,BRK,0,18.8,5.0,6.0,.833,0.0,0.0,,2,3.0,.667,2.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,12.0,13.1,+10,6.0,5.0,0.8333333333333334,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,11.0,130.0,7.647058823529412,12.3,133.7,7.864705882352941,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,L (-3),L (-3)
53.0,46.0,2023-02-03,27-203,BOS,PHO,0,9.4,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,2.2,+1,1.0,1.0,1.0,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,1.0,45.0,2.647058823529412,1.4000000000000004,52.69999999999999,3.099999999999999,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+4),W (+4)
54.0,,2023-02-06,27-206,BOS,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,51,36,69,68,55,61,12,22,56,49,4,19,45,30,67,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8095238095238095,0.8780487804878049,,0.8414634146341463,0.8607594936708861,0.8208955223880597,0.8243243243243243,1.0,0.9565217391304348,0.835820895522388,0.8032786885245902,1.0,0.8260869565217391,0.9375,0.8571428571428571,0.8375,1,17,72.0,5.0,63.0,0.0,0.2,0.2698412698412698,17,,99.0,5.823529411764706,0.0,108.5,6.382352941176471,16.7,3.3,1.0,-0.4,1.3,0.0269879019749767,0.697,0.076,0.229,0.6,2.1,W (+43),W (+43)
