Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,+/-,GmSc,Al Horford,Blake Griffin,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,STL,BLK,TOV,CO_EFF,EFF,avg_EFF,HGS,avg_HGS,Co_Points_Share,New Column,Result
56.0,,2023-02-10,34-186,BOS,CHO,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,93.0,0.0,99.8,0.0,,W (+12),W (+12)
57.0,,2023-02-12,34-188,BOS,MEM,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,84.0,0.0,96.0,0.0,,W (+7),W (+7)
58.0,,2023-02-14,34-190,BOS,MIL,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,68.0,0.0,80.39999999999999,0.0,,W (+11),W (+11)
59.0,,2023-02-15,34-191,BOS,DET,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,104.0,0.0,117.6,0.0,,W (+10),W (+10)
60.0,,2023-02-23,34-199,BOS,IND,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,102.0,0.0,123.70000000000005,0.0,,L (-6),L (-6)
61.0,,2023-02-25,34-201,BOS,PHI,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,76.0,0.0,82.49999999999999,0.0,,W (+18),W (+18)
62.0,,2023-02-27,34-203,BOS,NYK,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,51.0,0.0,58.79999999999999,0.0,,W (+4),W (+4)
63.0,,2023-03-01,34-205,BOS,CLE,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,82.0,0.0,93.3,0.0,,,
64.0,,2023-03-03,34-207,BOS,BRK,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,72.0,0.0,77.09999999999998,0.0,,W (+3),W (+3)
65.0,,2023-03-05,34-209,BOS,NYK,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,79.0,0.0,91.8,0.0,,L (-15),L (-15)
66.0,,2023-03-06,34-210,BOS,CLE,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,59.0,0.0,73.2,0.0,,W (+4),W (+4)
67.0,,2023-03-08,34-212,BOS,POR,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,79.0,0.0,88.30000000000001,0.0,,L (-10),L (-10)
68.0,,2023-03-11,34-215,BOS,ATL,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,105.0,0.0,115.1,0.0,,L (-2),L (-2)
69.0,,2023-03-13,34-217,BOS,HOU,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,60.0,0.0,76.89999999999999,0.0,,L (-4),L (-4)
70.0,,2023-03-15,34-219,BOS,MIN,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,59.0,0.0,75.9,0.0,,W (+22),W (+22)
71.0,,2023-03-17,34-221,BOS,POR,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,105.0,0.0,121.7,0.0,,W (+9),W (+9)
72.0,,2023-03-18,34-222,BOS,UTA,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,75.0,0.0,89.6,0.0,,L (-2),L (-2)
73.0,,2023-03-21,34-225,BOS,SAC,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,106.0,0.0,123.5,0.0,,W (+2),W (+2)
74.0,,2023-03-24,34-228,BOS,IND,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,103.0,0.0,116.20000000000002,0.0,,W (+14),W (+14)
75.0,,2023-03-26,34-230,BOS,SAS,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,106.0,0.0,108.9,0.0,,L (-1),L (-1)
76.0,,2023-03-28,34-232,BOS,WAS,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,76.0,0.0,86.9,0.0,,W (+23),W (+23)
77.0,,2023-03-30,34-234,BOS,MIL,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,111.0,0.0,126.0,0.0,,W (+25),W (+25)
78.0,,2023-03-31,34-235,BOS,UTA,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,82.0,0.0,98.2,0.0,,W (+44),W (+44)
79.0,,2023-04-04,34-239,BOS,PHI,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,72.0,0.0,83.99999999999999,0.0,,L (-19),L (-19)
80.0,,2023-04-05,34-240,BOS,TOR,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,63.0,0.0,78.8,0.0,,W (+41),W (+41)
81.0,,2023-04-07,34-242,BOS,TOR,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,107.0,0.0,116.3,0.0,,W (+8),W (+8)
82.0,,2023-04-09,34-244,BOS,ATL,,0.0,,,,,,,,,,,,,63.0,41.0,82.0,79.0,67.0,74.0,12.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,63.0,0.0,0.0,0.0,0,0,0,0,,78.0,0.0,83.80000000000001,0.0,,L (-2),L (-2)
