Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
25,25,12,2022-12-08,19-210,SAS,,HOU,W (+9),1,24:37,2.0,7.0,.286,1.0,4.0,.250,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,2.9,+10,3.0,1.0,0.3333333333333333,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,2.0,69.0,3.631578947368421,2.9000000000000004,83.10000000000001,4.373684210526316
26,26,13,2022-12-10,19-212,SAS,@,MIA,W (+4),1,14:28,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.5,-14,2.0,1.0,0.5,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,1.0,62.0,3.263157894736842,0.4999999999999998,80.69999999999999,4.247368421052631
27,27,,2022-12-12,19-214,SAS,,CLE,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,,51.0,2.6842105263157894,0.0,58.69999999999999,3.089473684210526
28,28,14,2022-12-14,19-216,SAS,,POR,L (-16),0,7:35,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.3,-4,0.0,0.0,,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,0.0,55.0,2.894736842105264,1.2999999999999998,67.9,3.573684210526316
29,29,15,2022-12-17,19-219,SAS,,MIA,L (-10),0,19:59,4.0,5.0,.800,3.0,4.0,.750,1,1.0,1.000,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,12.1,+13,1.0,1.0,1.0,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,8.0,64.0,3.3684210526315788,11.7,68.1,3.5842105263157893
30,30,16,2022-12-19,19-221,SAS,@,HOU,W (+19),0,21:31,6.0,8.0,.750,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,3.0,2.0,0.0,4.0,3.0,14.0,10.6,+4,4.0,4.0,1.0,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,10.0,69.0,3.631578947368421,10.599999999999998,77.89999999999999,4.1
31,31,17,2022-12-22,19-224,SAS,@,NOP,L (-9),0,21:10,4.0,6.0,.667,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,4.6,-6,3.0,3.0,1.0,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,2.0,46.0,2.421052631578948,4.6000000000000005,53.6,2.8210526315789473
32,32,18,2022-12-23,19-225,SAS,@,ORL,L (-20),0,17:17,4.0,5.0,.800,1.0,1.0,1.000,0,0.0,,1.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,9.0,9.1,-6,4.0,3.0,0.75,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,9.0,49.0,2.5789473684210527,9.099999999999998,67.6,3.5578947368421048
33,33,19,2022-12-26,19-228,SAS,,UTA,W (+4),0,25:51,7.0,11.0,.636,2.0,4.0,.500,4,4.0,1.000,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,20.0,15.7,-13,7.0,5.0,0.7142857142857143,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,8.0,51.0,2.6842105263157894,14.099999999999998,69.39999999999999,3.652631578947368
34,34,20,2022-12-27,19-229,SAS,@,OKC,L (-16),0,22:31,2.0,5.0,.400,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,5.0,2.8,-3,3.0,1.0,0.3333333333333333,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,3.0,44.0,2.3157894736842106,2.8,57.1,3.005263157894737
35,35,21,2022-12-29,19-231,SAS,,NYK,W (+7),0,19:12,1.0,7.0,.143,1.0,4.0,.250,1,2.0,.500,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.1,+12,3.0,0.0,0.0,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,-2.0,50.0,2.631578947368421,0.7000000000000008,66.0,3.473684210526316
36,36,22,2022-12-31,19-233,SAS,,DAL,L (-1),0,21:13,3.0,6.0,.500,0.0,2.0,.000,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,3.4,-2,4.0,3.0,0.75,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,1.0,47.0,2.473684210526316,3.4000000000000004,62.89999999999999,3.310526315789473
37,37,23,2023-01-02,19-235,SAS,@,BRK,L (-36),0,25:39,4.0,10.0,.400,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,3.0,1.0,9.0,2.9,-21,6.0,3.0,0.5,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,1.0,39.0,2.0526315789473686,2.8999999999999986,46.1,2.4263157894736844
38,38,24,2023-01-04,19-237,SAS,@,NYK,L (-3),0,22:51,1.0,7.0,.143,0.0,3.0,.000,0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,1.0,2.0,2.0,-2.1,-12,4.0,1.0,0.25,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,0.0,35.0,1.8421052631578947,-2.1,49.2,2.5894736842105264
39,39,25,2023-01-06,19-239,SAS,,DET,W (+12),0,26:03,4.0,8.0,.500,2.0,3.0,.667,4,6.0,.667,0.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,14.0,11.9,+7,5.0,2.0,0.4,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,5.0,36.0,1.894736842105263,10.299999999999995,49.1,2.5842105263157897
40,40,26,2023-01-07,19-240,SAS,,BOS,L (-5),0,19:38,5.0,10.0,.500,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,10.0,9.3,-7,7.0,5.0,0.7142857142857143,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,7.0,48.0,2.526315789473684,9.3,59.7,3.142105263157895
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,,0.0,0.0,0.0,0.0,0.0
42,41,27,2023-01-09,19-242,SAS,@,MEM,L (-8),0,24:44,5.0,11.0,.455,2.0,5.0,.400,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,12.0,4.6,-14,6.0,3.0,0.5,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,1.0,46.0,2.421052631578948,4.6,57.3,3.0157894736842104
43,42,28,2023-01-11,19-244,SAS,@,MEM,L (-6),0,18:21,2.0,5.0,.400,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,1.3,+1,3.0,2.0,0.6666666666666666,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,1.0,69.0,3.631578947368421,1.3000000000000005,79.09999999999998,4.163157894736841
44,43,29,2023-01-13,19-246,SAS,,GSW,L (-31),0,21:47,4.0,8.0,.500,2.0,4.0,.500,2,2.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,12.0,7.4,-21,4.0,2.0,0.5,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,5.0,18.0,0.9473684210526316,6.6,42.8,2.2526315789473683
45,44,30,2023-01-15,19-248,SAS,,SAC,L (-13),0,21:51,2.0,6.0,.333,1.0,5.0,.200,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,5.0,-0.9,-9,1.0,1.0,1.0,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,-2.0,33.0,1.736842105263158,-0.8999999999999997,45.19999999999999,2.378947368421052
46,45,31,2023-01-17,19-250,SAS,,BRK,W (+8),0,19:35,2.0,10.0,.200,0.0,5.0,.000,0,0.0,,0.0,4.0,4.0,2.0,1.0,0.0,0.0,2.0,4.0,0.6,+5,5.0,2.0,0.4,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,1.0,44.0,2.3157894736842106,0.6000000000000003,53.5,2.8157894736842106
47,46,32,2023-01-20,19-253,SAS,,LAC,L (-5),0,17:49,4.0,6.0,.667,1.0,1.0,1.000,0,0.0,,2.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,9.0,8.8,-9,5.0,3.0,0.6,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,8.0,52.0,2.736842105263158,8.8,67.1,3.5315789473684207
48,47,33,2023-01-23,19-256,SAS,@,POR,L (-20),0,22:51,4.0,9.0,.444,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,9.0,7.7,-19,5.0,3.0,0.6,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,5.0,57.0,3.0,7.699999999999997,77.1,4.057894736842105
49,48,34,2023-01-25,19-258,SAS,@,LAL,L (-9),0,19:03,4.0,9.0,.444,1.0,4.0,.250,2,3.0,.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.1,+2,5.0,3.0,0.6,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,-1.0,34.0,1.7894736842105263,4.3,53.0,2.789473684210526
50,49,35,2023-01-26,19-259,SAS,@,LAC,L (-38),1,26:00,2.0,6.0,.333,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,5.0,5.3,-23,4.0,1.0,0.25,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,5.0,48.0,2.526315789473684,5.299999999999999,54.49999999999999,2.8684210526315788
51,50,36,2023-01-28,19-261,SAS,,PHO,L (-10),0,20:59,2.0,8.0,.250,0.0,3.0,.000,1,1.0,1.000,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,1.8,-5,5.0,2.0,0.4,34,26,25,26,50,24,30,33,40,29,53,50,35,16,54,54,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,43.0,30.0,68.0,63.0,0.0,0.918918918918919,0.7428571428571429,0.6578947368421053,0.9285714285714286,0.78125,0.7741935483870968,0.7142857142857143,0.4583333333333333,0.7142857142857143,0.0,0.4461538461538462,0.0,0.7910447761194029,0.7936507936507936,0.813953488372093,0.5333333333333333,0.7941176470588235,0.8571428571428571,18,14,17,73.0,17.0,23.0,20.0,43.0,0.2465753424657534,0.8235294117647058,0.0,0.0,0.3953488372093023,19,-1.0,54.0,2.8421052631578947,1.3999999999999997,77.9,4.1000000000000005
