Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
71.0,56.0,2023-03-19,27-055,SAS,ATL,0,11.9,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,-0.8,-9,0.0,0.0,,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,2.0,85.0,4.473684210526316,-0.8000000000000003,105.3,5.542105263157895,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,W (+18),W (+18)
72.0,57.0,2023-03-21,27-057,SAS,NOP,1,18.35,3.0,3.0,1.000,2.0,2.0,1.000,4,6.0,.667,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,12.3,-10,1.0,1.0,1.0,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,7.0,23.0,1.2105263157894737,10.699999999999998,22.8,1.2,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-9),L (-9)
73.0,58.0,2023-03-22,27-058,SAS,MIL,1,26.55,4.0,9.0,.444,1.0,4.0,.250,5,5.0,1.000,0.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,14.0,11.3,-13,5.0,3.0,0.6,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,5.0,23.0,1.2105263157894737,9.3,37.400000000000006,1.9684210526315795,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-6),L (-6)
74.0,59.0,2023-03-24,27-060,SAS,WAS,1,27.566666666666663,8.0,13.0,.615,4.0,5.0,.800,0,2.0,.000,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,20.0,15.8,-4,8.0,4.0,0.5,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,12.0,85.0,4.473684210526316,15.8,91.0,4.789473684210527,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,W (+8),W (+8)
75.0,60.0,2023-03-26,27-062,SAS,BOS,1,19.08333333333333,1.0,6.0,.167,0.0,2.0,.000,0,0.0,,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.8,-3,4.0,1.0,0.25,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,2.0,70.0,3.684210526315789,0.8000000000000007,90.6,4.768421052631578,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-35),L (-35)
76.0,61.0,2023-03-29,27-065,SAS,UTA,1,26.1,5.0,12.0,.417,1.0,5.0,.200,4,4.0,1.000,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,15.0,11.2,-6,7.0,4.0,0.5714285714285714,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,5.0,55.0,2.894736842105264,9.599999999999998,64.79999999999998,3.4105263157894727,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-36),L (-36)
77.0,62.0,2023-03-31,27-067,SAS,GSW,1,27.633333333333333,5.0,7.0,.714,1.0,3.0,.333,3,4.0,.750,1.0,6.0,7.0,1.0,1.0,1.0,4.0,1.0,14.0,11.2,-22,4.0,4.0,1.0,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,9.0,54.0,2.8421052631578947,10.0,80.0,4.2105263157894735,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-12),L (-12)
78.0,63.0,2023-04-02,27-069,SAS,SAC,1,32.0,4.0,5.0,.800,1.0,1.0,1.000,4,4.0,1.000,1.0,4.0,5.0,2.0,0.0,0.0,0.0,2.0,13.0,13.6,+13,4.0,3.0,0.75,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,11.0,81.0,4.2631578947368425,11.999999999999998,94.79999999999998,4.989473684210526,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-44),L (-44)
79.0,64.0,2023-04-04,27-071,SAS,PHO,1,25.98333333333333,5.0,13.0,.385,3.0,7.0,.429,0,0.0,,0.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,13.0,9.1,-19,6.0,2.0,0.3333333333333333,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,8.0,45.0,2.3684210526315788,9.099999999999996,59.10000000000001,3.1105263157894742,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-11),L (-11)
80.0,65.0,2023-04-06,27-073,SAS,POR,1,26.266666666666666,7.0,11.0,.636,2.0,4.0,.500,9,10.0,.900,1.0,5.0,6.0,4.0,1.0,0.0,0.0,1.0,25.0,25.3,+4,7.0,5.0,0.7142857142857143,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,15.0,53.0,2.789473684210526,21.7,74.6,3.926315789473684,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-15),L (-15)
81.0,66.0,2023-04-08,27-075,SAS,MIN,1,25.183333333333334,8.0,15.0,.533,2.0,5.0,.400,4,5.0,.800,2.0,1.0,3.0,5.0,0.0,1.0,2.0,0.0,22.0,18.2,-15,10.0,6.0,0.6,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,9.0,47.0,2.473684210526316,16.599999999999998,53.89999999999999,2.8368421052631576,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,W (+8),W (+8)
82.0,67.0,2023-04-09,27-076,SAS,DAL,1,24.166666666666668,7.0,14.0,.500,1.0,2.0,.500,2,4.0,.500,0.0,6.0,6.0,2.0,1.0,0.0,1.0,0.0,17.0,12.4,+16,12.0,6.0,0.5,35,29,31,27,51,28,34,35,44,29,48,53,29,25,53,50,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.945945945945946,0.8285714285714286,0.8157894736842105,0.9642857142857144,0.796875,0.9032258064516128,0.8095238095238095,0.4861111111111111,0.7857142857142857,0.0,0.4461538461538462,0.0,0.7619047619047619,0.803030303030303,0.6744186046511628,0.8333333333333334,0.7794117647058824,0.7936507936507936,19,14,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8235294117647058,0.0,0.0,0.4186046511627907,19,7.0,54.0,2.8421052631578947,11.6,57.4,3.0210526315789474,14.9,2.7,-0.6,0.3,-0.9,0.0698025676987808,0.609,0.305,0.323,0.5,2.1,L (-21),L (-21)
