Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
71.0,,2023-03-19,19-303,SAS,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,87.0,4.578947368421052,0.0,104.5,5.5,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,W (+18),W (+18)
72.0,,2023-03-21,19-305,SAS,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,30.0,1.5789473684210529,0.0,33.49999999999999,1.7631578947368418,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-9),L (-9)
73.0,56.0,2023-03-22,19-306,SAS,MIL,1,22.55,6.0,14.0,.429,0.0,5.0,.000,1,2.0,.500,1.0,5.0,6.0,3.0,1.0,0.0,1.0,2.0,13.0,8.7,-23,9.0,6.0,0.6666666666666666,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,6.0,22.0,1.1578947368421053,8.300000000000002,38.400000000000006,2.021052631578948,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-6),L (-6)
74.0,,2023-03-24,19-308,SAS,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,97.0,5.105263157894737,0.0,106.8,5.621052631578947,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,W (+8),W (+8)
75.0,,2023-03-26,19-310,SAS,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,72.0,3.789473684210526,0.0,91.40000000000002,4.810526315789475,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-35),L (-35)
76.0,,2023-03-29,19-313,SAS,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,60.0,3.1578947368421053,0.0,74.39999999999999,3.91578947368421,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-36),L (-36)
77.0,,2023-03-31,19-315,SAS,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,63.0,3.3157894736842106,0.0,90.0,4.7368421052631575,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-12),L (-12)
78.0,,2023-04-02,19-317,SAS,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,92.0,4.842105263157895,0.0,106.79999999999998,5.621052631578946,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-44),L (-44)
79.0,,2023-04-04,19-319,SAS,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,53.0,2.789473684210526,0.0,68.2,3.5894736842105264,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-11),L (-11)
80.0,,2023-04-06,19-321,SAS,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,68.0,3.5789473684210527,0.0,96.3,5.068421052631579,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-15),L (-15)
81.0,,2023-04-08,19-323,SAS,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,56.0,2.9473684210526314,0.0,70.5,3.710526315789474,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,W (+8),W (+8)
82.0,,2023-04-09,19-324,SAS,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16,26,30,12,47,22,32,41,37,44,46,40,27,24,49,45,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.4324324324324324,0.7428571428571429,0.7894736842105263,0.4285714285714285,0.734375,0.7096774193548387,0.7619047619047619,0.5694444444444444,0.0,0.5692307692307692,0.0,0.6567164179104478,0.7301587301587301,0.6060606060606061,0.627906976744186,0.8,0.7205882352941176,0.7142857142857143,11,5,7,73.0,17.0,23.0,20.0,43.0,0.1506849315068493,0.2941176470588235,0.0,0.0,0.1627906976744186,19,,61.0,3.210526315789474,0.0,69.0,3.631578947368421,11.4,0.2,-4.0,-2.8,-1.2,0.0662423130866328,0.509,0.243,0.21,-0.7,-0.5,L (-21),L (-21)
