Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
49.0,5.0,2023-01-26,19-316,SAS,LAC,0,21.23333333333333,2.0,5.0,.400,0.0,2.0,.000,2,4.0,.500,0.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,6.0,3.3,-20,3.0,2.0,0.6666666666666666,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,1.0,52.0,2.736842105263158,2.499999999999999,57.3,3.0157894736842104,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-20),L (-20)
50.0,6.0,2023-01-28,19-318,SAS,PHO,0,4.083333333333333,0.0,2.0,.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.8,-5,2.0,0.0,0.0,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,-1.0,54.0,2.8421052631578947,-1.7999999999999998,81.10000000000001,4.268421052631579,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-9),L (-9)
51.0,7.0,2023-01-30,19-320,SAS,WAS,0,7.133333333333334,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-2.1,-9,1.0,0.0,0.0,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,-2.0,56.0,2.9473684210526314,-2.1,73.9,3.889473684210527,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-38),L (-38)
52.0,8.0,2023-02-01,19-322,SAS,SAC,0,4.183333333333334,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.4,-11,1.0,0.0,0.0,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,-3.0,47.0,2.473684210526316,-2.4,52.7,2.773684210526316,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-10),L (-10)
53.0,9.0,2023-02-03,19-324,SAS,PHI,0,17.766666666666666,4.0,7.0,.571,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,9.0,3.5,-3,6.0,3.0,0.5,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,2.0,36.0,1.894736842105263,3.5,48.1,2.531578947368421,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-21),L (-21)
54.0,10.0,2023-02-06,19-327,SAS,CHI,0,22.266666666666666,2.0,6.0,.333,1.0,1.0,1.000,0,0.0,,0.0,5.0,5.0,1.0,1.0,0.0,2.0,1.0,5.0,2.4,-20,5.0,1.0,0.2,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,4.0,23.0,1.2105263157894737,2.4000000000000004,33.3,1.7526315789473683,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-10),L (-10)
55.0,11.0,2023-02-08,19-329,SAS,TOR,0,14.133333333333333,3.0,7.0,.429,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,7.0,5.1,0,5.0,2.0,0.4,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,3.0,43.0,2.263157894736842,5.1000000000000005,52.9,2.784210526315789,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-12),L (-12)
56.0,12.0,2023-02-10,19-331,SAS,DET,1,24.166666666666668,1.0,5.0,.200,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,3.0,-3.0,+4,3.0,0.0,0.0,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,-1.0,50.0,2.631578947368421,-3.000000000000001,62.1,3.268421052631579,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-24),L (-24)
57.0,13.0,2023-02-11,19-332,SAS,ATL,0,6.2,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8,+1,1.0,0.0,0.0,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,0.0,66.0,3.473684210526316,-0.7999999999999999,92.3,4.8578947368421055,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-14),L (-14)
58.0,14.0,2023-02-13,19-334,SAS,CLE,0,19.6,4.0,10.0,.400,0.0,2.0,.000,1,1.0,1.000,0.0,3.0,3.0,2.0,1.0,0.0,2.0,3.0,9.0,3.7,0,8.0,4.0,0.5,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,2.0,65.0,3.421052631578948,3.3,77.39999999999999,4.073684210526316,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-7),L (-7)
59.0,15.0,2023-02-15,19-336,SAS,CHO,0,15.85,0.0,4.0,.000,0.0,2.0,.000,1,2.0,.500,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,-2.1,+3,2.0,0.0,0.0,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,-3.0,76.0,4.0,-2.5,83.39999999999999,4.389473684210526,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-19),L (-19)
60.0,16.0,2023-02-23,19-344,SAS,DAL,0,20.95,3.0,8.0,.375,2.0,2.0,1.000,1,2.0,.500,1.0,2.0,3.0,2.0,1.0,0.0,3.0,5.0,9.0,2.9,+1,6.0,1.0,0.1666666666666666,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,2.0,55.0,2.894736842105264,2.499999999999999,64.8,3.4105263157894736,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-8),L (-8)
61.0,17.0,2023-02-25,19-346,SAS,UTA,0,19.75,1.0,4.0,.250,0.0,0.0,,2,2.0,1.000,0.0,3.0,3.0,4.0,1.0,0.0,1.0,0.0,4.0,5.3,-3,4.0,1.0,0.25,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,5.0,52.0,2.736842105263158,4.500000000000002,71.3,3.752631578947368,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-10),L (-10)
62.0,18.0,2023-02-28,19-349,SAS,UTA,0,21.48333333333333,3.0,5.0,.600,2.0,2.0,1.000,1,2.0,.500,1.0,5.0,6.0,2.0,3.0,0.0,2.0,2.0,9.0,10.1,+5,3.0,1.0,0.3333333333333333,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,11.0,68.0,3.5789473684210527,9.699999999999996,78.1,4.110526315789474,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-26),L (-26)
63.0,19.0,2023-03-02,19-351,SAS,IND,0,17.383333333333333,3.0,6.0,.500,1.0,1.0,1.000,1,2.0,.500,0.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,8.0,3.4,0,5.0,2.0,0.4,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,2.0,61.0,3.210526315789474,3.0,71.3,3.752631578947368,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,,
64.0,20.0,2023-03-04,19-353,SAS,HOU,0,22.95,0.0,6.0,.000,0.0,2.0,.000,2,2.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,-2.6,-2,4.0,0.0,0.0,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,-4.0,71.0,3.736842105263158,-3.3999999999999995,77.59999999999998,4.084210526315789,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-16),L (-16)
65.0,21.0,2023-03-05,19-354,SAS,HOU,0,19.016666666666666,3.0,6.0,.500,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,7.0,2.2,-15,5.0,2.0,0.4,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,2.0,39.0,2.0526315789473686,2.2,60.59999999999999,3.1894736842105256,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,W (+8),W (+8)
66.0,,2023-03-10,19-359,SAS,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,,97.0,5.105263157894737,0.0,108.2,5.694736842105264,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,W (+11),W (+11)
67.0,22.0,2023-03-12,19-361,SAS,OKC,0,30.33333333333333,1.0,12.0,.083,0.0,4.0,.000,0,0.0,,0.0,3.0,3.0,6.0,0.0,1.0,2.0,3.0,2.0,-3.4,-12,8.0,1.0,0.125,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,-2.0,42.0,2.210526315789474,-3.3999999999999995,42.39999999999999,2.2315789473684204,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-12),L (-12)
68.0,23.0,2023-03-14,19-363,SAS,ORL,0,23.08333333333333,3.0,8.0,.375,2.0,5.0,.400,0,0.0,,0.0,2.0,2.0,7.0,0.0,0.0,2.0,2.0,8.0,6.3,+1,3.0,1.0,0.3333333333333333,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,7.0,102.0,5.368421052631579,6.299999999999999,112.29999999999998,5.910526315789473,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-32),L (-32)
69.0,24.0,2023-03-15,19-364,SAS,DAL,0,23.133333333333333,4.0,10.0,.400,0.0,0.0,,3,5.0,.600,4.0,2.0,6.0,4.0,3.0,0.0,2.0,1.0,11.0,11.6,+9,10.0,4.0,0.4,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,7.0,68.0,3.5789473684210527,10.4,84.79999999999998,4.463157894736841,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,W (+8),W (+8)
70.0,25.0,2023-03-17,20-001,SAS,MEM,0,20.766666666666666,1.0,4.0,.250,0.0,1.0,.000,2,4.0,.500,0.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,4.0,5.5,+1,3.0,1.0,0.3333333333333333,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,5.0,99.0,5.2105263157894735,4.700000000000002,117.7,6.194736842105264,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,L (-12),L (-12)
71.0,26.0,2023-03-19,20-003,SAS,ATL,0,18.133333333333333,2.0,5.0,.400,1.0,1.0,1.000,1,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,1.4,+12,4.0,1.0,0.25,11,8,24,24,14,11,11,16,7,35,24,34,14,2,24,29,4.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.3142857142857143,0.2105263157894736,0.8571428571428571,0.375,0.4516129032258064,0.2619047619047619,0.1527777777777778,0.2857142857142857,0.0,0.1076923076923077,0.0,0.5223880597014925,0.3809523809523809,0.5151515151515151,0.3255813953488372,0.0666666666666666,0.3529411764705882,0.4603174603174603,19,15,18,73.0,17.0,23.0,20.0,43.0,0.2602739726027397,0.8823529411764706,0.0,0.0,0.4186046511627907,19,-1.0,88.0,4.631578947368421,1.0,103.5,5.447368421052632,3.5,-1.6,-9.6,-7.9,-1.8,0.0198511166253101,0.393,0.242,0.205,-1.3,-1.9,W (+18),W (+18)
