Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Silva,Shared Games with Christian Wood,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Facundo Campazzo,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Kemba Walker,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey
35,35,,2022-12-27,29-237,DAL,,NYK,W (+5),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
36,36,,2022-12-29,29-239,DAL,,HOU,W (+15),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
37,37,,2022-12-31,29-241,DAL,@,SAS,W (+1),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
38,38,,2023-01-02,29-243,DAL,@,HOU,W (+5),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
39,39,,2023-01-05,29-246,DAL,,BOS,L (-29),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
40,40,,2023-01-07,29-248,DAL,,NOP,W (+10),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
41,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
42,41,,2023-01-08,29-249,DAL,@,OKC,L (-11),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
43,42,,2023-01-10,29-251,DAL,@,LAC,L (-12),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
44,43,,2023-01-12,29-253,DAL,@,LAL,W (+4),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
45,44,,2023-01-14,29-255,DAL,@,POR,L (-17),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
46,45,,2023-01-15,29-256,DAL,@,POR,L (-17),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
47,46,32,2023-01-18,29-259,DAL,,ATL,L (-8),1,34.733333333333334,3.0,9.0,.333,1.0,6.0,.167,2,2,1.000,6,3,9,3,0,0,1,1,9,9.7,-1,3.0,2.0,0.6666666666666666,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
48,47,33,2023-01-20,29-261,DAL,,MIA,W (+25),1,24.75,3.0,5.0,.600,2.0,3.0,.667,2,2,1.000,0,1,1,3,1,0,0,5,10,9.1,+23,2.0,1.0,0.5,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
49,48,34,2023-01-22,29-263,DAL,,LAC,L (-14),1,38.0,3.0,8.0,.375,2.0,6.0,.333,0,0,,1,3,4,0,1,1,1,1,8,5.5,-21,2.0,1.0,0.5,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
50,49,35,2023-01-24,29-265,DAL,,WAS,L (-1),1,30.983333333333334,4.0,7.0,.571,2.0,4.0,.500,2,2,1.000,1,4,5,2,1,0,0,4,12,11.4,-11,3.0,2.0,0.6666666666666666,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
51,50,36,2023-01-26,29-267,DAL,@,PHO,W (+4),1,34.63333333333333,7.0,16.0,.438,3.0,10.0,.300,1,1,1.000,3,9,12,3,1,0,1,2,18,15.7,+16,6.0,4.0,0.6666666666666666,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
52,51,37,2023-01-28,29-269,DAL,@,UTA,L (-8),1,41.266666666666666,4.0,9.0,.444,3.0,7.0,.429,0,0,,3,6,9,4,2,1,2,1,11,13.3,+1,2.0,1.0,0.5,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
53,52,38,2023-01-30,29-271,DAL,,DET,W (+6),1,34.78333333333333,2.0,5.0,.400,0.0,1.0,.000,2,2,1.000,2,5,7,2,0,0,0,2,6,6.8,+7,4.0,2.0,0.5,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
54,53,39,2023-02-02,29-274,DAL,,NOP,W (+5),1,33.7,5.0,8.0,.625,3.0,5.0,.600,0,0,,3,4,7,4,1,1,0,5,13,15.2,-5,3.0,2.0,0.6666666666666666,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
55,54,40,2023-02-04,29-276,DAL,@,GSW,L (-6),1,33.68333333333333,5.0,11.0,.455,3.0,7.0,.429,5,6,.833,4,5,9,2,1,0,2,1,18,16.2,+10,4.0,2.0,0.5,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
56,55,,2023-02-06,29-278,BRK,,LAC,L (-8),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
57,56,,2023-02-07,29-279,BRK,,PHO,L (-4),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
58,57,41,2023-02-09,29-281,BRK,,CHI,W (+11),1,34.583333333333336,4.0,10.0,.400,0.0,4.0,.000,1,3,.333,3,6,9,1,0,0,1,3,9,5.2,+32,6.0,4.0,0.6666666666666666,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
59,58,42,2023-02-11,29-283,BRK,,PHI,L (-3),1,34.46666666666667,2.0,8.0,.250,1.0,4.0,.250,0,0,,3,5,8,2,0,0,1,3,5,3.0,+2,4.0,1.0,0.25,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
60,59,43,2023-02-13,29-285,BRK,@,NYK,L (-18),1,29.35,3.0,5.0,.600,3.0,4.0,.750,0,0,,1,4,5,0,0,0,1,4,9,6.0,-15,1.0,0.0,0.0,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
61,60,44,2023-02-15,29-287,BRK,,MIA,W (+11),1,20.133333333333333,0.0,4.0,.000,0.0,3.0,.000,2,2,1.000,1,3,4,1,0,0,1,1,2,0.1,-1,1.0,0.0,0.0,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
62,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
63,61,45,2023-02-24,29-296,BRK,@,CHI,L (-44),1,25.083333333333332,1.0,6.0,.167,0.0,5.0,.000,0,0,,1,5,6,1,0,0,2,4,2,-2.5,-35,1.0,1.0,1.0,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
64,62,46,2023-02-26,29-298,BRK,@,ATL,L (-2),1,32.36666666666667,5.0,10.0,.500,2.0,6.0,.333,0,0,,2,6,8,3,2,0,0,2,12,13.5,+15,4.0,3.0,0.75,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
65,63,47,2023-02-28,29-300,BRK,,MIL,L (-14),1,29.483333333333334,2.0,7.0,.286,0.0,5.0,.000,1,1,1.000,0,2,2,2,1,1,2,4,5,1.0,-17,2.0,2.0,1.0,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
66,64,48,2023-03-01,29-301,BRK,@,NYK,L (-24),1,18.7,2.0,5.0,.400,1.0,3.0,.333,0,0,,0,2,2,2,0,0,0,1,5,3.9,-10,2.0,1.0,0.5,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
67,65,49,2023-03-03,29-303,BRK,@,BOS,W (+10),1,37.78333333333333,6.0,15.0,.400,5.0,11.0,.455,0,0,,2,7,9,3,0,2,1,2,17,14.1,+14,4.0,1.0,0.25,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
68,66,50,2023-03-05,29-305,BRK,,CHO,W (+16),1,33.35,2.0,8.0,.250,1.0,5.0,.200,0,0,,3,4,7,2,0,2,1,2,5,4.5,+23,3.0,1.0,0.3333333333333333,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
69,67,51,2023-03-07,29-307,BRK,@,HOU,W (+22),1,26.466666666666665,1.0,6.0,.167,0.0,5.0,.000,0,0,,2,0,2,3,2,0,2,2,2,0.9,+5,1.0,1.0,1.0,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
70,68,52,2023-03-09,29-309,BRK,@,MIL,L (-5),1,11.083333333333334,0.0,3.0,.000,0.0,2.0,.000,0,0,,1,2,3,0,0,0,0,0,0,-0.8,-14,1.0,0.0,0.0,0,29,35,20,0,19,16,22,34,0,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666
