Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,,2022-12-14,32-097,SAC,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,81.0,4.5,0.0,93.7,5.205555555555556,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,L (-20),L (-20)
28.0,13.0,2022-12-16,32-099,SAC,DET,0,8.65,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-1.5,-10,0.0,0.0,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,-1.0,75.0,4.166666666666667,-1.5,92.3,5.127777777777777,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,W (+1),W (+1)
29.0,,2022-12-19,32-102,SAC,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,60.0,3.333333333333333,0.0,83.0,4.611111111111111,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,W (+9),W (+9)
30.0,14.0,2022-12-21,32-104,SAC,LAL,0,1.7,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7,0.0,0.0,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,0.0,84.0,4.666666666666667,0.0,101.8,5.655555555555555,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,L (-6),L (-6)
31.0,,2022-12-23,32-106,SAC,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,52.0,2.888888888888889,0.0,71.0,3.9444444444444446,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,W (+14),W (+14)
32.0,,2022-12-27,32-110,SAC,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,59.0,3.2777777777777777,0.0,73.8,4.1,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,L (-14),L (-14)
33.0,,2022-12-28,32-111,SAC,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,90.0,5.0,0.0,111.1,6.172222222222222,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,L (-7),L (-7)
34.0,,2022-12-30,32-113,SAC,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,80.0,4.444444444444445,0.0,96.89999999999998,5.383333333333332,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,W (+1),W (+1)
35.0,15.0,2023-01-01,32-115,SAC,MEM,0,1.4333333333333331,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+2,0.0,0.0,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,0.0,64.0,3.555555555555556,0.0,74.49999999999999,4.138888888888888,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,W (+1),W (+1)
36.0,,2023-01-03,32-117,SAC,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,70.0,3.888888888888889,0.0,81.29999999999998,4.516666666666666,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,L (-10),L (-10)
37.0,,2023-01-04,32-118,SAC,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,72.0,4.0,0.0,89.30000000000001,4.961111111111112,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,W (+2),W (+2)
38.0,16.0,2023-01-07,32-121,SAC,LAL,0,0.1666666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,0.0,65.0,3.611111111111111,0.0,93.29999999999998,5.183333333333333,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,L (-3),L (-3)
39.0,17.0,2023-01-09,32-123,SAC,ORL,0,4.883333333333333,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.4,-4,0.0,0.0,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,3.0,105.0,5.833333333333333,3.3999999999999995,114.5,6.361111111111111,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,L (-2),L (-2)
40.0,18.0,2023-01-11,32-125,SAC,HOU,0,2.0166666666666666,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,+3,1.0,1.0,1.0,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,1.0,78.0,4.333333333333333,1.7,96.3,5.35,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,W (+25),W (+25)
41.0,19.0,2023-01-13,32-127,SAC,HOU,0,3.8166666666666655,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,4.4,+2,0.0,0.0,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,5.0,103.0,5.722222222222222,4.4,118.8,6.6,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,W (+20),W (+20)
42.0,,2023-01-15,32-129,SAC,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,82.0,4.555555555555555,0.0,104.09999999999998,5.783333333333332,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,,
43.0,,2023-01-18,32-132,SAC,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,69.0,3.8333333333333335,0.0,87.2,4.844444444444445,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,W (+25),W (+25)
44.0,,2023-01-20,32-134,SAC,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,69.0,3.8333333333333335,0.0,81.49999999999999,4.527777777777777,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,W (+13),W (+13)
45.0,,2023-01-21,32-135,SAC,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,74.0,4.111111111111111,0.0,98.4,5.466666666666667,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,W (+5),W (+5)
46.0,20.0,2023-01-23,32-137,SAC,MEM,0,3.3666666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,+7,0.0,0.0,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,2.0,106.0,5.888888888888889,1.0,111.3,6.183333333333334,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,W (+5),W (+5)
47.0,,2023-01-25,32-139,SAC,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,61.0,3.388888888888889,0.0,68.4,3.8,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,L (-2),L (-2)
48.0,,2023-01-28,32-142,SAC,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,47.0,2.611111111111111,0.0,71.5,3.9722222222222223,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,W (+33),W (+33)
49.0,,2023-01-30,32-144,SAC,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,73.0,4.055555555555555,0.0,88.40000000000002,4.911111111111112,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,L (-18),L (-18)
50.0,,2023-02-01,32-146,SAC,SAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,73.0,4.055555555555555,0.0,95.6,5.311111111111111,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,L (-7),L (-7)
51.0,21.0,2023-02-03,32-148,SAC,IND,0,8.516666666666667,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.1,-1,1.0,0.0,0.0,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,-1.0,64.0,3.555555555555556,-1.1,72.1,4.005555555555556,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,W (+7),W (+7)
52.0,22.0,2023-02-05,32-150,SAC,NOP,0,18.566666666666663,2.0,4.0,.500,1.0,2.0,.500,2,2.0,1.000,0.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,7.0,7.1,-4,2.0,1.0,0.5,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,6.0,46.0,2.555555555555556,6.299999999999999,60.8,3.3777777777777778,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,W (+10),W (+10)
53.0,23.0,2023-02-06,32-151,SAC,HOU,0,2.45,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4,+2,0.0,0.0,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,2.0,107.0,5.944444444444445,1.4,122.8,6.822222222222222,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,L (-3),L (-3)
54.0,,2023-02-08,32-153,SAC,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,2,27,31,24,32,32,31,11,27,18,30,1,6,21,29,28,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,5.0,16.0,42.0,64.0,74.0,0.5384615384615384,1.0,0.4090909090909091,0.3875,0.3287671232876712,0.0,0.4050632911392405,0.3902439024390244,0.3875,0.6875,0.36,0.5142857142857142,0.3896103896103896,0.2,0.375,0.5,0.453125,0.3783783783783784,7,12.0,36.0,0.1944444444444444,0.0,18,,73.0,4.055555555555555,0.0,103.39999999999998,5.744444444444444,6.7,0.1,-5.2,-4.4,-0.8,0.0047484340270761,0.443,0.54,0.14,-0.2,0.0,L (-32),L (-32)
