Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
73.0,52.0,2023-03-21,24-296,ORL,WAS,1.0,31.45,8.0,16.0,0.5,0.0,3.0,0.0,1.0,2.0,0.5,0.0,5.0,5.0,5.0,2.0,1.0,4.0,4.0,17.0,10.7,5.0,13.0,8.0,0.6153846153846154,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,8.0,107.0,6.294117647058823,10.3,87.8,5.164705882352941,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-3),L (-3)
74.0,53.0,2023-03-23,24-298,ORL,NYK,1.0,34.233333333333334,4.0,11.0,0.364,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,8.0,1.0,1.0,3.0,2.0,10.0,7.7,-10.0,10.0,4.0,0.4,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,5.0,76.0,4.470588235294118,6.899999999999999,71.49999999999999,4.205882352941176,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+5),W (+5)
75.0,54.0,2023-03-26,24-301,ORL,BRK,1.0,28.45,5.0,13.0,0.385,0.0,3.0,0.0,0.0,0.0,,2.0,4.0,6.0,9.0,2.0,0.0,1.0,0.0,10.0,12.8,15.0,10.0,5.0,0.5,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,13.0,103.0,6.0588235294117645,12.800000000000002,97.9,5.758823529411765,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-6),L (-6)
76.0,55.0,2023-03-28,24-303,ORL,MEM,1.0,28.83333333333333,5.0,9.0,0.556,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,2.0,11.0,11.7,4.0,7.0,5.0,0.7142857142857143,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,9.0,52.0,3.0588235294117645,11.3,51.7,3.041176470588236,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+10),W (+10)
77.0,56.0,2023-03-31,24-306,ORL,WAS,1.0,33.13333333333333,11.0,15.0,0.733,2.0,2.0,1.0,1.0,2.0,0.5,1.0,5.0,6.0,4.0,0.0,2.0,2.0,2.0,25.0,22.1,,13.0,9.0,0.6923076923076923,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,18.0,73.0,4.294117647058823,21.7,78.0,4.588235294117647,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+5),W (+5)
78.0,57.0,2023-04-02,24-308,ORL,DET,1.0,24.15,5.0,8.0,0.625,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,6.0,1.0,2.0,4.0,1.0,11.0,9.4,10.0,7.0,4.0,0.5714285714285714,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,8.0,80.0,4.705882352941177,9.399999999999997,92.0,5.411764705882353,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+13),W (+13)
79.0,58.0,2023-04-04,24-310,ORL,CLE,1.0,36.1,11.0,17.0,0.647,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,2.0,8.0,0.0,0.0,2.0,4.0,23.0,18.1,-10.0,16.0,10.0,0.625,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,14.0,72.0,4.235294117647059,18.1,61.50000000000001,3.61764705882353,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-5),L (-5)
80.0,,2023-04-06,24-312,ORL,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,,50.0,2.9411764705882355,0.0,54.0,3.176470588235294,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+7),W (+7)
81.0,59.0,2023-04-07,24-313,ORL,BRK,1.0,17.75,3.0,7.0,0.429,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,7.0,6.7,-8.0,6.0,3.0,0.5,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,5.0,39.0,2.294117647058824,6.300000000000001,28.9,1.7,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,W (+26),W (+26)
82.0,60.0,2023-04-09,24-315,ORL,MIA,1.0,11.166666666666666,3.0,6.0,0.5,1.0,3.0,0.333,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,5.7,5.0,3.0,2.0,0.6666666666666666,25,48,34,8,56,59,43,38,11,19,21,53,58,8,24,42,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,4.0,49.0,57.0,72.0,47.0,63.0,57.0,0.6756756756756757,0.6857142857142857,0.6666666666666666,0.2962962962962963,0.9333333333333332,0.7375,0.8958333333333334,0.7169811320754716,0.0,1.0,0.5588235294117647,0.0,0.4285714285714285,0.9298245614035088,0.8055555555555556,0.1702127659574468,0.3809523809523809,0.7368421052631579,16,82.0,38.0,0.4210526315789473,0.0,17,4.0,56.0,3.294117647058824,5.700000000000001,70.0,4.117647058823529,16.6,3.7,0.5,-0.1,0.7,0.0916155866900175,0.564,0.128,0.211,1.2,1.7,L (-4),L (-4)
