Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Jarrett Culver,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,9,2022-12-14,23-297,ATL,@,ORL,L (-11),0,4:00,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.6,-6,1.0,1.0,1.0,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,1.0,71.0,4.176470588235294,0.5999999999999996,101.6,5.976470588235294
30,30,10,2022-12-16,23-299,ATL,@,CHO,W (+19),0,2:42,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-2,2.0,0.0,0.0,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,-2.0,47.0,2.764705882352941,-1.4,83.2,4.894117647058824
31,31,,2022-12-19,23-302,ATL,,ORL,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,79.0,4.647058823529412,0.0,106.2,6.247058823529412
32,32,,2022-12-21,23-304,ATL,,CHI,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,68.0,4.0,0.0,85.4,5.023529411764706
33,33,,2022-12-23,23-306,ATL,,DET,W (+25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,101.0,5.941176470588236,0.0,116.59999999999998,6.858823529411763
34,34,,2022-12-27,23-310,ATL,@,IND,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,57.0,3.3529411764705883,0.0,89.59999999999998,5.270588235294117
35,35,,2022-12-28,23-311,ATL,,BRK,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,60.0,3.5294117647058822,0.0,87.59999999999998,5.152941176470587
36,36,,2022-12-30,23-313,ATL,,LAL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,65.0,3.823529411764706,0.0,91.0,5.352941176470588
37,37,,2023-01-02,23-316,ATL,@,GSW,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,97.0,5.705882352941177,0.0,130.60000000000002,7.682352941176472
38,38,,2023-01-04,23-318,ATL,@,SAC,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,68.0,4.0,0.0,101.8,5.988235294117647
39,39,,2023-01-06,23-320,ATL,@,LAL,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,60.0,3.5294117647058822,0.0,88.3,5.194117647058824
40,40,,2023-01-08,23-322,ATL,@,LAC,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,73.0,4.294117647058823,0.0,88.80000000000001,5.223529411764707
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-11,23-325,ATL,,MIL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,66.0,3.882352941176471,0.0,91.29999999999998,5.370588235294116
43,42,,2023-01-13,23-327,ATL,@,IND,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,87.0,5.117647058823529,0.0,97.9,5.758823529411765
44,43,,2023-01-14,23-328,ATL,@,TOR,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,10,6,8,6,6,1,5,9,3,5,10,7,6,4,8,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.1269841269841269,0.1388888888888889,0.1111111111111111,0.123076923076923,0.0895522388059701,0.081081081081081,,0.5,0.1388888888888889,0.1285714285714285,0.0422535211267605,0.108695652173913,0.125,0.0958904109589041,0.2608695652173913,0.25,0.2758620689655172,10,39.0,54.0,77.0,0.0,0.0,0.0,17,,70.0,4.117647058823529,0.0,82.5,4.852941176470588
