Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with AJ Griffin,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,CO_EFF,EFF,CO_HGS,HGS,Total Shared Players,avg_EFF,avg_HGS
28,28,24,2022-12-12,19-109,ATL,@,MEM,L (-25),1,24:40,5.0,12.0,.417,2.0,5.0,.400,1,2.0,.500,2.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,13.0,7.2,-19,7.0,3.0,0.4285714285714285,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,2.0,32.0,6.799999999999999,58.79999999999998,20,1.6,2.939999999999999
29,29,25,2022-12-14,19-111,ATL,@,ORL,L (-11),1,27:23,6.0,9.0,.667,3.0,4.0,.750,0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,15.0,12.0,-6,5.0,3.0,0.6,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,9.0,71.0,11.999999999999996,101.6,20,3.55,5.08
30,30,26,2022-12-16,19-113,ATL,@,CHO,W (+19),0,27:52,5.0,8.0,.625,3.0,6.0,.500,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,13.0,10.2,+17,2.0,2.0,1.0,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,9.0,47.0,10.2,83.2,20,2.35,4.16
31,31,27,2022-12-19,19-116,ATL,,ORL,W (+1),0,25:04,8.0,13.0,.615,3.0,4.0,.750,0,0.0,,0.0,7.0,7.0,2.0,1.0,0.0,1.0,2.0,19.0,15.8,+15,9.0,5.0,0.5555555555555556,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,15.0,79.0,15.8,106.2,20,3.95,5.3100000000000005
32,32,28,2022-12-21,19-118,ATL,,CHI,L (-2),0,21:23,5.0,7.0,.714,4.0,6.0,.667,0,0.0,,0.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,14.0,14.6,-1,1.0,1.0,1.0,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,13.0,68.0,14.6,85.4,20,3.4,4.2700000000000005
33,33,29,2022-12-23,19-120,ATL,,DET,W (+25),0,20:44,3.0,6.0,.500,0.0,1.0,.000,2,2.0,1.000,0.0,4.0,4.0,2.0,1.0,0.0,1.0,2.0,8.0,6.8,+12,5.0,3.0,0.6,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,6.0,101.0,6.0,116.6,20,5.05,5.83
34,34,30,2022-12-27,19-124,ATL,@,IND,L (-15),0,27:20,4.0,10.0,.400,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,3.6,-6,6.0,3.0,0.5,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,0.0,57.0,3.6,89.59999999999997,20,2.85,4.479999999999999
35,35,31,2022-12-28,19-125,ATL,,BRK,L (-1),1,24:27,2.0,10.0,.200,0.0,3.0,.000,0,0.0,,1.0,3.0,4.0,2.0,2.0,0.0,1.0,2.0,4.0,1.0,-16,7.0,2.0,0.2857142857142857,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,1.0,60.0,1.0000000000000009,87.59999999999998,20,3.0,4.379999999999999
36,36,32,2022-12-30,19-127,ATL,,LAL,L (-9),1,24:30,5.0,10.0,.500,3.0,6.0,.500,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,13.0,8.9,+1,4.0,2.0,0.5,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,6.0,65.0,8.899999999999999,91.0,20,3.25,4.55
37,37,33,2023-01-02,19-130,ATL,@,GSW,L (-2),0,15:25,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,-2,1.0,1.0,1.0,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,1.0,97.0,1.2999999999999998,130.60000000000002,20,4.85,6.530000000000001
38,38,34,2023-01-04,19-132,ATL,@,SAC,W (+3),0,16:50,2.0,6.0,.333,1.0,5.0,.200,0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,3.6,+7,1.0,1.0,1.0,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,3.0,68.0,3.6,101.8,20,3.4,5.09
39,39,35,2023-01-06,19-134,ATL,@,LAL,L (-16),0,14:46,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,5.0,2.9,-15,1.0,1.0,1.0,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,3.0,60.0,2.9,88.3,20,3.0,4.415
40,40,36,2023-01-08,19-136,ATL,@,LAC,W (+4),0,10:53,3.0,3.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,6.8,+3,2.0,2.0,1.0,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,5.0,73.0,6.799999999999999,88.80000000000001,20,3.65,4.44
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,,0.0,0.0,0.0,20,0.0,0.0
42,41,37,2023-01-11,19-139,ATL,,MIL,L (-9),0,16:27,3.0,6.0,.500,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,7.0,4.9,+3,3.0,2.0,0.6666666666666666,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,4.0,66.0,4.899999999999999,91.29999999999998,20,3.3,4.5649999999999995
43,42,38,2023-01-13,19-141,ATL,@,IND,W (+2),0,14:11,4.0,8.0,.500,0.0,2.0,.000,0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,8.0,4.1,-17,6.0,4.0,0.6666666666666666,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,1.0,87.0,4.099999999999998,97.89999999999996,20,4.35,4.894999999999998
44,43,39,2023-01-14,19-142,ATL,@,TOR,W (+11),0,22:39,5.0,7.0,.714,3.0,5.0,.600,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,13.0,10.1,+1,2.0,2.0,1.0,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,10.0,70.0,10.1,82.49999999999999,20,3.5,4.124999999999999
45,44,40,2023-01-16,19-144,ATL,,MIA,W (+8),0,20:16,5.0,6.0,.833,2.0,3.0,.667,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,12.0,11.7,+9,3.0,3.0,1.0,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,11.0,79.0,11.7,106.29999999999998,20,3.95,5.3149999999999995
46,45,41,2023-01-18,19-146,ATL,@,DAL,W (+8),0,22:24,3.0,4.0,.750,2.0,2.0,1.000,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,8.2,+10,2.0,1.0,0.5,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,6.0,90.0,7.399999999999999,123.5,20,4.5,6.175
47,46,42,2023-01-20,19-148,ATL,,NYK,W (+15),0,17:09,1.0,4.0,.250,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,+11,2.0,0.0,0.0,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,-1.0,96.0,0.6000000000000001,133.89999999999998,20,4.8,6.6949999999999985
48,47,43,2023-01-21,19-149,ATL,,CHO,L (-4),0,23:27,5.0,7.0,.714,3.0,3.0,1.000,0,0.0,,0.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,13.0,13.0,0,4.0,2.0,0.5,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,12.0,89.0,13.000000000000004,106.8,20,4.45,5.34
49,48,44,2023-01-23,19-151,ATL,@,CHI,L (-11),0,30:42,4.0,7.0,.571,3.0,5.0,.600,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,11.0,10.0,-8,2.0,1.0,0.5,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,9.0,68.0,10.0,87.2,20,3.4,4.36
50,49,45,2023-01-25,19-153,ATL,@,OKC,W (+5),0,23:12,2.0,4.0,.500,1.0,3.0,.333,4,4.0,1.000,0.0,4.0,4.0,3.0,2.0,0.0,1.0,0.0,9.0,11.3,+22,1.0,1.0,1.0,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,9.0,84.0,9.7,123.9,20,4.2,6.195
51,50,46,2023-01-28,19-156,ATL,,LAC,L (-7),0,11:53,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.5,-8,1.0,0.0,0.0,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,1.0,93.0,1.5000000000000009,121.3,20,4.65,6.0649999999999995
52,51,47,2023-01-30,19-158,ATL,@,POR,L (-4),0,21:12,4.0,9.0,.444,3.0,4.0,.750,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,13.0,7.8,-2,5.0,1.0,0.2,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,3.0,77.0,7.000000000000002,107.6,20,3.85,5.38
53,52,48,2023-02-01,19-160,ATL,@,PHO,W (+32),0,18:39,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,5.0,4.9,+18,2.0,1.0,0.5,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,6.0,103.0,4.9,114.6,20,5.15,5.7299999999999995
54,53,49,2023-02-03,19-162,ATL,@,UTA,W (+7),0,13:54,2.0,6.0,.333,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.8,+2,3.0,1.0,0.3333333333333333,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,-1.0,94.0,0.8000000000000005,119.1,20,4.7,5.955
55,54,50,2023-02-04,19-163,ATL,@,DEN,L (-20),1,26:01,6.0,11.0,.545,1.0,3.0,.333,2,2.0,1.000,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,15.0,12.1,-3,8.0,5.0,0.625,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,7.0,78.0,11.3,105.29999999999998,20,3.9,5.264999999999999
56,55,51,2023-02-07,19-166,ATL,@,NOP,L (-9),0,18:24,2.0,5.0,.400,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,2.9,+3,2.0,1.0,0.5,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,2.0,75.0,2.9,94.70000000000002,20,3.75,4.735000000000001
57,56,52,2023-02-09,19-168,ATL,,PHO,W (+9),0,15:15,3.0,7.0,.429,0.0,1.0,.000,0,2.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.7,+5,6.0,3.0,0.5,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,-3.0,76.0,0.7000000000000006,83.79999999999998,20,3.8,4.1899999999999995
58,57,53,2023-02-11,19-170,ATL,,SAS,W (+19),0,16:53,1.0,7.0,.143,0.0,3.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,-3.4,-7,4.0,1.0,0.25,58,48,55,57,64,2,32,61,10,61,31,70,63,23,16,28,63.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.9206349206349206,0.8888888888888888,0.8461538461538461,0.8507462686567164,0.8648648648648649,,1.0,0.8888888888888888,0.8714285714285714,1.0,0.8591549295774648,0.6739130434782609,0.875,0.863013698630137,1.0,1.0,0.9655172413793104,72,19,6,7,39.0,54.0,77.0,0.2467532467532467,0.1538461538461538,0.1296296296296296,-3.0,76.0,-3.3999999999999995,104.79999999999998,20,3.8,5.239999999999999
