Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
60,59,57,2023-02-15,22-066,ATL,,NYK,L (-21),0,18:31,3.0,9.0,.333,0.0,0.0,,1,2.0,.500,1.0,3.0,4.0,1.0,0.0,1.0,0.0,4.0,7.0,2.9,-8,9.0,3.0,0.3333333333333333,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,2.0,42.0,2.210526315789474,2.499999999999998,64.8,3.4105263157894736
61,60,58,2023-02-24,22-075,ATL,,CLE,W (+17),0,25:01,6.0,7.0,.857,0.0,0.0,,1,2.0,.500,1.0,10.0,11.0,2.0,2.0,3.0,1.0,2.0,13.0,17.5,+15,7.0,6.0,0.8571428571428571,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,21.0,70.0,3.684210526315789,17.1,95.0,5.0
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,,0.0,0.0,0.0,0.0,0.0
63,61,59,2023-02-26,22-077,ATL,,BRK,W (+2),0,28:24,3.0,5.0,.600,0.0,0.0,,4,4.0,1.000,3.0,4.0,7.0,1.0,0.0,0.0,1.0,5.0,10.0,8.7,+16,5.0,3.0,0.6,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,8.0,45.0,2.3684210526315788,7.099999999999998,84.9,4.468421052631579
64,62,60,2023-02-28,22-079,ATL,,WAS,L (-3),0,12:46,1.0,4.0,.250,0.0,0.0,,1,1.0,1.000,3.0,3.0,6.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,-5,4.0,1.0,0.25,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,6.0,56.0,2.9473684210526314,2.5999999999999988,83.5,4.394736842105263
65,63,61,2023-03-03,22-082,ATL,,POR,W (+18),0,22:40,3.0,5.0,.600,1.0,1.0,1.000,0,0.0,,1.0,3.0,4.0,0.0,3.0,1.0,4.0,2.0,7.0,5.2,+21,4.0,2.0,0.5,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,6.0,84.0,4.421052631578948,5.1999999999999975,101.3,5.3315789473684205
66,64,62,2023-03-04,22-083,ATL,@,MIA,L (-8),0,23:04,4.0,5.0,.800,0.0,0.0,,7,8.0,.875,1.0,3.0,4.0,1.0,0.0,0.0,1.0,5.0,15.0,12.0,+6,5.0,4.0,0.8,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,6.0,48.0,2.526315789473684,9.2,65.3,3.4368421052631577
67,65,63,2023-03-06,22-085,ATL,@,MIA,L (-2),0,14:08,2.0,5.0,.400,0.0,0.0,,2,2.0,1.000,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,6.0,2.1,0,5.0,2.0,0.4,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,0.0,67.0,3.526315789473684,1.2999999999999998,94.0,4.947368421052632
68,66,64,2023-03-08,22-087,ATL,@,WAS,W (+2),0,20:35,4.0,7.0,.571,0.0,1.0,.000,1,5.0,.200,2.0,2.0,4.0,3.0,0.0,2.0,1.0,4.0,9.0,7.0,+7,6.0,4.0,0.6666666666666666,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,5.0,53.0,2.789473684210526,6.6,92.4,4.863157894736842
69,67,65,2023-03-10,22-089,ATL,@,WAS,W (+7),0,18:34,1.0,4.0,.250,0.0,0.0,,2,4.0,.500,1.0,7.0,8.0,1.0,2.0,1.0,0.0,3.0,4.0,5.8,+12,4.0,1.0,0.25,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,8.0,56.0,2.9473684210526314,4.999999999999999,79.2,4.1684210526315795
70,68,66,2023-03-11,22-090,ATL,,BOS,L (-9),0,22:52,4.0,5.0,.800,0.0,0.0,,3,3.0,1.000,5.0,3.0,8.0,2.0,0.0,1.0,0.0,1.0,11.0,15.2,+12,5.0,4.0,0.8,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,14.0,63.0,3.3157894736842106,13.999999999999998,81.1,4.268421052631578
71,69,67,2023-03-13,22-092,ATL,,MIN,L (-21),0,24:37,6.0,7.0,.857,0.0,0.0,,4,4.0,1.000,9.0,5.0,14.0,0.0,1.0,1.0,3.0,1.0,16.0,19.6,-12,7.0,6.0,0.8571428571428571,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,18.0,41.0,2.1578947368421053,18.0,55.99999999999999,2.9473684210526314
72,70,68,2023-03-17,22-096,ATL,,GSW,W (+8),0,23:55,8.0,9.0,.889,0.0,0.0,,3,4.0,.750,3.0,4.0,7.0,1.0,1.0,2.0,0.0,2.0,19.0,21.1,-1,9.0,8.0,0.8888888888888888,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,17.0,55.0,2.894736842105264,19.89999999999999,80.10000000000001,4.215789473684211
73,71,69,2023-03-19,22-098,ATL,@,SAS,L (-8),0,20:07,6.0,8.0,.750,0.0,0.0,,5,5.0,1.000,4.0,3.0,7.0,0.0,1.0,1.0,1.0,2.0,17.0,17.4,-2,8.0,6.0,0.75,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,12.0,51.0,2.6842105263157894,15.399999999999997,70.39999999999999,3.7052631578947364
74,72,70,2023-03-21,22-100,ATL,,DET,W (+22),0,19:51,3.0,5.0,.600,0.0,0.0,,1,2.0,.500,7.0,1.0,8.0,1.0,1.0,3.0,0.0,2.0,7.0,12.5,+4,5.0,3.0,0.6,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,13.0,71.0,3.736842105263158,12.099999999999994,92.5,4.868421052631579
75,73,71,2023-03-22,22-101,ATL,@,MIN,L (-1),0,18:53,6.0,10.0,.600,0.0,1.0,.000,2,3.0,.667,1.0,6.0,7.0,1.0,0.0,3.0,2.0,5.0,14.0,10.3,+5,9.0,6.0,0.6666666666666666,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,10.0,70.0,3.684210526315789,9.499999999999996,92.9,4.889473684210526
76,74,72,2023-03-25,22-104,ATL,,IND,W (+13),0,17:54,3.0,5.0,.600,0.0,0.0,,6,6.0,1.000,4.0,2.0,6.0,3.0,3.0,1.0,1.0,2.0,12.0,17.1,+15,5.0,3.0,0.6,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,13.0,76.0,4.0,14.7,101.3,5.3315789473684205
77,75,73,2023-03-26,22-105,ATL,,MEM,L (-4),0,19:07,6.0,6.0,1.000,0.0,0.0,,1,1.0,1.000,4.0,3.0,7.0,0.0,0.0,1.0,0.0,2.0,13.0,14.8,-7,6.0,6.0,1.0,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,14.0,49.0,2.5789473684210527,14.399999999999997,74.0,3.8947368421052633
78,76,74,2023-03-28,22-107,ATL,,CLE,W (+2),0,20:26,5.0,5.0,1.000,0.0,0.0,,11,12.0,.917,2.0,7.0,9.0,0.0,0.0,3.0,2.0,4.0,21.0,21.1,+15,5.0,5.0,1.0,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,14.0,48.0,2.526315789473684,16.7,72.1,3.7947368421052627
79,77,75,2023-03-31,22-110,ATL,@,BRK,L (-17),0,19:20,3.0,4.0,.750,0.0,0.0,,6,6.0,1.000,3.0,3.0,6.0,0.0,0.0,2.0,1.0,3.0,12.0,12.6,+1,4.0,3.0,0.75,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,9.0,40.0,2.1052631578947367,10.199999999999996,66.49999999999999,3.499999999999999
80,78,76,2023-04-02,22-112,ATL,,DAL,W (+2),0,20:36,6.0,9.0,.667,0.0,0.0,,2,2.0,1.000,1.0,4.0,5.0,0.0,0.0,2.0,1.0,3.0,14.0,11.2,0,9.0,6.0,0.6666666666666666,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,9.0,73.0,3.842105263157895,10.399999999999997,95.2,5.010526315789474
81,79,77,2023-04-04,22-114,ATL,@,CHI,W (+18),0,19:58,4.0,7.0,.571,1.0,1.0,1.000,2,2.0,1.000,1.0,5.0,6.0,1.0,0.0,3.0,1.0,2.0,11.0,10.9,+3,6.0,3.0,0.5,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,11.0,59.0,3.1052631578947367,10.099999999999998,83.5,4.394736842105263
82,80,78,2023-04-05,22-115,ATL,,WAS,W (+18),0,23:51,2.0,8.0,.250,0.0,1.0,.000,2,2.0,1.000,2.0,4.0,6.0,3.0,2.0,1.0,1.0,5.0,6.0,5.6,+6,7.0,2.0,0.2857142857142857,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,7.0,81.0,4.2631578947368425,4.799999999999998,102.0,5.368421052631579
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,,0.0,0.0,0.0,0.0,0.0
84,81,79,2023-04-07,22-117,ATL,,PHI,L (-5),0,20:30,5.0,8.0,.625,0.0,1.0,.000,0,0.0,,2.0,6.0,8.0,0.0,0.0,2.0,2.0,3.0,10.0,7.8,+8,7.0,5.0,0.7142857142857143,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,10.0,85.0,4.473684210526316,7.799999999999997,118.8,6.252631578947368
85,82,80,2023-04-09,22-119,ATL,@,BOS,L (-6),1,26:21,4.0,7.0,.571,1.0,2.0,.500,1,2.0,.500,4.0,5.0,9.0,2.0,1.0,0.0,1.0,0.0,10.0,12.0,-7,5.0,3.0,0.6,61,70,53,63,66,72,2,31,68,10,69,37,71,23,16,29,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,73.0,23.0,16.0,29.0,0.9682539682539684,0.9722222222222222,0.9814814814814816,0.9692307692307692,0.9850746268656716,0.972972972972973,,1.0,0.8611111111111112,0.9714285714285714,1.0,0.971830985915493,0.8043478260869565,0.9726027397260274,1.0,1.0,1.0,25,8,9,39.0,54.0,77.0,0.3246753246753247,0.2051282051282051,0.1666666666666666,19,12.0,49.0,2.5789473684210527,11.599999999999998,56.1,2.9526315789473685
