Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
27.0,17.0,2022-12-11,20-107,CHO,PHI,0,1.6833333333333331,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-1,0.0,0.0,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,-1.0,40.0,2.2222222222222223,-0.7,65.1,3.616666666666666,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-19),L (-19)
28.0,,2022-12-14,20-110,CHO,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,,34.0,1.8888888888888888,0.0,64.20000000000002,3.566666666666668,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-18),L (-18)
29.0,18.0,2022-12-16,20-112,CHO,ATL,0,19.48333333333333,3.0,8.0,.375,1.0,4.0,.250,2,2.0,1.000,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9.0,5.2,-3,4.0,2.0,0.5,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,1.0,52.0,2.888888888888889,4.4,69.7,3.8722222222222222,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-7),L (-7)
30.0,19.0,2022-12-18,20-114,CHO,DEN,0,10.583333333333334,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-0.8,0,0.0,0.0,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,0.0,50.0,2.7777777777777777,-0.7999999999999999,66.29999999999998,3.683333333333332,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-19),L (-19)
31.0,20.0,2022-12-19,20-115,CHO,SAC,0,8.4,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,-2,1.0,1.0,1.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,4.0,77.0,4.277777777777778,3.0,88.6,4.922222222222222,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-4),L (-4)
32.0,21.0,2022-12-21,20-117,CHO,LAC,0,13.8,0.0,0.0,,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.5,+2,0.0,0.0,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,0.0,50.0,2.7777777777777777,0.0999999999999998,60.6,3.3666666666666667,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+6),W (+6)
33.0,,2022-12-23,20-119,CHO,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,,77.0,4.277777777777778,0.0,93.5,5.194444444444445,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-21),L (-21)
34.0,,2022-12-26,20-122,CHO,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,,39.0,2.1666666666666665,0.0,56.1,3.1166666666666667,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+4),W (+4)
35.0,22.0,2022-12-27,20-123,CHO,GSW,0,15.533333333333331,3.0,4.0,.750,0.0,1.0,.000,1,2.0,.500,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,7.0,6.3,-1,3.0,3.0,1.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,4.0,22.0,1.2222222222222223,5.899999999999999,40.6,2.2555555555555555,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-11),L (-11)
36.0,23.0,2022-12-29,20-125,CHO,OKC,0,7.333333333333333,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,-2.1,-4,2.0,0.0,0.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,-2.0,76.0,4.222222222222222,-2.1,83.3,4.627777777777777,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-5),L (-5)
37.0,24.0,2022-12-31,20-127,CHO,BRK,0,15.683333333333334,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9,-16,0.0,0.0,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,0.0,41.0,2.2777777777777777,0.8999999999999999,56.3,3.1277777777777778,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+8),W (+8)
38.0,25.0,2023-01-02,20-129,CHO,LAL,0,9.183333333333334,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.9,+3,1.0,0.0,0.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,0.0,47.0,2.611111111111111,0.9000000000000002,64.3,3.572222222222222,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-17),L (-17)
39.0,26.0,2023-01-04,20-131,CHO,MEM,0,9.05,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,2.9,-16,0.0,0.0,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,4.0,42.0,2.333333333333333,2.9,60.6,3.3666666666666667,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-6),L (-6)
40.0,27.0,2023-01-06,20-133,CHO,MIL,0,17.166666666666668,4.0,6.0,.667,2.0,3.0,.667,0,0.0,,4.0,2.0,6.0,1.0,0.0,0.0,0.0,3.0,10.0,10.3,-1,3.0,2.0,0.6666666666666666,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,11.0,71.0,3.9444444444444446,10.299999999999995,98.8,5.488888888888889,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-24),L (-24)
41.0,28.0,2023-01-08,20-135,CHO,IND,0,11.7,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,3.9,+16,1.0,1.0,1.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,4.0,41.0,2.2777777777777777,3.9,51.69999999999999,2.872222222222222,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+29),W (+29)
42.0,29.0,2023-01-10,20-137,CHO,TOR,0,11.866666666666667,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.3,+7,2.0,1.0,0.5,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,2.0,70.0,3.888888888888889,3.3,85.5,4.75,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,,
43.0,30.0,2023-01-12,20-139,CHO,TOR,0,9.433333333333334,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,2.9,+4,0.0,0.0,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,5.0,47.0,2.611111111111111,2.9,58.5,3.25,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-5),L (-5)
44.0,31.0,2023-01-14,20-141,CHO,BOS,0,10.6,0.0,2.0,.000,0.0,2.0,.000,2,3.0,.667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,-8,0.0,0.0,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,-2.0,57.0,3.1666666666666665,-0.3000000000000002,73.0,4.055555555555555,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-12),L (-12)
45.0,32.0,2023-01-16,20-143,CHO,BOS,0,11.116666666666667,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4,-9,1.0,0.0,0.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,0.0,36.0,2.0,-0.3999999999999999,52.79999999999998,2.933333333333332,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-10),L (-10)
46.0,33.0,2023-01-18,20-145,CHO,HOU,0,10.716666666666669,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.6,-4,3.0,1.0,0.3333333333333333,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,0.0,63.0,3.5,0.6,86.3,4.794444444444444,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-16),L (-16)
47.0,34.0,2023-01-21,20-148,CHO,ATL,0,13.483333333333333,0.0,1.0,.000,0.0,1.0,.000,1,2.0,.500,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,-2.5,-9,0.0,0.0,,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,-3.0,65.0,3.611111111111111,-2.9,85.1,4.727777777777778,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-12),L (-12)
48.0,35.0,2023-01-23,20-150,CHO,UTA,0,17.066666666666666,0.0,3.0,.000,0.0,1.0,.000,2,2.0,1.000,1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,2.1,-5,2.0,0.0,0.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,2.0,24.0,1.3333333333333333,1.2999999999999998,41.5,2.305555555555556,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+5),W (+5)
49.0,36.0,2023-01-24,20-151,CHO,PHO,0,9.483333333333333,2.0,2.0,1.000,0.0,0.0,,1,1.0,1.000,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,4.9,+2,2.0,2.0,1.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,4.0,20.0,1.1111111111111112,4.499999999999999,32.7,1.8166666666666669,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+4),W (+4)
50.0,37.0,2023-01-26,20-153,CHO,CHI,0,17.616666666666667,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,-1.3,-11,3.0,1.0,0.3333333333333333,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,0.0,51.0,2.833333333333333,-1.3,65.2,3.6222222222222222,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-18),L (-18)
51.0,38.0,2023-01-29,20-156,CHO,MIA,0,12.466666666666669,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.2,+1,2.0,1.0,0.5,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,3.0,65.0,3.611111111111111,2.2,85.80000000000001,4.766666666666668,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-31),L (-31)
52.0,39.0,2023-01-31,20-158,CHO,MIL,0,9.75,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,-10,1.0,1.0,1.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,1.0,55.0,3.055555555555556,1.2999999999999998,67.6,3.755555555555555,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+15),W (+15)
53.0,40.0,2023-02-02,20-160,CHO,CHI,0,9.266666666666667,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,2.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,5.0,5.0,-4,1.0,1.0,1.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,6.0,40.0,2.2222222222222223,4.999999999999998,66.00000000000001,3.6666666666666674,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,W (+5),W (+5)
54.0,41.0,2023-02-03,20-161,CHO,DET,0,10.833333333333334,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.7,+1,2.0,2.0,1.0,42,7,51,44,43,29,36,35,4,32,42,43,53,60,51,33,46.0,7.0,54.0,50.0,80.0,34.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.9130434782608696,1.0,0.9444444444444444,0.88,0.5375,0.8529411764705882,0.782608695652174,0.7291666666666666,0.8,0.8888888888888888,0.9767441860465116,0.5443037974683544,0.8153846153846154,0.821917808219178,0.8095238095238095,0.75,0.0,30,19,67.0,32.0,0.0,0.59375,18,2.0,46.0,2.555555555555556,3.7,64.4,3.577777777777778,7.0,0.2,-4.7,-4.3,-0.4,0.028797537920422,0.506,0.517,0.197,-0.7,-0.6,L (-9),L (-9)
