Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Shared Games with Xavier Sneed,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed
36,36,36,2022-12-29,24-332,CHO,,OKC,W (+8),0,22.016666666666666,5.0,7.0,.714,2.0,3.0,.667,0,1,.000,0,3,3,0,0,1,0,2,12,9.5,0,4.0,3.0,0.75,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
37,37,37,2022-12-31,24-334,CHO,,BRK,L (-17),0,28.05,4.0,8.0,.500,1.0,5.0,.200,1,1,1.000,2,4,6,3,0,0,0,3,10,9.5,-12,3.0,3.0,1.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
38,38,38,2023-01-02,24-336,CHO,,LAL,L (-6),0,31.3,4.0,10.0,.400,0.0,4.0,.000,2,2,1.000,1,6,7,2,3,1,2,2,10,9.4,+18,6.0,4.0,0.6666666666666666,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
39,39,39,2023-01-04,24-338,CHO,,MEM,L (-24),1,27.4,6.0,11.0,.545,1.0,5.0,.200,3,4,.750,0,7,7,0,2,2,3,1,16,12.4,-27,6.0,5.0,0.8333333333333334,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
40,40,40,2023-01-06,24-340,CHO,@,MIL,W (+29),1,32.4,3.0,8.0,.375,0.0,3.0,.000,5,5,1.000,0,9,9,2,2,1,0,2,11,12.6,+20,5.0,3.0,0.6,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
41,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
42,41,41,2023-01-08,24-342,CHO,@,IND,L (-5),1,34.15,7.0,14.0,.500,2.0,5.0,.400,1,2,.500,2,4,6,1,1,1,4,3,17,9.4,-6,9.0,5.0,0.5555555555555556,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
43,42,42,2023-01-10,24-344,CHO,@,TOR,L (-12),1,29.266666666666666,3.0,7.0,.429,1.0,2.0,.500,4,6,.667,0,7,7,2,1,1,2,5,11,7.7,-9,5.0,2.0,0.4,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
44,43,43,2023-01-12,24-346,CHO,@,TOR,L (-10),1,27.833333333333332,4.0,11.0,.364,1.0,5.0,.200,1,2,.500,0,5,5,0,1,0,5,4,10,-0.6,-16,6.0,3.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
45,44,44,2023-01-14,24-348,CHO,,BOS,L (-16),1,27.916666666666668,4.0,8.0,.500,1.0,2.0,.500,0,0,,0,0,0,1,0,0,0,2,9,4.9,-12,6.0,3.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
46,45,45,2023-01-16,24-350,CHO,,BOS,L (-12),1,35.416666666666664,9.0,15.0,.600,5.0,7.0,.714,3,3,1.000,2,1,3,1,2,0,1,1,26,22.1,-4,8.0,4.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
47,46,46,2023-01-18,24-352,CHO,@,HOU,W (+5),1,34.9,6.0,11.0,.545,0.0,5.0,.000,0,0,,0,4,4,3,5,1,2,1,12,13.3,+13,6.0,6.0,1.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
48,47,47,2023-01-21,24-355,CHO,@,ATL,W (+4),1,24.083333333333332,3.0,8.0,.375,1.0,4.0,.250,0,0,,0,1,1,3,0,0,0,5,7,3.0,+14,4.0,2.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
49,48,48,2023-01-23,24-357,CHO,@,UTA,L (-18),1,28.1,4.0,9.0,.444,0.0,2.0,.000,1,2,.500,1,8,9,3,1,1,3,4,9,6.2,-2,7.0,4.0,0.5714285714285714,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
50,49,49,2023-01-24,24-358,CHO,@,PHO,L (-31),1,34.3,7.0,16.0,.438,1.0,5.0,.200,0,0,,2,8,10,2,3,0,3,5,15,9.8,-20,11.0,6.0,0.5454545454545454,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
51,50,50,2023-01-26,24-360,CHO,,CHI,W (+15),0,26.25,2.0,7.0,.286,0.0,1.0,.000,1,2,.500,1,5,6,2,0,1,0,1,5,4.4,+8,6.0,2.0,0.3333333333333333,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
52,51,51,2023-01-29,24-363,CHO,,MIA,W (+5),0,25.116666666666667,1.0,6.0,.167,0.0,5.0,.000,0,0,,0,7,7,1,0,0,3,3,2,-3.2,+3,1.0,1.0,1.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
53,52,52,2023-01-31,25-000,CHO,@,MIL,L (-9),0,24.6,5.0,13.0,.385,3.0,7.0,.429,2,3,.667,1,5,6,1,1,0,2,3,15,8.2,-10,6.0,2.0,0.3333333333333333,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
54,53,53,2023-02-02,25-002,CHO,@,CHI,L (-16),0,26.3,0.0,5.0,.000,0.0,3.0,.000,0,0,,0,2,2,1,0,0,1,2,0,-4.0,-15,2.0,0.0,0.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
55,54,54,2023-02-03,25-003,CHO,@,DET,L (-6),0,23.016666666666666,5.0,7.0,.714,1.0,2.0,.500,3,3,1.000,0,4,4,0,4,0,0,0,14,16.3,-4,5.0,4.0,0.8,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
56,55,55,2023-02-05,25-005,CHO,,ORL,L (-6),0,25.4,3.0,8.0,.375,1.0,4.0,.250,0,0,,2,2,4,4,1,0,1,4,7,5.8,-4,4.0,2.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
57,56,56,2023-02-08,25-008,CHO,@,WAS,L (-14),0,16.583333333333332,2.0,7.0,.286,0.0,2.0,.000,2,2,1.000,0,3,3,1,3,1,1,0,6,6.2,-9,5.0,2.0,0.4,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
58,57,,2023-02-10,25-010,PHI,,NYK,W (+11),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
59,58,57,2023-02-11,25-011,PHI,@,BRK,W (+3),0,15.666666666666666,2.0,4.0,.500,1.0,1.0,1.000,0,0,,1,3,4,1,0,0,0,0,5,5.3,-1,3.0,1.0,0.3333333333333333,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
60,59,58,2023-02-13,25-013,PHI,,HOU,W (+19),0,27.916666666666668,3.0,4.0,.750,1.0,1.0,1.000,1,1,1.000,1,4,5,3,0,0,0,3,8,9.2,+9,3.0,2.0,0.6666666666666666,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
61,60,59,2023-02-15,25-015,PHI,,CLE,W (+6),0,12.6,2.0,6.0,.333,0.0,1.0,.000,0,0,,2,2,4,0,1,0,0,4,4,2.0,-9,5.0,2.0,0.4,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
62,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
63,61,60,2023-02-23,25-023,PHI,,MEM,W (+5),0,14.65,1.0,2.0,.500,0.0,0.0,,1,2,.500,1,2,3,1,0,0,0,2,3,2.8,-2,2.0,1.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
64,62,61,2023-02-25,25-025,PHI,,BOS,L (-3),0,14.833333333333334,2.0,4.0,.500,0.0,1.0,.000,0,2,.000,0,2,2,0,1,0,0,0,4,2.8,-23,3.0,2.0,0.6666666666666666,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
65,63,62,2023-02-27,25-027,PHI,,MIA,L (-2),0,10.266666666666667,0.0,2.0,.000,0.0,0.0,,2,2,1.000,3,1,4,1,1,0,1,4,2,2.1,-1,2.0,0.0,0.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
66,64,63,2023-03-01,25-029,PHI,@,MIA,W (+23),0,13.4,0.0,3.0,.000,0.0,1.0,.000,4,4,1.000,0,1,1,2,1,0,1,0,4,3.6,+7,2.0,0.0,0.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
67,65,64,2023-03-02,25-030,PHI,@,DAL,L (-7),0,13.35,2.0,4.0,.500,0.0,2.0,.000,2,3,.667,0,4,4,1,0,0,2,4,6,1.9,+15,2.0,2.0,1.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
68,66,65,2023-03-04,25-032,PHI,@,MIL,W (+3),0,19.983333333333334,2.0,3.0,.667,1.0,1.0,1.000,3,3,1.000,1,1,2,0,0,0,0,5,8,5.7,+14,2.0,1.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
69,67,66,2023-03-06,25-034,PHI,@,IND,W (+4),1,29.8,8.0,13.0,.615,0.0,2.0,.000,4,4,1.000,2,6,8,0,1,0,2,5,20,14.3,+6,11.0,8.0,0.7272727272727273,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
70,68,67,2023-03-07,25-035,PHI,@,MIN,W (+23),0,16.616666666666667,2.0,4.0,.500,0.0,0.0,,1,2,.500,1,4,5,0,1,0,1,3,5,3.3,-1,4.0,2.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
71,69,68,2023-03-10,25-038,PHI,,POR,W (+1),0,10.183333333333334,2.0,4.0,.500,0.0,0.0,,0,0,,1,2,3,0,0,0,0,5,4,1.3,+1,4.0,2.0,0.5,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
72,70,69,2023-03-12,25-040,PHI,,WAS,W (+19),0,7.666666666666667,2.0,3.0,.667,0.0,1.0,.000,2,2,1.000,0,1,1,0,0,0,0,0,6,5.0,0,2.0,2.0,1.0,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
73,71,,2023-03-15,25-043,PHI,@,CLE,W (+9),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,22,7,34,30,26,43,27,35,5,29,25,56,41,55,46,36,0,46.0,7.0,54.0,50.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.7088607594936709,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0
