Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Patrick Beverley,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Shared Games with Davon Reed,Shared Games with Jarred Vanderbilt,Shared Games with Malik Beasley,Shared Games with Mo Bamba,D'Angelo Russell,Davon Reed,Jarred Vanderbilt,Malik Beasley,Mo Bamba,Onyeka Okongwu,Shaquille Harrison,co_inf with Davon Reed,co_inf with D'Angelo Russell,co_inf with Jarred Vanderbilt,co_inf with Malik Beasley,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Shaquille Harrison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
24,24,,2022-12-07,23-213,LAL,@,TOR,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,45.0,2.25,0.0,48.0,2.4
25,25,,2022-12-09,23-215,LAL,@,PHI,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,70.0,3.5,0.0,76.1,3.8049999999999997
26,26,,2022-12-11,23-217,LAL,@,DET,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,107.0,5.35,0.0,106.20000000000002,5.3100000000000005
27,27,,2022-12-13,23-219,LAL,,BOS,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,101.0,5.05,0.0,85.3,4.265
28,28,,2022-12-16,23-222,LAL,,DEN,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,94.0,4.7,0.0,104.8,5.24
29,29,,2022-12-18,23-224,LAL,,WAS,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,89.0,4.45,0.0,94.09999999999998,4.704999999999999
30,30,,2022-12-19,23-225,LAL,@,PHO,L (-26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,110.0,5.5,0.0,94.4,4.720000000000001
31,31,,2022-12-21,23-227,LAL,@,SAC,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,67.0,3.35,0.0,70.59999999999998,3.529999999999999
32,32,,2022-12-23,23-229,LAL,,CHO,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,85.0,4.25,0.0,83.19999999999999,4.159999999999999
33,33,,2022-12-25,23-231,LAL,@,DAL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,75.0,3.75,0.0,60.19999999999999,3.0099999999999993
34,34,,2022-12-27,23-233,LAL,@,ORL,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,100.0,5.0,0.0,100.1,5.005
35,35,,2022-12-28,23-234,LAL,@,MIA,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,66.0,3.3,0.0,59.900000000000006,2.995
36,36,,2022-12-30,23-236,LAL,@,ATL,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,79.0,3.95,0.0,71.80000000000001,3.5900000000000007
37,37,,2023-01-02,23-239,LAL,@,CHO,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,85.0,4.25,0.0,84.5,4.225
38,38,,2023-01-04,23-241,LAL,,MIA,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,62.0,3.1,0.0,70.49999999999999,3.5249999999999995
39,39,2,2023-01-06,23-243,LAL,,ATL,W (+16),0,1:17,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,+1,0.0,0.0,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,2.0,77.0,3.85,2.7,72.2,3.6100000000000003
40,40,,2023-01-07,23-244,LAL,@,SAC,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,78.0,3.9,0.0,75.70000000000002,3.785000000000001
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,0.0,0.0,0.0,0.0,0.0
42,41,3,2023-01-09,23-246,LAL,@,DEN,L (-13),0,25:40,2.0,6.0,.333,2.0,5.0,.400,0,0.0,,0.0,5.0,5.0,3.0,0.0,0.0,0.0,2.0,6.0,5.4,-2,1.0,0.0,0.0,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,8.0,67.0,3.35,5.400000000000001,59.89999999999999,2.9949999999999997
43,42,4,2023-01-12,23-249,LAL,,DAL,L (-4),0,3:07,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-3,0.0,0.0,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,0.0,99.0,4.95,-0.4,64.69999999999999,3.2349999999999994
44,43,,2023-01-15,23-252,LAL,,PHI,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,78.0,3.9,0.0,76.1,3.8049999999999997
45,44,,2023-01-16,23-253,LAL,,HOU,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,72.0,3.6,0.0,88.2,4.41
46,45,,2023-01-18,23-255,LAL,,SAC,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,82.0,4.1,0.0,74.19999999999999,3.7099999999999995
47,46,,2023-01-20,23-257,LAL,,MEM,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,89.0,4.45,0.0,70.49999999999999,3.5249999999999995
48,47,,2023-01-22,23-259,LAL,@,POR,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,,74.0,3.7,0.0,70.7,3.535
49,48,5,2023-01-24,23-261,LAL,,LAC,L (-18),0,5:07,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,3,3,2,5,5,4,5,2,1,7,4,5,4,4,4,7,56.0,64.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.0535714285714285,0.046875,0.048780487804878,0.0757575757575757,0.0961538461538461,0.0571428571428571,0.0909090909090909,0.0357142857142857,0.0294117647058823,0.1707317073170731,0.0597014925373134,0.0684931506849315,0.6666666666666666,0.0,0.0677966101694915,,0.0526315789473684,0.1029411764705882,1,1,1,1,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.0232558139534883,0.0,0.0128205128205128,0.0123456790123456,0.0204081632653061,0.0,0.0,20,0.0,75.0,3.75,0.0,82.10000000000001,4.105
