Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Zach LaVine,Shared Games with Patrick Beverley,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Clint Capela,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Beverley,Patrick Williams,Robert Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Clint Capela,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Javonte Green,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Robert Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Patrick Beverley,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,,2022-12-16,23-084,IND,@,CLE,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,79.0,2.7241379310344827,0.0,93.7,3.231034482758621
31,31,,2022-12-18,23-086,IND,,NYK,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,90.0,3.103448275862069,0.0,98.5,3.396551724137931
32,32,,2022-12-21,23-089,IND,@,BOS,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,103.0,3.5517241379310347,0.0,103.9,3.5827586206896553
33,33,,2022-12-23,23-091,IND,@,MIA,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,86.0,2.9655172413793105,0.0,89.19999999999999,3.0758620689655167
34,34,17,2022-12-26,23-094,IND,@,NOP,L (-20),0,6:36,2.0,2.0,1.000,0.0,0.0,,0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.8,+4,2.0,2.0,1.0,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,4.0,83.0,2.862068965517241,4.799999999999999,83.8,2.889655172413793
35,35,18,2022-12-27,23-095,IND,,ATL,W (+15),0,2:38,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-4,1.0,0.0,0.0,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,-1.0,117.0,4.0344827586206895,-0.7,117.1,4.037931034482758
36,36,,2022-12-29,23-097,IND,,CLE,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,80.0,2.7586206896551726,0.0,95.7,3.3000000000000003
37,37,,2022-12-31,23-099,IND,,LAC,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,89.0,3.0689655172413794,0.0,95.79999999999998,3.3034482758620682
38,38,,2023-01-02,23-101,IND,,TOR,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,74.0,2.5517241379310347,0.0,87.99999999999999,3.034482758620689
39,39,,2023-01-04,23-103,IND,@,PHI,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,111.0,3.827586206896552,0.0,108.20000000000002,3.7310344827586213
40,40,,2023-01-06,23-105,IND,,POR,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,97.0,3.3448275862068964,0.0,99.3,3.424137931034483
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-08,23-107,IND,,CHO,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,71.0,2.4482758620689653,0.0,71.3,2.4586206896551723
43,42,19,2023-01-11,23-110,IND,@,NYK,L (-6),0,3:34,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.2,-1,1.0,0.0,0.0,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,-2.0,56.0,1.9310344827586208,-2.2,65.30000000000001,2.251724137931035
44,43,,2023-01-13,23-112,IND,,ATL,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,71.0,2.4482758620689653,0.0,82.0,2.8275862068965516
45,44,20,2023-01-14,23-113,IND,,MEM,L (-18),0,13:24,4.0,5.0,.800,1.0,2.0,.500,0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,9.0,7.4,0,3.0,3.0,1.0,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,7.0,122.0,4.206896551724138,7.399999999999999,139.5,4.810344827586207
46,45,,2023-01-16,23-115,IND,@,MIL,L (-13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,115.0,3.965517241379312,0.0,129.30000000000004,4.458620689655174
47,46,21,2023-01-18,23-117,IND,@,OKC,L (-20),0,16:22,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,1.2,+12,2.0,2.0,1.0,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,1.0,108.0,3.724137931034482,1.2000000000000002,118.2,4.075862068965518
48,47,22,2023-01-20,23-119,IND,@,DEN,L (-23),0,16:17,2.0,2.0,1.000,0.0,0.0,,0,0.0,,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,4.5,-6,2.0,2.0,1.0,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,4.0,89.0,3.0689655172413794,4.5,93.2,3.213793103448276
49,48,,2023-01-21,23-120,IND,@,PHO,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143,3,5,5,5,4,4,3,16,2,5,5,5,4,67.0,67.0,80.0,7.0,65.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,67.0,82.0,35.0,12.0,77.0,0.044776119402985,0.0746268656716417,0.0625,0.0,0.0,0.0675675675675675,0.1052631578947368,0.054054054054054,0.046875,0.0,0.0,0.2857142857142857,0.0609756097560975,0.0609756097560975,0.0,0.0,0.0649350649350649,,,0.0597014925373134,29,,56.0,1.9310344827586208,0.0,70.1,2.4172413793103447
