Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,+/-,GmSc,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,co_inf with Terry Taylor,Total Shared Players,STL,BLK,TOV,CO_EFF,EFF,avg_EFF,HGS,avg_HGS
47,46,,2023-01-23,25-088,CHI,,ATL,W (+11),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,109.0,0.0,119.4,0.0
48,47,,2023-01-24,25-089,CHI,@,IND,L (-6),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,93.0,0.0,97.7,0.0
49,48,,2023-01-26,25-091,CHI,@,CHO,L (-15),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,56.0,0.0,70.1,0.0
50,49,,2023-01-28,25-093,CHI,@,ORL,W (+19),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,125.0,0.0,147.0,0.0
51,50,,2023-01-31,25-096,CHI,,LAC,L (-5),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,128.0,0.0,121.7,0.0
52,51,,2023-02-02,25-098,CHI,,CHO,W (+16),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,83.0,0.0,85.99999999999997,0.0
53,52,,2023-02-04,25-100,CHI,,POR,W (+8),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,111.0,0.0,119.5,0.0
54,53,,2023-02-06,25-102,CHI,,SAS,W (+24),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,128.0,0.0,108.7,0.0
55,54,,2023-02-07,25-103,CHI,@,MEM,L (-15),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,91.0,0.0,94.89999999999998,0.0
56,55,,2023-02-09,25-105,CHI,@,BRK,L (-11),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,68.0,0.0,83.5,0.0
57,56,,2023-02-11,25-107,CHI,@,CLE,L (-8),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,90.0,0.0,72.39999999999999,0.0
58,57,,2023-02-13,25-109,CHI,,ORL,L (-9),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,91.0,0.0,85.10000000000001,0.0
59,58,,2023-02-15,25-111,CHI,@,IND,L (-4),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,97.0,0.0,107.09999999999998,0.0
60,59,,2023-02-16,25-112,CHI,,MIL,L (-12),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,80.0,0.0,83.49999999999999,0.0
61,60,,2023-02-24,25-120,CHI,,BRK,W (+44),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,129.0,0.0,121.7,0.0
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,,FG%,FT,,FT%,,,PF,,+/-,GmSc,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,0.0,,0.0,
63,61,,2023-02-26,25-122,CHI,,WAS,W (+20),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,93.0,0.0,104.0,0.0
64,62,,2023-02-28,25-124,CHI,@,TOR,L (-6),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,100.0,0.0,92.3,0.0
65,63,,2023-03-01,25-125,CHI,@,DET,W (+2),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,93.0,0.0,108.4,0.0
66,64,,2023-03-03,25-127,CHI,,PHO,L (-21),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,99.0,0.0,112.49999999999996,0.0
67,65,,2023-03-05,25-129,CHI,,IND,L (-3),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,85.0,0.0,95.4,0.0
68,66,,2023-03-08,25-132,CHI,@,DEN,W (+21),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,96.0,0.0,103.59999999999998,0.0
69,67,,2023-03-11,25-135,CHI,@,HOU,W (+8),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,74.0,0.0,83.2,0.0
70,68,,2023-03-15,25-139,CHI,,SAC,L (-3),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,76.0,0.0,91.5,0.0
71,69,,2023-03-17,25-141,CHI,,MIN,W (+8),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,95.0,0.0,115.0,0.0
72,70,,2023-03-18,25-142,CHI,,MIA,W (+14),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,108.0,0.0,106.9,0.0
73,71,,2023-03-20,25-144,CHI,@,PHI,W (+4),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,84.0,0.0,100.70000000000002,0.0
74,72,,2023-03-22,25-146,CHI,,PHI,L (-25),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,67.0,0.0,66.39999999999999,0.0
75,73,,2023-03-24,25-148,CHI,@,POR,W (+28),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,116.0,0.0,117.7,0.0
76,74,,2023-03-26,25-150,CHI,@,LAL,W (+10),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,129.0,0.0,114.1,0.0
77,75,,2023-03-27,25-151,CHI,@,LAC,L (-12),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,100.0,0.0,105.50000000000004,0.0
78,76,,2023-03-29,25-153,CHI,,LAL,L (-11),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,97.0,0.0,106.9,0.0
79,77,,2023-03-31,25-155,CHI,@,CHO,W (+30),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,116.0,0.0,118.9,0.0
80,78,,2023-04-02,25-157,CHI,,MEM,W (+21),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,106.0,0.0,124.1,0.0
81,79,,2023-04-04,25-159,CHI,,ATL,L (-18),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,73.0,0.0,84.99999999999999,0.0
82,80,,2023-04-05,25-160,CHI,@,MIL,L (-13),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,70.0,0.0,75.39999999999999,0.0
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,,FG%,FT,,FT%,,,PF,,+/-,GmSc,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,0.0,,0.0,
84,81,,2023-04-07,25-162,CHI,@,DAL,W (+3),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,94.0,0.0,99.5,0.0
85,82,,2023-04-09,25-164,CHI,,DET,W (+22),Inactive,Inactive,Inactive,,Inactive,Inactive,,Inactive,,,Inactive,,Inactive,Inactive,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,5.0,7.0,82.0,82.0,12.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,65.0,67.0,35.0,31.0,0.0,0.0,0.0,0.0,0,0,0,0,,54.0,0.0,59.6,0.0
