Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Goran Dragić,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Goran Dragić,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Goran Dragić,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with Terry Taylor,Shared Games with Patrick Beverley,Clint Capela,Patrick Beverley,Robert Williams,Terry Taylor,co_inf with Terry Taylor,co_inf with Clint Capela,co_inf with Patrick Beverley,co_inf with Robert Williams,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS
64,62,60,2023-02-28,23-042,CHI,@,TOR,L (-6),0,19:40,5.0,7.0,.714,0.0,1.0,.000,0,0.0,,1.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,10.0,10.6,+5,6.0,5.0,0.8333333333333334,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,12.0,88.0,5.176470588235294,10.599999999999998
65,63,61,2023-03-01,23-043,CHI,@,DET,W (+2),0,14:50,2.0,4.0,.500,0.0,0.0,,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,1.9,-14,4.0,2.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,91.0,5.352941176470588,1.9
66,64,62,2023-03-03,23-045,CHI,,PHO,L (-21),0,17:38,3.0,6.0,.500,1.0,3.0,.333,1,1.0,1.000,1.0,1.0,2.0,4.0,2.0,0.0,2.0,1.0,8.0,8.4,-9,3.0,2.0,0.6666666666666666,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,7.0,92.0,5.411764705882353,8.0
67,65,63,2023-03-05,23-047,CHI,,IND,L (-3),0,15:09,2.0,3.0,.667,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.7,-3,3.0,2.0,0.6666666666666666,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,0.0,85.0,5.0,1.3000000000000005
68,66,64,2023-03-08,23-050,CHI,@,DEN,W (+21),0,19:50,2.0,4.0,.500,0.0,0.0,,4,4.0,1.000,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,8.0,6.5,+5,4.0,2.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,94.0,5.529411764705882,4.900000000000001
69,67,65,2023-03-11,23-053,CHI,@,HOU,W (+8),0,9:36,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.9,-15,0.0,0.0,,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,2.0,72.0,4.235294117647059,1.9
70,68,66,2023-03-15,23-057,CHI,,SAC,L (-3),1,27:47,1.0,5.0,.200,1.0,4.0,.250,0,0.0,,1.0,0.0,1.0,4.0,2.0,0.0,0.0,3.0,3.0,4.2,-4,1.0,0.0,0.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,71.0,4.176470588235294,4.199999999999998
71,69,67,2023-03-17,23-059,CHI,,MIN,W (+8),0,18:09,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,2.2,-16,4.0,2.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,1.0,94.0,5.529411764705882,2.2
72,70,68,2023-03-18,23-060,CHI,,MIA,W (+14),0,17:50,3.0,5.0,.600,0.0,0.0,,0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,6.0,4.7,-1,5.0,3.0,0.6,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,104.0,6.117647058823529,4.699999999999999
73,71,69,2023-03-20,23-062,CHI,@,PHI,W (+4),0,19:31,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,5.4,+5,3.0,2.0,0.6666666666666666,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,78.0,4.588235294117647,5.4
74,72,70,2023-03-22,23-064,CHI,,PHI,L (-25),0,32:24,5.0,10.0,.500,1.0,3.0,.333,3,4.0,.750,0.0,2.0,2.0,4.0,2.0,0.0,3.0,2.0,14.0,10.2,-4,7.0,4.0,0.5714285714285714,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,62.0,3.647058823529412,9.000000000000002
75,73,71,2023-03-24,23-066,CHI,@,POR,W (+28),0,24:16,5.0,6.0,.833,3.0,4.0,.750,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,13.0,10.1,+9,2.0,2.0,1.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,8.0,108.0,6.352941176470588,10.1
76,74,72,2023-03-26,23-068,CHI,@,LAL,W (+10),0,18:47,3.0,5.0,.600,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,8.0,8.3,+14,2.0,1.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,9.0,120.0,7.0588235294117645,8.3
77,75,73,2023-03-27,23-069,CHI,@,LAC,L (-12),0,18:05,0.0,5.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,-0.8,-3,4.0,0.0,0.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-2.0,102.0,6.0,-0.7999999999999998
78,76,74,2023-03-29,23-071,CHI,,LAL,L (-11),0,18:55,5.0,9.0,.556,1.0,3.0,.333,1,1.0,1.000,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,12.0,7.4,+17,6.0,4.0,0.6666666666666666,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,5.0,92.0,5.411764705882353,7.000000000000001
79,77,75,2023-03-31,23-073,CHI,@,CHO,W (+30),0,23:50,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,4.0,1.0,1.0,1.0,3.0,2.0,1.9,+18,2.0,1.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,113.0,6.647058823529412,1.9
80,78,76,2023-04-02,23-075,CHI,,MEM,W (+21),0,17:59,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,3.6,+7,3.0,2.0,0.6666666666666666,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,4.0,102.0,6.0,3.6
81,79,77,2023-04-04,23-077,CHI,,ATL,L (-18),0,17:42,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,-2.2,-6,2.0,0.0,0.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,-2.0,75.0,4.411764705882353,-2.2
82,80,78,2023-04-05,23-078,CHI,@,MIL,L (-13),0,16:56,3.0,3.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,8.0,9.5,-1,3.0,3.0,1.0,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,6.0,64.0,3.764705882352941,8.7
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,,0.0,0.0,0.0
84,81,79,2023-04-07,23-080,CHI,@,DAL,W (+3),1,37:36,6.0,14.0,.429,0.0,5.0,.000,0,0.0,,1.0,8.0,9.0,5.0,1.0,0.0,2.0,1.0,12.0,9.8,+8,9.0,6.0,0.6666666666666666,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,11.0,83.0,4.882352941176471,9.8
85,82,80,2023-04-09,23-082,CHI,,DET,W (+22),0,24:05,4.0,10.0,.400,1.0,4.0,.250,0,1.0,.000,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,9.0,6.2,+20,6.0,3.0,0.5,65,66,7,72,37,72,62,49,30,5,7,80,80,12,75,67.0,67.0,7.0,74.0,38.0,74.0,64.0,58.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.9701492537313432,0.9850746268656716,1.0,0.972972972972973,0.9736842105263158,0.972972972972973,0.96875,0.8448275862068966,0.9375,,,1.0,1.0,0.975609756097561,0.975609756097561,1.0,0.974025974025974,5,22,65.0,67.0,35.0,31.0,0.1612903225806451,0.0,0.3283582089552239,0.0,17,3.0,51.0,3.0,6.199999999999999
