Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Patty Mills,Shared Games with RaiQuan Gray,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Joe Harris,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
21.0,20.0,2022-11-27,23-224,BRK,POR,1.0,31.75,4.0,6.0,0.667,0.0,0.0,,4.0,6.0,0.667,2.0,5.0,7.0,2.0,2.0,1.0,2.0,3.0,12.0,12.4,12.0,6.0,4.0,0.6666666666666666,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,10.0,48.0,2.0869565217391304,10.799999999999995,53.9,2.343478260869565,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,,
22.0,21.0,2022-11-28,23-225,BRK,ORL,1.0,36.333333333333336,7.0,10.0,0.7,0.0,0.0,,3.0,5.0,0.6,5.0,8.0,13.0,1.0,0.0,3.0,1.0,4.0,17.0,18.1,-3.0,10.0,7.0,0.7,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,18.0,53.0,2.3043478260869565,16.9,48.99999999999999,2.130434782608696,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+14),W (+14)
23.0,22.0,2022-11-30,23-227,BRK,WAS,1.0,28.0,3.0,6.0,0.5,0.0,0.0,,1.0,2.0,0.5,1.0,7.0,8.0,1.0,0.0,2.0,0.0,4.0,7.0,6.9,5.0,6.0,3.0,0.5,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,10.0,55.0,2.391304347826087,6.499999999999998,58.49999999999999,2.543478260869565,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+7),W (+7)
24.0,23.0,2022-12-02,23-229,BRK,TOR,1.0,31.266666666666666,7.0,9.0,0.778,0.0,0.0,,1.0,2.0,0.5,3.0,6.0,9.0,1.0,0.0,3.0,0.0,5.0,15.0,15.8,14.0,9.0,7.0,0.7777777777777778,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,17.0,57.0,2.4782608695652173,15.4,72.39999999999999,3.1478260869565213,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+6),W (+6)
25.0,24.0,2022-12-04,23-231,BRK,BOS,1.0,37.95,4.0,5.0,0.8,0.0,0.0,,1.0,6.0,0.167,5.0,9.0,14.0,1.0,1.0,2.0,1.0,2.0,9.0,12.6,-12.0,5.0,4.0,0.8,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,15.0,30.0,1.3043478260869563,12.199999999999998,37.900000000000006,1.647826086956522,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+9),W (+9)
26.0,25.0,2022-12-07,23-234,BRK,CHO,1.0,28.866666666666667,6.0,9.0,0.667,0.0,0.0,,2.0,6.0,0.333,1.0,6.0,7.0,1.0,1.0,3.0,2.0,4.0,14.0,11.2,-4.0,9.0,6.0,0.6666666666666666,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,9.0,85.0,3.695652173913044,10.399999999999997,101.1,4.395652173913043,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-11),L (-11)
27.0,,2022-12-09,23-236,BRK,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,,96.0,4.173913043478261,0.0,103.40000000000002,4.495652173913045,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+6),W (+6)
28.0,,2022-12-10,23-237,BRK,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,,62.0,2.6956521739130435,0.0,98.89999999999998,4.299999999999999,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+4),W (+4)
29.0,26.0,2022-12-12,23-239,BRK,WAS,1.0,25.633333333333333,4.0,4.0,1.0,0.0,0.0,,1.0,2.0,0.5,2.0,5.0,7.0,1.0,1.0,2.0,0.0,3.0,9.0,12.2,22.0,4.0,4.0,1.0,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,14.0,53.0,2.3043478260869565,11.799999999999995,66.29999999999998,2.882608695652173,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+3),W (+3)
30.0,27.0,2022-12-16,23-243,BRK,TOR,1.0,25.883333333333333,5.0,5.0,1.0,0.0,0.0,,5.0,8.0,0.625,3.0,7.0,10.0,0.0,1.0,6.0,1.0,1.0,15.0,20.3,-2.0,5.0,5.0,1.0,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,18.0,63.0,2.739130434782609,18.300000000000004,63.5,2.760869565217391,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+12),W (+12)
31.0,28.0,2022-12-18,23-245,BRK,DET,1.0,26.216666666666665,3.0,4.0,0.75,0.0,0.0,,0.0,0.0,,2.0,5.0,7.0,2.0,0.0,3.0,1.0,2.0,6.0,9.0,2.0,4.0,3.0,0.75,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,13.0,72.0,3.130434782608696,9.0,75.6,3.28695652173913,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+3),W (+3)
32.0,29.0,2022-12-21,23-248,BRK,GSW,1.0,25.5,4.0,6.0,0.667,0.0,0.0,,2.0,2.0,1.0,3.0,4.0,7.0,5.0,1.0,2.0,0.0,2.0,10.0,15.8,31.0,6.0,4.0,0.6666666666666666,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,17.0,86.0,3.739130434782609,14.999999999999996,101.29999999999998,4.404347826086956,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+3),W (+3)
33.0,30.0,2022-12-23,23-250,BRK,MIL,1.0,29.55,9.0,10.0,0.9,0.0,0.0,,1.0,2.0,0.5,2.0,6.0,8.0,5.0,3.0,0.0,0.0,2.0,19.0,24.1,13.0,10.0,9.0,0.9,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,23.0,47.0,2.0434782608695654,23.7,57.09999999999999,2.4826086956521736,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+30),W (+30)
34.0,31.0,2022-12-26,23-253,BRK,CLE,1.0,30.1,5.0,9.0,0.556,0.0,0.0,,0.0,0.0,,1.0,3.0,4.0,0.0,1.0,2.0,1.0,2.0,10.0,7.9,-16.0,9.0,5.0,0.5555555555555556,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,7.0,63.0,2.739130434782609,7.899999999999999,62.7,2.726086956521739,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+18),W (+18)
35.0,32.0,2022-12-28,23-255,BRK,ATL,1.0,34.65,8.0,9.0,0.889,0.0,0.0,,1.0,2.0,0.5,1.0,9.0,10.0,0.0,0.0,6.0,1.0,2.0,17.0,19.3,5.0,9.0,8.0,0.8888888888888888,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,21.0,50.0,2.1739130434782608,18.899999999999995,61.3,2.665217391304348,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+8),W (+8)
36.0,33.0,2022-12-31,23-258,BRK,CHO,1.0,33.11666666666667,6.0,7.0,0.857,0.0,0.0,,2.0,4.0,0.5,1.0,5.0,6.0,3.0,1.0,6.0,0.0,3.0,14.0,19.0,8.0,7.0,6.0,0.8571428571428571,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,19.0,76.0,3.3043478260869565,18.2,83.69999999999999,3.639130434782608,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+1),W (+1)
37.0,34.0,2023-01-02,23-260,BRK,SAS,1.0,20.08333333333333,5.0,8.0,0.625,0.0,0.0,,0.0,0.0,,1.0,4.0,5.0,1.0,0.0,3.0,2.0,1.0,10.0,8.7,18.0,8.0,5.0,0.625,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,9.0,77.0,3.347826086956522,8.699999999999996,92.9,4.039130434782609,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+17),W (+17)
38.0,35.0,2023-01-04,23-262,BRK,CHI,1.0,33.2,5.0,10.0,0.5,0.0,0.0,,1.0,2.0,0.5,3.0,3.0,6.0,2.0,1.0,3.0,1.0,4.0,11.0,10.5,-11.0,10.0,5.0,0.5,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,10.0,49.0,2.130434782608696,10.1,58.6,2.5478260869565217,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+36),W (+36)
39.0,36.0,2023-01-06,23-264,BRK,NOP,1.0,31.383333333333333,4.0,4.0,1.0,0.0,0.0,,1.0,1.0,1.0,5.0,4.0,9.0,4.0,1.0,5.0,1.0,3.0,9.0,17.6,15.0,4.0,4.0,1.0,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,22.0,52.0,2.260869565217391,17.2,53.9,2.343478260869565,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,L (-9),L (-9)
40.0,37.0,2023-01-08,23-266,BRK,MIA,1.0,30.866666666666667,6.0,8.0,0.75,0.0,0.0,,1.0,2.0,0.5,2.0,9.0,11.0,0.0,0.0,3.0,2.0,3.0,13.0,12.4,-3.0,8.0,6.0,0.75,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,15.0,54.0,2.347826086956522,12.0,56.1,2.4391304347826086,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+6),W (+6)
41.0,38.0,2023-01-12,23-270,BRK,BOS,1.0,32.416666666666664,4.0,7.0,0.571,0.0,0.0,,1.0,2.0,0.5,1.0,8.0,9.0,1.0,1.0,4.0,3.0,0.0,9.0,9.9,-6.0,7.0,4.0,0.5714285714285714,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,12.0,77.0,3.347826086956522,9.5,95.59999999999998,4.156521739130434,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,W (+1),W (+1)
42.0,39.0,2023-01-15,23-273,BRK,OKC,1.0,33.18333333333333,7.0,10.0,0.7,0.0,0.0,,3.0,6.0,0.5,5.0,8.0,13.0,0.0,0.0,4.0,3.0,3.0,17.0,16.1,-16.0,10.0,7.0,0.7,39,52,19,42,50,70,12,37,38,25,35,1,73,58,25,53,1.0,42.0,57.0,23.0,48.0,53.0,74.0,36.0,47.0,60.0,35.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.9285714285714286,0.912280701754386,0.8260869565217391,0.875,0.9433962264150944,0.945945945945946,0.3333333333333333,0.7872340425531915,0.6333333333333333,0.7142857142857143,0.875,1.0,0.9605263157894736,0.9508196721311476,0.5952380952380952,0.913793103448276,24,23,2,2,22,9,23,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3636363636363636,0.2911392405063291,0.1176470588235294,0.0555555555555555,0.0,0.5238095238095238,0.6,0.2771084337349397,0.0,23,15.0,81.0,3.5217391304347827,14.900000000000002,82.1,3.569565217391304,20.8,9.2,3.1,0.9,2.2,0.1033889187735341,0.691,0.003,0.419,2.9,5.2,,
