Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Frank Ntilikina,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Frank Ntilikina,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Frank Ntilikina,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Shared Games with Justin Holiday,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Shared Games with Moses Brown,Shared Games with Nerlens Noel,Alondes Williams,Ben Simmons,Bogdan Bogdanović,Cam Thomas,Cameron Johnson,David Duke Jr.,Day'Ron Sharpe,Dru Smith,Edmond Sumner,Joe Harris,Mikal Bridges,Moses Brown,Nerlens Noel,Nic Claxton,Patty Mills,Payton Pritchard,RaiQuan Gray,Royce O'Neale,Seth Curry,Yuta Watanabe,co_inf with Ben Simmons,co_inf with Bogdan Bogdanović,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with Payton Pritchard,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Yuta Watanabe,co_inf with Alondes Williams,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Moses Brown,co_inf with Nerlens Noel,co_inf with RaiQuan Gray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
44.0,,2023-01-14,29-255,DAL,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,,105.0,2.8378378378378377,0.0,118.50000000000004,3.202702702702704,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,L (-12),L (-12)
45.0,,2023-01-15,29-256,DAL,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,,91.0,2.45945945945946,0.0,104.49999999999996,2.8243243243243232,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,W (+4),W (+4)
46.0,32.0,2023-01-18,29-259,DAL,ATL,1.0,34.733333333333334,3.0,9.0,0.333,1.0,6.0,0.167,2.0,2.0,1.0,6.0,3.0,9.0,3.0,0.0,0.0,1.0,1.0,9.0,9.7,-1.0,3.0,2.0,0.6666666666666666,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,9.0,108.0,2.918918918918919,8.899999999999997,138.4,3.740540540540541,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,L (-17),L (-17)
47.0,33.0,2023-01-20,29-261,DAL,MIA,1.0,24.75,3.0,5.0,0.6,2.0,3.0,0.667,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,5.0,10.0,9.1,23.0,2.0,1.0,0.5,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,8.0,86.0,2.324324324324324,8.299999999999999,110.09999999999998,2.975675675675676,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,L (-17),L (-17)
48.0,34.0,2023-01-22,29-263,DAL,LAC,1.0,38.0,3.0,8.0,0.375,2.0,6.0,0.333,0.0,0.0,,1.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,8.0,5.5,-21.0,2.0,1.0,0.5,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,5.0,69.0,1.864864864864865,5.499999999999998,91.5,2.472972972972973,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,L (-8),L (-8)
49.0,35.0,2023-01-24,29-265,DAL,WAS,1.0,30.98333333333333,4.0,7.0,0.571,2.0,4.0,0.5,2.0,2.0,1.0,1.0,4.0,5.0,2.0,1.0,0.0,0.0,4.0,12.0,11.4,-11.0,3.0,2.0,0.6666666666666666,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,11.0,123.0,3.324324324324324,10.6,146.9,3.9702702702702704,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,W (+25),W (+25)
50.0,36.0,2023-01-26,29-267,DAL,PHO,1.0,34.63333333333333,7.0,16.0,0.438,3.0,10.0,0.3,1.0,1.0,1.0,3.0,9.0,12.0,3.0,1.0,0.0,1.0,2.0,18.0,15.7,16.0,6.0,4.0,0.6666666666666666,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,16.0,124.0,3.351351351351352,15.299999999999995,148.29999999999998,4.008108108108107,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,L (-14),L (-14)
51.0,37.0,2023-01-28,29-269,DAL,UTA,1.0,41.266666666666666,4.0,9.0,0.444,3.0,7.0,0.429,0.0,0.0,,3.0,6.0,9.0,4.0,2.0,1.0,2.0,1.0,11.0,13.3,1.0,2.0,1.0,0.5,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,16.0,73.0,1.972972972972973,13.3,120.4,3.254054054054054,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,L (-1),L (-1)
52.0,38.0,2023-01-30,29-271,DAL,DET,1.0,34.78333333333333,2.0,5.0,0.4,0.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,7.0,2.0,0.0,0.0,0.0,2.0,6.0,6.8,7.0,4.0,2.0,0.5,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,8.0,96.0,2.5945945945945947,6.0,131.20000000000002,3.5459459459459466,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,W (+4),W (+4)
53.0,39.0,2023-02-02,29-274,DAL,NOP,1.0,33.7,5.0,8.0,0.625,3.0,5.0,0.6,0.0,0.0,,3.0,4.0,7.0,4.0,1.0,1.0,0.0,5.0,13.0,15.2,-5.0,3.0,2.0,0.6666666666666666,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,18.0,87.0,2.351351351351352,15.200000000000005,111.39999999999998,3.0108108108108103,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,L (-8),L (-8)
54.0,40.0,2023-02-04,29-276,DAL,GSW,1.0,33.68333333333333,5.0,11.0,0.455,3.0,7.0,0.429,5.0,6.0,0.833,4.0,5.0,9.0,2.0,1.0,0.0,2.0,1.0,18.0,16.2,10.0,4.0,2.0,0.5,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,11.0,70.0,1.891891891891892,14.200000000000005,97.6,2.637837837837837,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,W (+6),W (+6)
55.0,,2023-02-06,29-278,BRK,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,,87.0,2.351351351351352,0.0,109.6,2.962162162162162,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,W (+5),W (+5)
56.0,,2023-02-07,29-279,BRK,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,,52.0,1.4054054054054057,0.0,65.19999999999999,1.762162162162162,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,L (-6),L (-6)
57.0,41.0,2023-02-09,29-281,BRK,CHI,1.0,34.583333333333336,4.0,10.0,0.4,0.0,4.0,0.0,1.0,3.0,0.333,3.0,6.0,9.0,1.0,0.0,0.0,1.0,3.0,9.0,5.2,32.0,6.0,4.0,0.6666666666666666,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,5.0,56.0,1.5135135135135136,4.799999999999999,74.5,2.0135135135135136,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,L (-8),L (-8)
58.0,42.0,2023-02-11,29-283,BRK,PHI,1.0,34.46666666666667,2.0,8.0,0.25,1.0,4.0,0.25,0.0,0.0,,3.0,5.0,8.0,2.0,0.0,0.0,1.0,3.0,5.0,3.0,2.0,4.0,1.0,0.25,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,6.0,61.0,1.648648648648649,2.999999999999999,67.99999999999999,1.8378378378378373,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,L (-4),L (-4)
59.0,43.0,2023-02-13,29-285,BRK,NYK,1.0,29.35,3.0,5.0,0.6,3.0,4.0,0.75,0.0,0.0,,1.0,4.0,5.0,0.0,0.0,0.0,1.0,4.0,9.0,6.0,-15.0,1.0,0.0,0.0,29,35,20,19,16,22,34,35,22,4,39,64,15,37,2,1.0,67.0,76.0,45.0,8.0,47.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.4328358208955223,0.4605263157894737,0.4444444444444444,0.0,0.4042553191489361,0.3333333333333333,0.5238095238095238,0.5666666666666667,0.0,0.5303030303030303,0.5945945945945946,0.1481481481481481,0.5,0.810126582278481,0.375,0.5211267605633803,0.6666666666666666,2,17,7,16,7,25,19,19,21,17,24,3,23,22,16,15,18,24,3,25,2,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,15.0,53.0,74.0,83.0,36.0,17.0,76.0,40.0,48.0,1,76.0,61.0,58.0,0.0476190476190476,0.0,0.2982456140350877,0.3043478260869565,0.3333333333333333,0.1320754716981132,0.3378378378378378,0.3157894736842105,0.075,0.0,0.3026315789473684,0.360655737704918,0.2586206896551724,0.0,0.5714285714285714,0.2,0.3012048192771084,0.0555555555555555,0.1764705882352941,0.0,37,8.0,53.0,1.4324324324324325,5.999999999999998,75.69999999999997,2.0459459459459453,9.2,2.1,-2.0,-1.7,-0.3,0.0389707452487721,0.523,0.675,0.118,0.0,0.6,W (+11),W (+11)
