Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Jarred Vanderbilt,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
25,25,25,2022-12-02,23-332,UTA,,IND,W (+20),1,27:43,5.0,10.0,.500,0.0,0.0,,8,8.0,1.000,0.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,18.0,12.3,-3,10.0,5.0,0.5,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,2.0,63.0,3.3157894736842106,9.1,70.9,3.7315789473684213
26,26,26,2022-12-03,23-333,UTA,,POR,L (-5),1,31:25,6.0,11.0,.545,2.0,4.0,.500,5,6.0,.833,1.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,19.0,13.8,+8,7.0,4.0,0.5714285714285714,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,5.0,55.0,2.894736842105264,11.8,49.0,2.5789473684210527
27,27,27,2022-12-07,23-337,UTA,,GSW,W (+1),1,26:34,4.0,9.0,.444,1.0,3.0,.333,8,10.0,.800,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,17.0,10.8,+6,6.0,3.0,0.5,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,-1.0,63.0,3.3157894736842106,7.600000000000001,59.5,3.1315789473684212
28,28,,2022-12-09,23-339,UTA,,MIN,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,,23.0,1.2105263157894737,0.0,21.9,1.1526315789473685
29,29,,2022-12-10,23-340,UTA,@,DEN,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,,51.0,2.6842105263157894,0.0,50.1,2.636842105263158
30,30,,2022-12-13,23-343,UTA,,NOP,W (+21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,,52.0,2.736842105263158,0.0,40.99999999999999,2.157894736842105
31,31,,2022-12-15,23-345,UTA,,NOP,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,,66.0,3.473684210526316,0.0,74.8,3.9368421052631577
32,32,,2022-12-17,23-347,UTA,@,MIL,L (-26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,,34.0,1.7894736842105263,0.0,38.6,2.031578947368421
33,33,,2022-12-19,23-349,UTA,@,CLE,L (-23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,,29.0,1.5263157894736843,0.0,49.3,2.594736842105263
34,34,,2022-12-20,23-350,UTA,@,DET,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,,47.0,2.473684210526316,0.0,59.400000000000006,3.1263157894736846
35,35,28,2022-12-22,23-352,UTA,,WAS,W (+8),0,17:19,6.0,7.0,.857,2.0,2.0,1.000,4,4.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,18.0,13.6,+12,5.0,4.0,0.8,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,7.0,53.0,2.789473684210526,12.0,41.8,2.1999999999999997
36,36,29,2022-12-26,23-356,UTA,@,SAS,L (-4),0,22:53,5.0,12.0,.417,1.0,2.0,.500,2,2.0,1.000,1.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,13.0,10.6,+7,10.0,4.0,0.4,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,6.0,30.0,1.5789473684210529,9.8,44.2,2.3263157894736843
37,37,30,2022-12-28,23-358,UTA,@,GSW,L (-5),0,16:15,3.0,7.0,.429,1.0,2.0,.500,4,4.0,1.000,2.0,0.0,2.0,4.0,0.0,0.0,1.0,4.0,11.0,8.9,-1,5.0,2.0,0.4,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,5.0,40.0,2.1052631578947367,7.300000000000001,44.70000000000001,2.352631578947369
38,38,31,2022-12-30,23-360,UTA,@,SAC,L (-1),0,28:57,3.0,9.0,.333,0.0,3.0,.000,3,4.0,.750,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,9.0,3.8,+4,6.0,3.0,0.5,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,-3.0,66.0,3.473684210526316,2.5999999999999988,66.10000000000001,3.478947368421053
39,39,32,2022-12-31,23-361,UTA,,MIA,L (-3),0,24:21,4.0,11.0,.364,3.0,5.0,.600,3,3.0,1.000,1.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,14.0,9.4,-1,6.0,1.0,0.1666666666666666,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,5.0,52.0,2.736842105263158,8.200000000000005,58.3,3.068421052631579
40,40,,2023-01-03,23-364,UTA,,SAC,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,,48.0,2.526315789473684,0.0,37.2,1.9578947368421054
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-05,24-001,UTA,@,HOU,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,,78.0,4.105263157894737,0.0,86.2,4.536842105263158
43,42,,2023-01-07,24-003,UTA,@,CHI,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,,75.0,3.947368421052632,0.0,72.10000000000001,3.7947368421052636
44,43,,2023-01-08,24-004,UTA,@,MEM,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,,73.0,3.842105263157895,0.0,65.70000000000002,3.457894736842106
45,44,,2023-01-10,24-006,UTA,,CLE,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,,65.0,3.421052631578948,0.0,56.3,2.9631578947368418
46,45,33,2023-01-13,24-009,UTA,,ORL,W (+4),0,23:52,7.0,12.0,.583,2.0,3.0,.667,2,4.0,.500,2.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,18.0,13.0,+17,9.0,5.0,0.5555555555555556,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,6.0,53.0,2.789473684210526,12.200000000000005,54.49999999999999,2.8684210526315788
47,46,,2023-01-14,24-010,UTA,,PHI,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,,52.0,2.736842105263158,0.0,58.5,3.0789473684210527
48,47,34,2023-01-16,24-012,UTA,@,MIN,W (+1),0,26:10,7.0,10.0,.700,0.0,0.0,,5,5.0,1.000,0.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,19.0,14.6,-1,10.0,7.0,0.7,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,9.0,44.0,2.3157894736842106,12.6,45.09999999999998,2.373684210526315
49,48,35,2023-01-18,24-014,UTA,,LAC,W (+23),0,21:52,3.0,9.0,.333,0.0,1.0,.000,5,7.0,.714,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,11.0,3.6,-2,8.0,3.0,0.375,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,-4.0,59.0,3.1052631578947367,1.599999999999997,62.9,3.3105263157894735
50,49,36,2023-01-20,24-016,UTA,,BRK,L (-11),0,29:06,7.0,12.0,.583,2.0,3.0,.667,1,4.0,.250,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,17.0,10.7,+2,9.0,5.0,0.5555555555555556,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,3.0,36.0,1.894736842105263,10.3,41.49999999999999,2.184210526315789
51,50,37,2023-01-23,24-019,UTA,,CHO,W (+18),0,20:14,3.0,8.0,.375,0.0,1.0,.000,5,5.0,1.000,2.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,11.0,7.3,+3,7.0,3.0,0.4285714285714285,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,1.0,51.0,2.6842105263157894,5.3,49.9,2.626315789473684
52,51,38,2023-01-25,24-021,UTA,@,POR,L (-10),0,21:46,8.0,11.0,.727,3.0,3.0,1.000,0,0.0,,0.0,4.0,4.0,2.0,0.0,1.0,3.0,3.0,19.0,13.6,-12,8.0,5.0,0.625,39,46,40,22,44,9,7,42,2,31,25,26,32,27,38,20,44,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.5,0.0,0.0,0.7540983606557377,0.5882352941176471,1.0,0.6666666666666666,0.6428571428571429,1.0,0.5185185185185185,0.2857142857142857,0.4626865671641791,0.423728813559322,0.4406779661016949,0.5714285714285714,0.5192307692307693,0.5846153846153846,0.5555555555555556,0.5945945945945946,3,3,41.0,52.0,67.0,0.073170731707317,0.0576923076923076,0.0,19,12.0,46.0,2.421052631578948,13.599999999999998,49.3,2.594736842105263
