Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Lauri Markkanen,Shared Games with Micah Potter,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,,2022-12-10,21-268,UTA,@,DEN,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,51.0,4.25,0.0,48.39999999999999,4.033333333333332
30,30,,2022-12-13,21-271,UTA,,NOP,W (+21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,52.0,4.333333333333333,0.0,41.69999999999999,3.474999999999999
31,31,,2022-12-15,21-273,UTA,,NOP,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,66.0,5.5,0.0,74.8,6.233333333333333
32,32,,2022-12-17,21-275,UTA,@,MIL,L (-26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,34.0,2.833333333333333,0.0,38.6,3.216666666666667
33,33,,2022-12-19,21-277,UTA,@,CLE,L (-23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,29.0,2.4166666666666665,0.0,48.00000000000001,4.000000000000001
34,34,,2022-12-20,21-278,UTA,@,DET,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,47.0,3.9166666666666665,0.0,64.30000000000001,5.358333333333334
35,35,,2022-12-22,21-280,UTA,,WAS,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,60.0,5.0,0.0,43.50000000000001,3.6250000000000004
36,36,,2022-12-26,21-284,UTA,@,SAS,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,36.0,3.0,0.0,44.2,3.6833333333333336
37,37,,2022-12-28,21-286,UTA,@,GSW,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,45.0,3.75,0.0,44.70000000000001,3.725000000000001
38,38,,2022-12-30,21-288,UTA,@,SAC,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,63.0,5.25,0.0,66.10000000000001,5.508333333333334
39,39,,2022-12-31,21-289,UTA,,MIA,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,57.0,4.75,0.0,58.3,4.858333333333333
40,40,,2023-01-03,21-292,UTA,,SAC,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,48.0,4.0,0.0,37.2,3.1
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-05,21-294,UTA,@,HOU,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,78.0,6.5,0.0,86.2,7.183333333333334
43,42,,2023-01-07,21-296,UTA,@,CHI,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,75.0,6.25,0.0,72.10000000000001,6.008333333333334
44,43,,2023-01-08,21-297,UTA,@,MEM,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,73.0,6.083333333333333,0.0,65.70000000000002,5.475000000000001
45,44,,2023-01-10,21-299,UTA,,CLE,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,65.0,5.416666666666667,0.0,56.3,4.691666666666666
46,45,,2023-01-13,21-302,UTA,,ORL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,59.0,4.916666666666667,0.0,54.49999999999999,4.541666666666666
47,46,,2023-01-14,21-303,UTA,,PHI,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,52.0,4.333333333333333,0.0,58.5,4.875
48,47,,2023-01-16,21-305,UTA,@,MIN,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,53.0,4.416666666666667,0.0,45.09999999999998,3.7583333333333315
49,48,,2023-01-18,21-307,UTA,,LAC,W (+23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,55.0,4.583333333333333,0.0,63.0,5.25
50,49,,2023-01-20,21-309,UTA,,BRK,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,39.0,3.25,0.0,41.49999999999999,3.4583333333333326
51,50,,2023-01-23,21-312,UTA,,CHO,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,52.0,4.333333333333333,0.0,51.3,4.2749999999999995
52,51,,2023-01-25,21-314,UTA,@,POR,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,58.0,4.833333333333333,0.0,49.3,4.108333333333333
53,52,,2023-01-28,21-317,UTA,,DAL,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,52.0,4.333333333333333,0.0,45.0,3.75
54,53,,2023-02-01,21-321,UTA,,TOR,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,75.0,6.25,0.0,70.70000000000002,5.891666666666668
55,54,,2023-02-03,21-323,UTA,,ATL,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,49.0,4.083333333333333,0.0,47.6,3.966666666666667
56,55,,2023-02-06,21-326,UTA,,DAL,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,42.0,3.5,0.0,51.000000000000014,4.250000000000001
57,56,,2023-02-08,21-328,UTA,,MIN,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,71.0,5.916666666666667,0.0,69.19999999999999,5.766666666666666
58,57,,2023-02-10,21-330,UTA,@,TOR,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,78.0,6.5,0.0,75.1,6.258333333333333
59,58,,2023-02-11,21-331,UTA,@,NYK,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,16,9,4,18,10,17,15,9,14,48.0,1.0,78.0,4.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.2352941176470588,0.0,0.1363636363636363,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.3050847457627119,0.1785714285714285,0.3269230769230769,0.2307692307692307,0.25,0.1891891891891892,15,16,41.0,52.0,67.0,0.3658536585365853,0.3076923076923077,0.0,12,,70.0,5.833333333333333,0.0,78.3,6.5249999999999995
