Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Josh Hart,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
23.0,22.0,2022-12-03,19-187,POR,UTA,0.0,17.383333333333333,3.0,11.0,0.273,0.0,1.0,0.0,0.0,0.0,,1.0,3.0,4.0,0.0,1.0,0.0,0.0,3.0,6.0,0.9,9.0,10.0,3.0,0.3,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,0.0,63.0,2.863636363636364,0.9000000000000012,79.2,3.6,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-19),L (-19)
24.0,23.0,2022-12-04,19-188,POR,IND,0.0,17.733333333333334,2.0,4.0,0.5,1.0,3.0,0.333,1.0,3.0,0.333,0.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,6.0,4.0,-11.0,1.0,1.0,1.0,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,3.0,80.0,3.636363636363636,3.5999999999999988,80.0,3.636363636363636,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+5),W (+5)
25.0,24.0,2022-12-08,19-192,POR,DEN,0.0,14.216666666666669,3.0,8.0,0.375,1.0,4.0,0.25,0.0,0.0,,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,7.0,4.9,-16.0,4.0,2.0,0.5,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,3.0,94.0,4.2727272727272725,4.899999999999999,92.70000000000002,4.213636363636365,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+16),W (+16)
26.0,25.0,2022-12-10,19-194,POR,MIN,0.0,20.183333333333334,2.0,6.0,0.333,0.0,3.0,0.0,1.0,2.0,0.5,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,5.0,2.9,18.0,3.0,2.0,0.6666666666666666,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,1.0,63.0,2.863636363636364,2.499999999999999,73.50000000000001,3.340909090909092,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-1),L (-1)
27.0,26.0,2022-12-12,19-196,POR,MIN,0.0,20.03333333333333,7.0,12.0,0.583,0.0,4.0,0.0,0.0,0.0,,2.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,14.0,13.0,2.0,8.0,7.0,0.875,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,11.0,86.0,3.909090909090909,13.0,92.9,4.222727272727273,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+6),W (+6)
28.0,27.0,2022-12-14,19-198,POR,SAS,0.0,23.416666666666668,5.0,7.0,0.714,2.0,4.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,12.0,8.2,8.0,3.0,3.0,1.0,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,6.0,95.0,4.318181818181818,8.200000000000003,98.1,4.459090909090909,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+21),W (+21)
29.0,28.0,2022-12-16,19-200,POR,DAL,0.0,29.35,4.0,12.0,0.333,2.0,5.0,0.4,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,10.0,3.8,-10.0,7.0,2.0,0.2857142857142857,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,0.0,69.0,3.136363636363636,3.8,65.00000000000001,2.954545454545455,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+16),W (+16)
30.0,29.0,2022-12-17,19-201,POR,HOU,0.0,20.516666666666666,2.0,7.0,0.286,0.0,2.0,0.0,0.0,0.0,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.6,-12.0,5.0,2.0,0.4,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,2.0,61.0,2.772727272727273,2.599999999999999,77.1,3.5045454545454544,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-20),L (-20)
31.0,30.0,2022-12-19,19-203,POR,OKC,0.0,10.45,2.0,4.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.3,-7.0,3.0,2.0,0.6666666666666666,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,3.0,70.0,3.1818181818181817,4.5,79.20000000000002,3.600000000000001,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+12),W (+12)
32.0,31.0,2022-12-21,19-205,POR,OKC,0.0,19.33333333333333,3.0,5.0,0.6,2.0,3.0,0.667,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,2.0,1.0,0.5,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,4.0,77.0,3.5,6.0,68.5,3.113636363636364,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-2),L (-2)
33.0,32.0,2022-12-23,19-207,POR,DEN,0.0,13.65,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2,-14.0,2.0,1.0,0.5,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,0.0,55.0,2.5,0.1999999999999999,64.69999999999999,2.9409090909090905,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-3),L (-3)
34.0,33.0,2022-12-26,19-210,POR,CHO,0.0,6.916666666666667,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-8.0,0.0,0.0,,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,1.0,95.0,4.318181818181818,0.3,85.8,3.9,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-13),L (-13)
35.0,34.0,2022-12-30,19-214,POR,GSW,0.0,19.4,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,6.7,7.0,2.0,2.0,1.0,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,6.0,64.0,2.909090909090909,6.7,62.0,2.8181818181818183,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+11),W (+11)
36.0,35.0,2023-01-02,19-217,POR,DET,0.0,20.48333333333333,4.0,8.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.0,3.0,3.0,0.0,1.0,0.0,1.0,6.0,10.0,4.1,4.0,6.0,3.0,0.5,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,3.0,78.0,3.5454545454545454,3.7,93.2,4.236363636363636,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-6),L (-6)
37.0,36.0,2023-01-04,19-219,POR,MIN,0.0,27.9,5.0,7.0,0.714,1.0,2.0,0.5,2.0,3.0,0.667,2.0,2.0,4.0,1.0,1.0,0.0,2.0,4.0,13.0,9.8,1.0,5.0,4.0,0.8,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,7.0,44.0,2.0,9.000000000000002,58.3,2.65,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+29),W (+29)
38.0,37.0,2023-01-06,19-221,POR,IND,0.0,19.3,1.0,4.0,0.25,1.0,3.0,0.333,1.0,2.0,0.5,0.0,4.0,4.0,2.0,1.0,0.0,3.0,1.0,4.0,1.4,-4.0,1.0,0.0,0.0,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,2.0,43.0,1.9545454545454544,1.0,46.7,2.122727272727273,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-7),L (-7)
39.0,38.0,2023-01-08,19-223,POR,TOR,0.0,13.766666666666667,1.0,3.0,0.333,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,3.0,-1.6,-17.0,2.0,0.0,0.0,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,-1.0,56.0,2.5454545454545454,-1.6,53.69999999999999,2.4409090909090905,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-9),L (-9)
40.0,39.0,2023-01-10,19-225,POR,ORL,0.0,14.716666666666669,3.0,5.0,0.6,1.0,2.0,0.5,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.6,8.0,3.0,2.0,0.6666666666666666,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,2.0,53.0,2.409090909090909,5.2,63.7,2.895454545454545,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-12),L (-12)
41.0,40.0,2023-01-12,19-227,POR,CLE,0.0,20.83333333333333,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,-1.9,6.0,3.0,1.0,0.3333333333333333,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,-2.0,66.0,3.0,-1.9,68.8,3.127272727272727,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-3),L (-3)
42.0,41.0,2023-01-14,19-229,POR,DAL,0.0,31.416666666666668,5.0,12.0,0.417,2.0,8.0,0.25,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,12.0,7.5,11.0,4.0,3.0,0.75,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,5.0,98.0,4.454545454545454,7.500000000000001,90.3,4.104545454545455,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,,
43.0,42.0,2023-01-15,19-230,POR,DAL,0.0,20.266666666666666,2.0,4.0,0.5,0.0,2.0,0.0,0.0,0.0,,1.0,3.0,4.0,3.0,0.0,1.0,1.0,2.0,4.0,4.6,-9.0,2.0,2.0,1.0,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,7.0,71.0,3.227272727272727,4.6,88.9,4.040909090909091,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-6),L (-6)
44.0,43.0,2023-01-17,19-232,POR,DEN,0.0,17.583333333333332,5.0,7.0,0.714,2.0,4.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,13.0,8.9,0.0,3.0,3.0,1.0,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,6.0,56.0,2.5454545454545454,8.5,63.7,2.895454545454545,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+17),W (+17)
45.0,44.0,2023-01-19,19-234,POR,PHI,0.0,20.5,1.0,6.0,0.167,0.0,3.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,-0.4,-5.0,3.0,1.0,0.3333333333333333,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,-2.0,64.0,2.909090909090909,-0.3999999999999994,54.9,2.4954545454545456,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,W (+17),W (+17)
46.0,45.0,2023-01-22,19-237,POR,LAL,0.0,17.416666666666668,1.0,6.0,0.167,0.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.8,-4.0,2.0,1.0,0.5,61,1,58,76,15,16,54,5,62,18,50,4,28,52,40,53,6,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,5.0,6,62.0,0.9838709677419356,1.0,1.0,0.9743589743589745,0.6818181818181818,1.0,0.9642857142857144,1.0,0.984126984126984,0.9473684210526316,0.6578947368421053,1.0,0.9655172413793104,1.0,1.0,0.9814814814814816,0.0,0.0,1.0,0.967741935483871,19,20,22,9,40.0,74.0,63.0,71.0,20.0,0.3015873015873015,0.5,0.0,0.3098591549295774,0.45,22,-2.0,76.0,3.4545454545454546,9.992007221626409e-16,70.19999999999997,3.1909090909090896,11.5,1.2,-3.3,-1.3,-2.0,0.0848478331003333,0.568,0.437,0.162,-0.6,0.6,L (-9),L (-9)
