Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Blake Griffin,DaQuan Jeffries,Derrick Rose,Duane Washington Jr.,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Josh Hart,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Trevor Keels,co_inf with Blake Griffin,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Duane Washington Jr.,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Josh Hart,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Trevor Keels,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
53.0,37.0,2023-02-03,25-000,SAS,PHI,0,10.45,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,2.6,+9,3.0,2.0,0.6666666666666666,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,78.0,4.875,2.6000000000000005,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-21),L (-21)
54.0,38.0,2023-02-06,25-003,SAS,CHI,0,14.866666666666667,3.0,6.0,.500,0.0,2.0,.000,2,2.0,1.000,0.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,8.0,4.5,-11,4.0,3.0,0.75,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3.0,95.0,5.9375,3.6999999999999984,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-10),L (-10)
55.0,39.0,2023-02-08,25-005,SAS,TOR,0,18.766666666666666,3.0,7.0,.429,1.0,3.0,.333,1,2.0,.500,0.0,3.0,3.0,1.0,2.0,0.0,3.0,4.0,8.0,2.9,-13,4.0,2.0,0.5,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,65.0,4.0625,2.5,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-12),L (-12)
56.0,40.0,2023-02-10,25-007,SAS,DET,1,25.066666666666663,1.0,7.0,.143,0.0,2.0,.000,1,1.0,1.000,1.0,3.0,4.0,1.0,1.0,0.0,2.0,3.0,3.0,-1.4,-12,5.0,1.0,0.2,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,-1.0,71.0,4.4375,-1.7999999999999994,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-24),L (-24)
57.0,41.0,2023-02-11,25-008,SAS,ATL,0,20.183333333333334,2.0,7.0,.286,0.0,2.0,.000,0,0.0,,1.0,5.0,6.0,1.0,1.0,1.0,3.0,5.0,4.0,-0.5,-7,5.0,2.0,0.4,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3.0,78.0,4.875,-0.5000000000000009,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-14),L (-14)
58.0,42.0,2023-02-13,25-010,SAS,CLE,0,5.616666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-4,0.0,0.0,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1.0,86.0,5.375,0.7,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-7),L (-7)
59.0,,2023-02-15,25-012,SAS,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,71.0,4.4375,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-19),L (-19)
60.0,,2023-02-23,25-020,SAS,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,66.0,4.125,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-8),L (-8)
61.0,,2023-02-25,25-022,SAS,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,76.0,4.75,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-10),L (-10)
62.0,,2023-02-28,25-025,SAS,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,87.0,5.4375,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-26),L (-26)
63.0,,2023-03-02,25-027,SAS,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,56.0,3.5,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,,
64.0,,2023-04-09,25-065,NYK,IND,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,95.0,5.9375,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-16),L (-16)
