Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
30.0,30,2022-12-18,24-227,NYK,IND,0,16.033333333333335,1.0,2.0,0.5,0.0,1.0,0.0,0,0.0,,2.0,4.0,6.0,2.0,0.0,2.0,0.0,3.0,2.0,5.2,-2,1.0,1.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,65.0,3.823529411764706,5.2,83.0,4.882352941176471,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+23),W (+23)
31.0,31,2022-12-20,24-229,NYK,GSW,0,18.933333333333334,1.0,4.0,0.25,0.0,1.0,0.0,0,0.0,,2.0,3.0,5.0,3.0,1.0,0.0,1.0,1.0,2.0,3.6,21,3.0,1.0,0.3333333333333333,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,6.0,90.0,5.294117647058823,3.5999999999999988,110.4,6.494117647058824,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+3),W (+3)
32.0,32,2022-12-21,24-230,NYK,TOR,0,22.85,1.0,5.0,0.2,0.0,1.0,0.0,0,0.0,,3.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,0.8,-16,4.0,1.0,0.25,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,3.0,75.0,4.411764705882353,0.8000000000000003,81.19999999999999,4.776470588235293,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+38),W (+38)
33.0,33,2022-12-23,24-232,NYK,CHI,0,19.15,2.0,2.0,1.0,1.0,1.0,1.0,0,0.0,,1.0,6.0,7.0,0.0,0.0,1.0,0.0,3.0,5.0,6.4,8,1.0,1.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,11.0,82.0,4.823529411764706,6.4,95.7,5.629411764705883,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-7),L (-7)
34.0,34,2022-12-25,24-234,NYK,PHI,0,12.866666666666667,1.0,2.0,0.5,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,-0.1,-11,2.0,1.0,0.5,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,0.0,101.0,5.941176470588236,-0.1000000000000002,102.3,6.017647058823529,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-1),L (-1)
35.0,35,2022-12-27,24-236,NYK,DAL,0,11.533333333333331,2.0,4.0,0.5,1.0,2.0,0.5,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,2.7,-11,2.0,1.0,0.5,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,1.0,100.0,5.882352941176471,2.7,96.4,5.670588235294118,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-7),L (-7)
36.0,36,2022-12-29,24-238,NYK,SAS,0,14.75,2.0,4.0,0.5,0.0,1.0,0.0,0,0.0,,3.0,2.0,5.0,0.0,1.0,0.0,1.0,2.0,4.0,3.9,-17,3.0,2.0,0.6666666666666666,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,5.0,55.0,3.235294117647059,3.9,75.9,4.464705882352941,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-5),L (-5)
37.0,37,2022-12-31,24-240,NYK,HOU,0,14.833333333333334,0.0,1.0,0.0,0.0,0.0,,0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,3.0,0.0,-0.4,-4,1.0,0.0,0.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,2.0,57.0,3.3529411764705883,-0.4000000000000006,77.50000000000001,4.558823529411765,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-7),L (-7)
38.0,38,2023-01-02,24-242,NYK,PHO,0,12.133333333333333,1.0,1.0,1.0,0.0,0.0,,1,2.0,0.5,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,3.6,-5,1.0,1.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,3.0,99.0,5.823529411764706,3.2,93.29999999999998,5.488235294117646,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+20),W (+20)
39.0,39,2023-01-04,24-244,NYK,SAS,0,19.4,2.0,6.0,0.333,0.0,1.0,0.0,4,4.0,1.0,4.0,1.0,5.0,0.0,1.0,0.0,1.0,3.0,8.0,6.5,1,5.0,2.0,0.4,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,3.0,67.0,3.941176470588236,4.900000000000003,88.1,5.18235294117647,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+19),W (+19)
40.0,40,2023-01-06,24-246,NYK,TOR,0,16.466666666666665,1.0,3.0,0.333,0.0,0.0,,0,0.0,,3.0,4.0,7.0,0.0,1.0,1.0,1.0,2.0,2.0,3.5,5,3.0,1.0,0.3333333333333333,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,7.0,83.0,4.882352941176471,3.500000000000001,88.10000000000001,5.182352941176471,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+3),W (+3)
41.0,41,2023-01-09,24-249,NYK,MIL,0,10.383333333333333,0.0,6.0,0.0,0.0,1.0,0.0,0,0.0,,4.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,-2.6,-3,5.0,0.0,0.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,-2.0,62.0,3.647058823529412,-2.6,77.2,4.541176470588235,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+4),W (+4)
42.0,42,2023-01-11,24-251,NYK,IND,0,9.233333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9,0,0.0,0.0,,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,3.0,85.0,5.0,0.8999999999999998,100.60000000000002,5.917647058823531,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,,
43.0,43,2023-01-13,24-253,NYK,WAS,0,18.6,3.0,6.0,0.5,0.0,0.0,,2,3.0,0.667,4.0,3.0,7.0,0.0,0.0,0.0,1.0,3.0,8.0,6.1,12,6.0,3.0,0.5,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,5.0,62.0,3.647058823529412,5.300000000000001,75.0,4.411764705882353,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-4),L (-4)
44.0,44,2023-01-15,24-255,NYK,DET,0,11.516666666666667,1.0,2.0,0.5,0.0,0.0,,1,1.0,1.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,1.0,3.0,4.6,-2,2.0,1.0,0.5,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,6.0,71.0,4.176470588235294,4.199999999999999,89.99999999999999,5.294117647058823,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+6),W (+6)
45.0,45,2023-01-16,24-256,NYK,TOR,0,15.916666666666666,1.0,1.0,1.0,0.0,0.0,,0,0.0,,2.0,3.0,5.0,1.0,0.0,1.0,0.0,2.0,2.0,4.6,2,1.0,1.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,8.0,51.0,3.0,4.6,74.59999999999998,4.388235294117646,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+4),W (+4)
46.0,46,2023-01-18,24-258,NYK,WAS,0,12.816666666666666,2.0,6.0,0.333,0.0,0.0,,0,0.0,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,2.6,-7,6.0,2.0,0.3333333333333333,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,2.0,64.0,3.764705882352941,2.6,82.99999999999999,4.88235294117647,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+13),W (+13)
47.0,47,2023-01-20,24-260,NYK,ATL,0,16.666666666666668,1.0,1.0,1.0,0.0,0.0,,0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,1.0,1.0,2.0,3.6,-4,1.0,1.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,7.0,90.0,5.294117647058823,3.6,107.7,6.335294117647059,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-2),L (-2)
48.0,48,2023-01-22,24-262,NYK,TOR,0,14.75,1.0,3.0,0.333,0.0,0.0,,0,0.0,,2.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,2.0,5.0,-3,3.0,1.0,0.3333333333333333,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,6.0,78.0,4.588235294117647,5.0,81.7,4.805882352941176,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-11),L (-11)
49.0,49,2023-01-24,24-264,NYK,CLE,0,22.8,2.0,3.0,0.667,0.0,0.0,,0,0.0,,3.0,6.0,9.0,4.0,1.0,1.0,2.0,1.0,4.0,8.7,11,3.0,2.0,0.6666666666666666,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,14.0,75.0,4.411764705882353,8.7,67.8,3.988235294117647,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-15),L (-15)
50.0,50,2023-01-26,24-266,NYK,BOS,0,17.016666666666666,1.0,1.0,1.0,0.0,0.0,,2,2.0,1.0,1.0,5.0,6.0,3.0,0.0,1.0,1.0,3.0,4.0,6.5,9,1.0,1.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,10.0,78.0,4.588235294117647,5.699999999999999,91.49999999999996,5.382352941176468,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-9),L (-9)
51.0,51,2023-01-28,24-268,NYK,BRK,0,20.366666666666667,4.0,5.0,0.8,0.0,0.0,,0,0.0,,1.0,4.0,5.0,2.0,0.0,2.0,1.0,3.0,8.0,8.6,-5,5.0,4.0,0.8,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,11.0,57.0,3.3529411764705883,8.599999999999998,76.19999999999999,4.48235294117647,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+2),W (+2)
52.0,52,2023-01-31,24-271,NYK,LAL,0,39.95,7.0,10.0,0.7,0.0,1.0,0.0,2,2.0,1.0,7.0,6.0,13.0,1.0,0.0,0.0,0.0,5.0,16.0,17.2,10,9.0,7.0,0.7777777777777778,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,18.0,69.0,4.0588235294117645,16.4,88.70000000000002,5.21764705882353,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+3),W (+3)
53.0,53,2023-02-02,24-273,NYK,MIA,0,28.6,3.0,7.0,0.429,0.0,0.0,,2,3.0,0.667,4.0,6.0,10.0,1.0,3.0,0.0,3.0,4.0,8.0,7.6,-14,7.0,3.0,0.4285714285714285,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,9.0,71.0,4.176470588235294,6.8000000000000025,81.79999999999998,4.811764705882352,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-7),L (-7)
54.0,54,2023-02-04,24-275,NYK,LAC,0,31.55,2.0,6.0,0.333,0.0,0.0,,1,2.0,0.5,6.0,5.0,11.0,4.0,1.0,2.0,2.0,4.0,5.0,8.5,3,6.0,2.0,0.3333333333333333,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,13.0,85.0,5.0,8.1,97.4,5.729411764705882,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-6),L (-6)
55.0,55,2023-02-05,24-276,NYK,PHI,0,25.95,1.0,1.0,1.0,0.0,0.0,,0,0.0,,4.0,10.0,14.0,1.0,0.0,1.0,0.0,6.0,2.0,6.5,19,1.0,1.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,17.0,50.0,2.9411764705882355,6.499999999999998,64.7,3.8058823529411767,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+2),W (+2)
56.0,56,2023-02-07,24-278,NYK,ORL,0,12.916666666666666,1.0,1.0,1.0,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,1.0,5.0,2.0,0.3,6,1.0,1.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,4.0,66.0,3.882352941176471,0.2999999999999998,72.8,4.282352941176471,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-6),L (-6)
57.0,57,2023-02-10,24-281,NYK,PHI,0,24.666666666666668,3.0,3.0,1.0,0.0,0.0,,0,1.0,0.0,2.0,4.0,6.0,1.0,0.0,3.0,1.0,3.0,6.0,7.9,-11,3.0,3.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,11.0,70.0,4.117647058823529,7.899999999999999,82.39999999999999,4.847058823529411,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+11),W (+11)
58.0,58,2023-02-11,24-282,NYK,UTA,0,24.8,3.0,5.0,0.6,0.0,0.0,,0,0.0,,6.0,8.0,14.0,1.0,0.0,1.0,0.0,3.0,6.0,10.5,9,5.0,3.0,0.6,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,17.0,70.0,4.117647058823529,10.499999999999996,87.69999999999999,5.158823529411764,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+4),W (+4)
59.0,59,2023-02-13,24-284,NYK,BRK,0,23.933333333333334,3.0,3.0,1.0,0.0,0.0,,2,2.0,1.0,1.0,4.0,5.0,1.0,1.0,0.0,2.0,4.0,8.0,7.1,29,3.0,3.0,1.0,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,8.0,63.0,3.7058823529411766,6.299999999999997,72.09999999999998,4.241176470588234,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,L (-11),L (-11)
60.0,60,2023-02-15,24-286,NYK,ATL,0,26.433333333333334,3.0,6.0,0.5,0.0,0.0,,0,0.0,,4.0,7.0,11.0,0.0,0.0,3.0,0.0,2.0,6.0,9.2,10,6.0,3.0,0.5,20,27,27,81,68,52,77,64,59,67,71,73,11,13,3,40.0,,27.0,27.0,,81.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.40625,1.0,15,25,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.3289473684210526,17,14.0,52.0,3.0588235294117645,9.2,66.4,3.905882352941177,14.2,4.6,-0.3,-1.5,1.2,0.0426739541727979,0.567,0.113,0.217,0.7,2.2,W (+6),W (+6)
