Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Eric Gordon,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Daishen Nix,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with Jarrett Culver,co_inf with John Wall,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,,2022-12-19,23-060,HOU,,SAS,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,61.0,4.066666666666666,0.0,72.0,4.8
31,31,,2022-12-21,23-062,HOU,,ORL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,69.0,4.6,0.0,45.4,3.0266666666666664
32,32,,2022-12-23,23-064,HOU,,DAL,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,62.0,4.133333333333334,0.0,68.39999999999999,4.56
33,33,,2022-12-26,23-067,HOU,@,CHI,W (+15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,92.0,6.133333333333334,0.0,72.3,4.819999999999999
34,34,,2022-12-27,23-068,HOU,@,BOS,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,53.0,3.533333333333333,0.0,45.4,3.0266666666666664
35,35,,2022-12-29,23-070,HOU,@,DAL,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,65.0,4.333333333333333,0.0,58.8,3.92
36,36,,2022-12-31,23-072,HOU,,NYK,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,45.0,3.0,0.0,26.1,1.74
37,37,,2023-01-02,23-074,HOU,,DAL,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,54.0,3.6,0.0,36.9,2.46
38,38,,2023-01-04,23-076,HOU,@,NOP,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,63.0,4.2,0.0,57.3,3.82
39,39,,2023-01-05,23-077,HOU,,UTA,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,52.0,3.466666666666667,0.0,52.3,3.4866666666666664
40,40,,2023-01-08,23-080,HOU,,MIN,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,53.0,3.533333333333333,0.0,39.29999999999999,2.619999999999999
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-11,23-083,HOU,@,SAC,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,74.0,4.933333333333334,0.0,60.5,4.033333333333333
43,42,,2023-01-13,23-085,HOU,@,SAC,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,51.0,3.4,0.0,65.99999999999999,4.3999999999999995
44,43,,2023-01-15,23-087,HOU,@,LAC,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,42.0,2.8,0.0,49.0,3.2666666666666666
45,44,,2023-01-16,23-088,HOU,@,LAL,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,74.0,4.933333333333334,0.0,78.0,5.2
46,45,,2023-01-18,23-090,HOU,,CHO,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,64.0,4.266666666666667,0.0,73.60000000000001,4.906666666666667
47,46,,2023-01-21,23-093,HOU,@,MIN,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,49.0,3.2666666666666666,0.0,52.8,3.52
48,47,,2023-01-23,23-095,HOU,,MIN,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,54.0,3.6,0.0,69.19999999999999,4.613333333333332
49,48,,2023-01-25,23-097,HOU,,WAS,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,68.0,4.533333333333333,0.0,72.3,4.819999999999999
50,49,,2023-01-26,23-098,HOU,,CLE,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,50.0,3.333333333333333,0.0,58.99999999999999,3.9333333333333327
51,50,,2023-01-28,23-100,HOU,@,DET,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,52.0,3.466666666666667,0.0,57.8,3.853333333333333
52,51,,2023-02-01,23-104,HOU,,OKC,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,57.0,3.8,0.0,59.2,3.9466666666666668
53,52,,2023-02-03,23-106,HOU,,TOR,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,41.0,2.7333333333333334,0.0,54.39999999999999,3.626666666666666
54,53,,2023-02-04,23-107,HOU,@,OKC,L (-32),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,53.0,3.533333333333333,0.0,76.09999999999998,5.073333333333332
55,54,1,2023-02-06,23-109,HOU,,SAC,L (-20),0,2:27,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.4,-2,1.0,1.0,1.0,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,4.0,51.0,3.4,3.3999999999999995,67.69999999999999,4.513333333333333
56,55,,2023-02-08,23-111,HOU,,SAC,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,64.0,4.266666666666667,0.0,84.4,5.626666666666667
57,56,,2023-02-10,23-113,HOU,@,MIA,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,56.0,3.733333333333333,0.0,64.2,4.28
58,57,2,2023-02-13,23-116,HOU,@,PHI,L (-19),0,3:31,2.0,3.0,.667,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,+4,0.0,0.0,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,4.0,36.0,2.4,5.0,58.99999999999999,3.9333333333333327
59,58,3,2023-02-15,23-118,HOU,@,OKC,L (-37),0,17:20,2.0,7.0,.286,1.0,6.0,.167,2,2.0,1.000,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,7.0,3.7,-3,1.0,1.0,1.0,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,2.0,23.0,1.5333333333333334,2.8999999999999995,35.39999999999999,2.3599999999999994
60,59,4,2023-02-24,23-127,HOU,@,GSW,L (-15),0,1:41,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,+2,0.0,0.0,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,-1.0,70.0,4.666666666666667,-0.7,81.69999999999999,5.446666666666666
61,60,,2023-02-26,23-129,HOU,@,POR,L (-17),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,4,2,1,1,1,4,4,3,4,4,4,3,4,4,75.0,31.0,39.0,57.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.0533333333333333,0.064516129032258,0.0256410256410256,0.0175438596491228,0.0144927536231884,0.0,0.050632911392405,0.1290322580645161,0.0394736842105263,0.0625,0.048780487804878,0.0,0.048780487804878,0.6,0.1290322580645161,0.0533333333333333,,2,36.0,10.0,34.0,0.0555555555555555,0.0,0.0,15,,57.0,3.8,0.0,76.89999999999999,5.126666666666666
